llave_persona,P203,P207,Edad,Ocupado,Informal,Billetera,CreditoFormal_2024,FACTOR07,P301A,CreditoFormal_2025
15023-59-11-1,1,2,30.0,1,0.0,1,1,102.967529296875,10.0,1
15023-59-11-2,3,2,3.0,0,,0,0,102.967529296875,1.0,0
15023-59-11-3,11,2,24.0,1,1.0,1,0,102.967529296875,10.0,0
15023-83-11-1,1,2,63.0,1,0.0,0,0,102.967529296875,11.0,0
15023-83-11-2,3,1,26.0,1,1.0,0,0,102.967529296875,7.0,1
15023-83-11-3,3,2,24.0,1,0.0,0,1,102.967529296875,9.0,0
15023-83-11-4,3,2,24.0,1,0.0,0,0,102.967529296875,2.0,1
15023-95-11-1,1,2,36.0,1,0.0,1,0,102.967529296875,7.0,1
15023-95-11-2,3,1,15.0,1,0.0,0,0,102.967529296875,5.0,0
15023-95-11-3,3,2,12.0,0,,0,0,102.967529296875,4.0,0
15023-95-11-4,7,1,12.0,0,,0,0,102.967529296875,,0
15023-119-11-1,1,2,68.0,1,0.0,0,0,102.967529296875,6.0,0
15024-26-11-1,1,1,67.0,1,1.0,0,0,263.821685791016,4.0,0
15024-26-11-2,2,2,55.0,1,1.0,0,0,263.821685791016,1.0,0
15024-26-11-3,6,1,94.0,1,0.0,0,0,263.821685791016,3.0,0
15024-39-11-1,1,2,55.0,1,0.0,1,0,263.821685791016,4.0,0
15024-39-11-2,6,2,90.0,1,0.0,0,0,263.821685791016,3.0,0
15024-69-11-1,1,2,26.0,1,1.0,1,0,263.821685791016,7.0,0
15024-69-11-2,3,1,1.0,0,,0,0,263.821685791016,,0
15024-69-11-3,11,2,17.0,1,0.0,0,0,263.821685791016,6.0,0
15024-123-11-1,1,2,29.0,1,0.0,1,1,263.821685791016,8.0,0
15024-123-11-2,2,1,32.0,1,1.0,1,0,263.821685791016,8.0,1
15024-123-11-3,3,2,0.0,0,,0,0,263.821685791016,,0
15024-123-11-4,11,2,24.0,1,1.0,1,0,263.821685791016,7.0,1
15028-9-11-1,1,2,43.0,1,1.0,1,0,255.607803344727,5.0,0
15028-9-11-2,3,2,22.0,1,0.0,1,0,255.607803344727,6.0,0
15028-21-11-1,1,1,66.0,1,1.0,0,1,255.607803344727,5.0,0
15028-21-11-2,3,1,37.0,1,1.0,0,0,255.607803344727,4.0,0
15028-21-11-3,3,1,30.0,1,1.0,1,0,255.607803344727,6.0,0
15028-44-11-1,1,1,57.0,1,1.0,0,0,255.607803344727,6.0,0
15028-44-11-2,2,2,50.0,1,1.0,1,1,255.607803344727,5.0,1
15028-57-11-1,1,1,56.0,1,0.0,0,0,255.607803344727,4.0,0
15028-72-11-1,1,2,43.0,1,1.0,1,1,255.607803344727,4.0,1
15028-72-11-2,3,1,14.0,1,1.0,0,0,255.607803344727,5.0,0
15028-86-11-1,1,1,34.0,1,0.0,1,0,255.607803344727,11.0,0
15028-86-11-2,2,2,37.0,1,1.0,1,0,255.607803344727,10.0,0
15028-86-11-3,3,1,10.0,0,,0,0,255.607803344727,3.0,0
15028-86-11-4,3,2,3.0,0,,0,0,255.607803344727,1.0,0
15028-86-11-5,3,2,1.0,0,,0,0,255.607803344727,,0
15029-3-11-1,1,2,65.0,1,1.0,0,0,263.821685791016,1.0,0
15029-3-11-2,3,1,35.0,1,1.0,0,0,263.821685791016,6.0,0
15029-3-11-3,3,2,29.0,1,0.0,1,0,263.821685791016,7.0,0
15029-3-11-4,5,1,9.0,0,,0,0,263.821685791016,3.0,0
15029-3-11-5,5,2,0.0,0,,0,0,263.821685791016,,0
15029-17-11-1,1,2,63.0,1,1.0,0,0,263.821685791016,1.0,0
15029-17-11-2,3,1,40.0,1,0.0,0,0,263.821685791016,4.0,0
15029-17-11-3,3,1,20.0,1,1.0,0,0,263.821685791016,6.0,0
15029-17-11-4,3,2,18.0,1,0.0,0,0,263.821685791016,5.0,0
15029-17-11-5,5,2,3.0,0,,0,0,263.821685791016,1.0,0
15029-47-11-1,1,1,58.0,1,0.0,1,1,263.821685791016,10.0,1
15029-47-11-2,2,2,51.0,1,0.0,0,0,263.821685791016,11.0,0
15029-47-11-3,3,1,24.0,1,0.0,1,0,263.821685791016,10.0,0
15029-47-11-4,3,1,18.0,1,0.0,0,0,263.821685791016,6.0,0
15029-68-11-1,1,2,53.0,1,0.0,0,1,263.821685791016,11.0,1
15029-68-11-2,3,2,23.0,1,0.0,1,0,263.821685791016,9.0,0
15042-39-11-1,1,2,41.0,1,1.0,1,1,163.678207397461,5.0,0
15042-39-11-2,3,1,16.0,1,1.0,0,0,163.678207397461,5.0,0
15042-39-11-3,3,1,13.0,0,,0,0,163.678207397461,5.0,0
15042-59-11-1,1,2,35.0,1,1.0,0,0,163.678207397461,5.0,0
15042-59-11-2,3,2,18.0,1,0.0,0,0,163.678207397461,7.0,0
15042-59-11-3,3,2,7.0,0,,0,0,163.678207397461,2.0,0
15042-80-11-1,1,2,79.0,1,0.0,0,0,163.678207397461,3.0,0
15042-80-11-2,10,1,82.0,1,0.0,0,0,163.678207397461,3.0,0
15042-140-11-1,1,1,52.0,1,0.0,0,0,163.678207397461,6.0,0
15042-140-11-2,2,2,32.0,1,0.0,1,0,163.678207397461,8.0,0
15042-140-11-3,3,1,17.0,1,0.0,0,0,163.678207397461,5.0,0
15042-140-11-4,3,2,6.0,0,,0,0,163.678207397461,2.0,0
15042-140-11-5,3,2,6.0,0,,0,0,163.678207397461,2.0,0
15058-20-11-1,1,1,66.0,1,0.0,0,0,271.278656005859,6.0,0
15058-20-11-2,2,2,55.0,1,1.0,0,0,271.278656005859,6.0,0
15058-20-11-3,6,2,88.0,1,0.0,0,0,271.278656005859,1.0,0
15058-20-11-4,0, ,,0,,0,0,271.278656005859,,0
15058-20-11-5,0, ,,0,,0,0,271.278656005859,,0
15058-20-11-6,0, ,,0,,0,0,271.278656005859,,0
15058-20-11-7,0, ,,0,,0,0,271.278656005859,,0
15058-52-11-1,1,1,38.0,1,1.0,1,0,271.278656005859,6.0,0
15058-52-11-2,2,2,33.0,1,1.0,0,0,271.278656005859,6.0,0
15058-52-11-3,3,1,13.0,0,,0,0,271.278656005859,5.0,0
15058-52-11-4,3,1,9.0,0,,0,0,271.278656005859,3.0,0
15058-52-11-5,3,2,5.0,0,,0,0,271.278656005859,2.0,0
15058-68-11-1,1,1,30.0,1,1.0,0,0,271.278656005859,8.0,0
15058-68-11-2,6,2,61.0,1,1.0,0,0,271.278656005859,3.0,0
15058-68-11-3,0, ,,0,,0,0,271.278656005859,,0
15058-68-11-4,0, ,,0,,0,0,271.278656005859,,0
15062-4-11-1,1,2,89.0,1,1.0,0,0,138.394668579102,3.0,0
15062-4-11-2,3,1,56.0,1,1.0,0,0,138.394668579102,3.0,0
15062-4-11-3,0, ,,0,,0,0,138.394668579102,,0
15062-14-11-1,1,1,62.0,1,1.0,0,0,138.394668579102,5.0,0
15062-14-11-2,2,2,63.0,1,1.0,0,0,138.394668579102,4.0,0
15062-14-11-3,3,2,23.0,1,0.0,1,0,138.394668579102,8.0,0
15062-27-11-1,1,2,43.0,1,1.0,0,0,138.394668579102,3.0,0
15062-27-11-2,3,1,11.0,0,,0,0,138.394668579102,3.0,0
15062-27-11-3,3,1,2.0,0,,0,0,138.394668579102,,0
15062-59-11-1,1,2,42.0,1,0.0,1,0,138.394668579102,6.0,0
15062-59-11-2,3,1,14.0,1,0.0,0,0,138.394668579102,5.0,0
15062-59-11-3,3,1,7.0,0,,0,0,138.394668579102,2.0,0
15062-59-11-4,3,1,4.0,0,,0,0,138.394668579102,1.0,0
15062-59-11-5,0, ,,0,,0,0,138.394668579102,,0
15062-71-11-1,1,1,47.0,1,1.0,0,0,138.394668579102,6.0,0
15063-18-11-1,1,2,61.0,1,0.0,1,1,163.678207397461,8.0,1
15063-18-11-2,2,1,73.0,1,1.0,0,0,163.678207397461,8.0,0
15063-18-11-3,6,2,95.0,0,,0,0,163.678207397461,,0
15063-122-11-1,1,2,44.0,1,1.0,1,0,163.678207397461,5.0,0
15063-122-11-2,3,1,19.0,1,1.0,0,0,163.678207397461,6.0,0
15063-122-11-3,3,1,16.0,1,0.0,0,0,163.678207397461,5.0,0
15063-157-11-1,1,1,70.0,1,1.0,0,0,163.678207397461,4.0,0
15063-157-11-2,2,2,61.0,1,1.0,0,0,163.678207397461,4.0,0
15063-157-11-3,3,1,27.0,1,0.0,1,1,163.678207397461,6.0,1
15063-157-11-4,3,2,21.0,1,0.0,1,0,163.678207397461,6.0,0
15063-157-11-5,3,2,36.0,0,,0,0,163.678207397461,,0
15063-157-11-6,5,1,11.0,0,,0,0,163.678207397461,,0
15064-3-11-1,1,2,65.0,1,1.0,0,0,283.740692138672,4.0,0
15064-3-11-2,5,1,19.0,1,0.0,0,0,283.740692138672,6.0,0
15064-3-11-3,0, ,,0,,0,0,283.740692138672,,0
15064-3-11-4,0, ,,0,,0,0,283.740692138672,,0
15064-3-11-5,0, ,,0,,0,0,283.740692138672,,0
15064-3-11-6,0, ,,0,,0,0,283.740692138672,,0
15064-16-11-1,1,1,54.0,1,1.0,0,0,283.740692138672,5.0,0
15064-16-11-2,2,2,52.0,1,1.0,0,1,283.740692138672,4.0,1
15064-16-11-3,3,1,14.0,1,1.0,0,0,283.740692138672,5.0,0
15064-16-11-4,0, ,,0,,0,0,283.740692138672,,0
15064-46-11-1,1,2,87.0,1,0.0,0,0,283.740692138672,3.0,1
15064-46-11-2,3,1,46.0,1,1.0,0,1,283.740692138672,5.0,0
15064-74-11-1,1,1,48.0,1,1.0,0,0,283.740692138672,4.0,0
15064-74-11-2,2,2,44.0,1,1.0,0,0,283.740692138672,4.0,0
15064-74-11-3,3,1,22.0,1,1.0,1,0,283.740692138672,8.0,0
15064-74-11-4,3,2,19.0,1,0.0,1,0,283.740692138672,7.0,0
15064-74-11-5,3,2,12.0,0,,0,0,283.740692138672,4.0,0
15064-74-11-6,3,1,4.0,0,,0,0,283.740692138672,2.0,0
15064-89-11-1,1,2,38.0,1,1.0,0,0,283.740692138672,3.0,1
15064-89-11-2,2,1,42.0,1,1.0,0,0,283.740692138672,3.0,1
15064-89-11-3,3,1,20.0,1,0.0,1,0,283.740692138672,6.0,0
15065-25-11-1,1,2,44.0,1,0.0,0,0,125.811553955078,8.0,0
15065-25-11-2,0, ,,0,,0,0,125.811553955078,,0
15065-59-11-1,1,1,40.0,1,1.0,0,0,125.811553955078,6.0,0
15065-59-11-2,2,2,36.0,1,0.0,0,0,125.811553955078,6.0,0
15065-59-11-3,3,1,14.0,1,0.0,0,0,125.811553955078,5.0,0
15065-59-11-4,3,1,8.0,0,,0,0,125.811553955078,3.0,0
15065-111-11-1,1,2,62.0,1,0.0,0,0,125.811553955078,5.0,0
15065-111-11-2,0, ,,0,,0,0,125.811553955078,,0
15065-111-11-3,0, ,,0,,0,0,125.811553955078,,0
15065-111-11-4,0, ,,0,,0,0,125.811553955078,,0
15065-111-11-5,0, ,,0,,0,0,125.811553955078,,0
15066-14-11-1,1,1,69.0,1,1.0,0,0,318.304809570313,1.0,0
15066-14-11-2,2,2,71.0,1,0.0,0,0,318.304809570313,3.0,0
15066-14-11-3,3,1,36.0,1,0.0,0,0,318.304809570313,1.0,0
15066-49-11-1,1,1,81.0,1,0.0,0,0,318.304809570313,3.0,0
15066-49-11-2,2,2,63.0,1,0.0,0,0,318.304809570313,3.0,0
15066-49-11-3,3,1,37.0,1,0.0,0,0,318.304809570313,5.0,0
15066-49-11-4,3,1,22.0,1,0.0,0,0,318.304809570313,8.0,0
15066-49-11-5,0, ,,0,,0,0,318.304809570313,,0
15066-61-11-1,1,2,41.0,1,0.0,1,1,318.304809570313,3.0,0
15066-61-11-2,3,2,14.0,1,1.0,0,0,318.304809570313,5.0,0
15066-61-11-3,3,1,9.0,0,,0,0,318.304809570313,3.0,0
15066-61-11-4,0, ,,0,,0,0,318.304809570313,,0
15066-61-11-5,0, ,,0,,0,0,318.304809570313,,0
15066-61-11-6,0, ,,0,,0,0,318.304809570313,,0
15067-6-11-1,1,1,52.0,1,0.0,0,0,283.740692138672,4.0,0
15067-6-11-2,2,2,50.0,1,1.0,1,0,283.740692138672,5.0,0
15067-36-11-1,1,1,27.0,1,1.0,1,0,283.740692138672,9.0,0
15067-36-11-2,2,2,27.0,1,0.0,0,0,283.740692138672,8.0,0
15067-36-11-3,3,1,7.0,0,,0,0,283.740692138672,3.0,0
15067-36-11-4,3,1,5.0,0,,0,0,283.740692138672,2.0,0
15067-36-11-5,0, ,,0,,0,0,283.740692138672,,0
15067-66-11-1,1,1,21.0,1,1.0,0,1,283.740692138672,6.0,0
15067-66-11-2,2,2,16.0,1,0.0,0,0,283.740692138672,6.0,0
15067-66-11-3,3,2,2.0,0,,0,0,283.740692138672,,0
15067-66-11-4,3,2,0.0,0,,0,0,283.740692138672,,0
15067-66-11-5,10,1,4.0,0,,0,0,283.740692138672,,0
15067-66-11-6,0, ,,0,,0,0,283.740692138672,,0
15067-66-11-7,0, ,,0,,0,0,283.740692138672,,0
15067-78-11-1,1,2,33.0,1,1.0,1,1,283.740692138672,8.0,1
15067-78-11-2,3,2,13.0,0,,0,0,283.740692138672,5.0,0
15067-95-11-1,1,1,46.0,1,1.0,0,0,283.740692138672,4.0,1
15068-12-11-1,1,1,43.0,1,1.0,0,0,271.278656005859,6.0,0
15068-12-11-2,2,2,36.0,1,0.0,0,0,271.278656005859,8.0,0
15068-12-11-3,3,1,14.0,1,1.0,0,0,271.278656005859,5.0,0
15068-12-11-4,6,2,80.0,1,0.0,0,0,271.278656005859,1.0,0
15068-52-11-1,1,1,64.0,1,1.0,0,0,271.278656005859,4.0,0
15068-52-11-2,2,2,55.0,1,1.0,0,0,271.278656005859,4.0,0
15068-52-11-3,3,2,25.0,1,1.0,0,0,271.278656005859,6.0,0
15068-52-11-4,3,1,14.0,1,1.0,0,0,271.278656005859,5.0,0
15068-67-11-1,1,2,48.0,1,1.0,0,1,271.278656005859,3.0,1
15068-67-11-2,2,1,55.0,1,1.0,0,0,271.278656005859,9.0,0
15068-67-11-3,3,1,22.0,1,0.0,1,0,271.278656005859,8.0,0
15068-67-11-4,3,1,17.0,1,0.0,0,0,271.278656005859,6.0,0
15068-79-11-1,1,2,27.0,1,1.0,0,0,271.278656005859,7.0,0
15068-79-11-2,3,1,7.0,0,,0,0,271.278656005859,3.0,0
15068-79-11-3,3,2,2.0,0,,0,0,271.278656005859,,0
15068-79-11-4,0, ,,0,,0,0,271.278656005859,,0
15068-79-11-5,0, ,,0,,0,0,271.278656005859,,0
15068-94-11-1,1,1,48.0,1,1.0,0,0,271.278656005859,7.0,0
15068-94-11-2,2,2,46.0,1,1.0,0,0,271.278656005859,1.0,0
15068-94-11-3,3,1,21.0,1,1.0,1,0,271.278656005859,9.0,1
15068-94-11-4,3,2,16.0,1,1.0,0,0,271.278656005859,5.0,0
15068-94-11-5,3,1,25.0,0,,0,0,271.278656005859,,0
15069-23-11-1,1,2,64.0,1,1.0,1,1,302.895935058594,4.0,0
15069-23-11-2,3,1,41.0,1,1.0,0,0,302.895935058594,8.0,0
15069-40-11-1,1,2,34.0,1,1.0,1,1,302.895935058594,3.0,1
15069-40-11-2,3,2,15.0,1,1.0,0,0,302.895935058594,5.0,1
15069-59-11-1,1,2,69.0,1,1.0,0,0,302.895935058594,5.0,0
15069-95-11-1,1,1,68.0,1,0.0,1,0,302.895935058594,10.0,0
15069-95-11-2,2,2,58.0,1,1.0,0,0,302.895935058594,5.0,0
