CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,DOMINIO,ESTRATO,PANEL,FACTOR07,MIEPERHO,llave_persona,Edad,Ocupado,P510A1_num,P511A_num,P507_num,Informal,CreditoFormal,Billetera
015029,047,11,03,3,1,19,6,5, , , , ,0.0,0.0,0.0,4,5,1,"288,225769042969",3,015029-047-11-03,19.0,1,,,,0.0,0,0
015029,047,11,04,6,2,84,,,,,,,0.0,0.0,0.0,4,5,1,"288,225769042969",3,015029-047-11-04,84.0,0,,,,,0,0
015029,047,11,05,0, , ,,,,,,,0.0,0.0,0.0,4,5,1,"288,225769042969",3,015029-047-11-05,,0,,,,,0,0
015029,068,11,01,1,2,54,11,2,3, ,1,5,0.0,0.0,9.0,4,5,1,"288,225769042969",2,015029-068-11-01,54.0,1,,1.0,3.0,0.0,1,0
015029,068,11,02,3,2,24,9,3, , , , ,0.0,8.0,0.0,4,5,1,"288,225769042969",2,015029-068-11-02,24.0,1,,,,0.0,0,1
015040,009,11,01,1,2,78,1, , , , , ,0.0,0.0,0.0,7,5, ,"159,204010009766",2,015040-009-11-01,78.0,1,,,,0.0,0,0
015040,009,11,02,3,1,32,8,3,3,1,5,1,0.0,8.0,0.0,7,5, ,"159,204010009766",2,015040-009-11-02,32.0,1,1.0,5.0,3.0,0.0,0,1
015040,056,11,01,1,2,74,1, ,2,3, ,1,0.0,0.0,0.0,7,5, ,"159,204010009766",1,015040-056-11-01,74.0,1,3.0,,2.0,1.0,0,0
015040,077,11,01,1,1,25,8,3, , , , ,0.0,8.0,9.0,7,5, ,"159,204010009766",4,015040-077-11-01,25.0,1,,,,0.0,1,1
015040,077,11,02,2,2,25,6,5,2,3, ,1,0.0,8.0,9.0,7,5, ,"159,204010009766",4,015040-077-11-02,25.0,1,3.0,,2.0,1.0,1,1
015040,077,11,03,3,1,6,2,3,,,,,0.0,0.0,0.0,7,5, ,"159,204010009766",4,015040-077-11-03,6.0,0,,,,,0,0
015040,077,11,04,3,1,2,,,,,,,0.0,0.0,0.0,7,5, ,"159,204010009766",4,015040-077-11-04,2.0,0,,,,,0,0
015040,099,11,01,1,2,26,8,3,2,3, ,1,0.0,8.0,0.0,7,5, ,"159,204010009766",2,015040-099-11-01,26.0,1,3.0,,2.0,1.0,0,1
015040,099,11,02,11,1,34,1, , , , , ,0.0,0.0,0.0,7,5, ,"159,204010009766",2,015040-099-11-02,34.0,1,,,,0.0,0,0
015040,121,11,01,1,2,51,3,0,2,3, ,1,0.0,0.0,0.0,7,5, ,"159,204010009766",3,015040-121-11-01,51.0,1,3.0,,2.0,1.0,0,0
015040,121,11,02,3,2,28,8,3,3, ,5,5,0.0,8.0,9.0,7,5, ,"159,204010009766",3,015040-121-11-02,28.0,1,,5.0,3.0,0.0,1,1
015040,121,11,03,3,2,22,7,2,3,1,2,2,4.0,8.0,9.0,7,5, ,"159,204010009766",3,015040-121-11-03,22.0,1,1.0,2.0,3.0,0.0,1,1
015040,142,11,01,1,2,45,8,3,3, ,1,5,0.0,0.0,9.0,7,5, ,"159,204010009766",5,015040-142-11-01,45.0,1,,1.0,3.0,0.0,1,0
015040,142,11,02,2,1,46,6,5,4,3,7,1,0.0,0.0,9.0,7,5, ,"159,204010009766",5,015040-142-11-02,46.0,1,3.0,7.0,4.0,1.0,1,0
015040,142,11,03,3,1,8,3,0,,,,,0.0,0.0,0.0,7,5, ,"159,204010009766",5,015040-142-11-03,8.0,0,,,,,0,0
015040,142,11,04,6,1,84,3,3, , , , ,0.0,0.0,0.0,7,5, ,"159,204010009766",5,015040-142-11-04,84.0,1,,,,0.0,0,0
015040,142,11,05,6,2,77,3,2, , , , ,0.0,0.0,0.0,7,5, ,"159,204010009766",5,015040-142-11-05,77.0,1,,,,0.0,0,0
015052,003,11,01,1,2,69,4,5,2,3, ,1,0.0,0.0,0.0,7,4, ,"304,644378662109",1,015052-003-11-01,69.0,1,3.0,,2.0,1.0,0,0
015052,014,11,01,1,1,44,10,5,4,1,2,1,0.0,8.0,9.0,7,4, ,"304,644378662109",4,015052-014-11-01,44.0,1,1.0,2.0,4.0,0.0,1,1
015052,014,11,02,2,2,43,5,1,5,3,7,1,0.0,0.0,0.0,7,4, ,"304,644378662109",4,015052-014-11-02,43.0,1,3.0,7.0,5.0,1.0,0,0
015052,014,11,03,3,2,20,9,3, , , , ,0.0,8.0,0.0,7,4, ,"304,644378662109",4,015052-014-11-03,20.0,1,,,,0.0,0,1
015052,014,11,04,3,2,13,5,2,,,,,0.0,0.0,0.0,7,4, ,"304,644378662109",4,015052-014-11-04,13.0,0,,,,,0,0
015052,024,11,01,1,1,65,6,5,2,3, ,1,0.0,8.0,0.0,7,4, ,"304,644378662109",1,015052-024-11-01,65.0,1,3.0,,2.0,1.0,0,1
015052,034,11,01,1,2,53,3,0,6, ,7,1,0.0,0.0,0.0,7,4, ,"304,644378662109",2,015052-034-11-01,53.0,1,,7.0,6.0,1.0,0,0
015052,034,11,02,3,1,26,6,5,2,3, ,1,0.0,8.0,0.0,7,4, ,"304,644378662109",2,015052-034-11-02,26.0,1,3.0,,2.0,1.0,0,1
015052,042,11,01,1,1,58,4,5,4,3,7,3,0.0,0.0,0.0,7,4, ,"304,644378662109",6,015052-042-11-01,58.0,1,3.0,7.0,4.0,1.0,0,0
015052,042,11,02,2,2,52,5,4,5,3,7,1,0.0,0.0,0.0,7,4, ,"304,644378662109",6,015052-042-11-02,52.0,1,3.0,7.0,5.0,1.0,0,0
015052,042,11,03,3,1,18,6,5,4,3,7,1,0.0,8.0,0.0,7,4, ,"304,644378662109",6,015052-042-11-03,18.0,1,3.0,7.0,4.0,1.0,0,1
015052,042,11,04,3,2,16,5,4, , , , ,0.0,0.0,0.0,7,4, ,"304,644378662109",6,015052-042-11-04,16.0,1,,,,0.0,0,0
015052,042,11,05,3,1,14,5,2,5,3,7,1,0.0,0.0,0.0,7,4, ,"304,644378662109",6,015052-042-11-05,14.0,1,3.0,7.0,5.0,1.0,0,0
015052,042,11,06,3,1,11,3,0,,,,,0.0,0.0,0.0,7,4, ,"304,644378662109",6,015052-042-11-06,11.0,0,,,,,0,0
015052,055,11,01,1,1,37,6,5,4,3,7,1,0.0,8.0,0.0,7,4, ,"304,644378662109",4,015052-055-11-01,37.0,1,3.0,7.0,4.0,1.0,0,1
015052,055,11,02,2,2,31,6,5, , , , ,0.0,8.0,0.0,7,4, ,"304,644378662109",4,015052-055-11-02,31.0,1,,,,0.0,0,1
015052,055,11,03,3,1,11,3,0,,,,,0.0,0.0,0.0,7,4, ,"304,644378662109",4,015052-055-11-03,11.0,0,,,,,0,0
015052,055,11,04,3,1,3,2,1,,,,,0.0,0.0,0.0,7,4, ,"304,644378662109",4,015052-055-11-04,3.0,0,,,,,0,0
015080,009,11,01,1,1,51,3,0,2,3, ,1,0.0,0.0,9.0,4,8, ,"88,37109375",1,015080-009-11-01,51.0,1,3.0,,2.0,1.0,1,0
015080,009,11,02,10,2,44,,,,,,,0.0,0.0,0.0,4,8, ,"88,37109375",1,015080-009-11-02,44.0,0,,,,,0,0
015080,009,11,03,7,2,20,,,,,,,0.0,0.0,0.0,4,8, ,"88,37109375",1,015080-009-11-03,20.0,0,,,,,0,0
015080,009,11,04,7,1,18,,,,,,,0.0,0.0,0.0,4,8, ,"88,37109375",1,015080-009-11-04,18.0,0,,,,,0,0
015080,010,11,01,1,1,60,6,5,2,3, ,1,0.0,0.0,0.0,4,8, ,"88,37109375",3,015080-010-11-01,60.0,1,3.0,,2.0,1.0,0,0
015080,010,11,02,2,2,62,1, ,5,3,7,1,0.0,0.0,0.0,4,8, ,"88,37109375",3,015080-010-11-02,62.0,1,3.0,7.0,5.0,1.0,0,0
015080,010,11,03,3,2,24,3,0,5,3,7,1,0.0,0.0,0.0,4,8, ,"88,37109375",3,015080-010-11-03,24.0,1,3.0,7.0,5.0,1.0,0,0
015080,012,11,01,1,2,81,1, ,1,3, ,1,0.0,0.0,0.0,4,8, ,"88,37109375",1,015080-012-11-01,81.0,1,3.0,,1.0,1.0,0,0
015080,064,11,01,1,2,69,1, ,1,3, ,1,0.0,0.0,0.0,4,8, ,"88,37109375",1,015080-064-11-01,69.0,1,3.0,,1.0,1.0,0,0
015080,065,11,01,1,1,80,1, ,2,3, ,1,0.0,0.0,0.0,4,8, ,"88,37109375",2,015080-065-11-01,80.0,1,3.0,,2.0,1.0,0,0
015080,065,11,02,2,2,73,1, ,5,3,7,1,0.0,0.0,0.0,4,8, ,"88,37109375",2,015080-065-11-02,73.0,1,3.0,7.0,5.0,1.0,0,0
015080,066,11,01,1,1,59,3,1,1,3, ,1,0.0,0.0,9.0,4,8, ,"88,37109375",2,015080-066-11-01,59.0,1,3.0,,1.0,1.0,1,0
015080,066,11,02,2,2,52,3,0,5,3,7,1,0.0,0.0,0.0,4,8, ,"88,37109375",2,015080-066-11-02,52.0,1,3.0,7.0,5.0,1.0,0,0
015080,067,11,01,1,1,46,4,0,1,3, ,1,0.0,0.0,0.0,4,8, ,"88,37109375",3,015080-067-11-01,46.0,1,3.0,,1.0,1.0,0,0
015080,067,11,02,2,2,42,3,0,2,3, ,1,0.0,0.0,0.0,4,8, ,"88,37109375",3,015080-067-11-02,42.0,1,3.0,,2.0,1.0,0,0
015080,067,11,03,3,1,11,3,0,,,,,0.0,0.0,0.0,4,8, ,"88,37109375",3,015080-067-11-03,11.0,0,,,,,0,0
015080,068,11,01,1,1,42,3,0,2,3, ,1,0.0,0.0,0.0,4,8, ,"88,37109375",2,015080-068-11-01,42.0,1,3.0,,2.0,1.0,0,0
015080,068,11,02,2,2,56,3,0,4,3,7,1,0.0,0.0,0.0,4,8, ,"88,37109375",2,015080-068-11-02,56.0,1,3.0,7.0,4.0,1.0,0,0
015080,068,11,03,10,2,24,,,,,,,0.0,0.0,0.0,4,8, ,"88,37109375",2,015080-068-11-03,24.0,0,,,,,0,0
015080,068,11,04,10,1,7,,,,,,,0.0,0.0,0.0,4,8, ,"88,37109375",2,015080-068-11-04,7.0,0,,,,,0,0
015084,069,11,01,1,1,62,4,5,2,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",2,015084-069-11-01,62.0,1,3.0,,2.0,1.0,0,0
015084,069,11,02,2,2,56,3,0,4,3,7,1,0.0,0.0,0.0,4,7, ,"88,37109375",2,015084-069-11-02,56.0,1,3.0,7.0,4.0,1.0,0,0
015084,070,11,01,1,1,32,5,2,1,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",4,015084-070-11-01,32.0,1,3.0,,1.0,1.0,0,0
015084,070,11,02,2,2,27,6,5,5,3,7,1,0.0,8.0,0.0,4,7, ,"88,37109375",4,015084-070-11-02,27.0,1,3.0,7.0,5.0,1.0,0,1
015084,070,11,03,3,1,12,4,0,,,,,0.0,0.0,0.0,4,7, ,"88,37109375",4,015084-070-11-03,12.0,0,,,,,0,0
015084,070,11,04,3,1,6,2,3,,,,,0.0,0.0,0.0,4,7, ,"88,37109375",4,015084-070-11-04,6.0,0,,,,,0,0
015084,071,11,01,1,1,31,3,0,1,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",3,015084-071-11-01,31.0,1,3.0,,1.0,1.0,0,0
015084,071,11,02,2,2,25,5,2,5,3,7,1,0.0,0.0,0.0,4,7, ,"88,37109375",3,015084-071-11-02,25.0,1,3.0,7.0,5.0,1.0,0,0
015084,071,11,03,3,1,8,3,0,,,,,0.0,0.0,0.0,4,7, ,"88,37109375",3,015084-071-11-03,8.0,0,,,,,0,0
015084,072,11,01,1,2,43,4,0,2,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",2,015084-072-11-01,43.0,1,3.0,,2.0,1.0,0,0
015084,072,11,02,3,2,26,8,3,5,3,7,1,0.0,8.0,0.0,4,7, ,"88,37109375",2,015084-072-11-02,26.0,1,3.0,7.0,5.0,1.0,0,1
015084,167,11,01,1,1,31,4,0,1,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-167-11-01,31.0,1,3.0,,1.0,1.0,0,0
015084,167,11,02,2,2,30,3,0,5,3,7,1,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-167-11-02,30.0,1,3.0,7.0,5.0,1.0,0,0
015084,167,11,03,3,1,14,5,1,4,3,7,1,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-167-11-03,14.0,1,3.0,7.0,4.0,1.0,0,0
015084,167,11,04,3,2,10,3,0,,,,,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-167-11-04,10.0,0,,,,,0,0
015084,167,11,05,6,1,72,4,5,2,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-167-11-05,72.0,1,3.0,,2.0,1.0,0,0
015084,168,11,01,1,1,47,3,0,1,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",4,015084-168-11-01,47.0,1,3.0,,1.0,1.0,0,0
015084,168,11,02,2,2,42,3,0,5,3,7,1,0.0,0.0,0.0,4,7, ,"88,37109375",4,015084-168-11-02,42.0,1,3.0,7.0,5.0,1.0,0,0
015084,168,11,03,3,1,22,6,5,5,3,7,1,0.0,8.0,0.0,4,7, ,"88,37109375",4,015084-168-11-03,22.0,1,3.0,7.0,5.0,1.0,0,1
015084,168,11,04,3,1,15,5,4,5,3,7,1,0.0,0.0,0.0,4,7, ,"88,37109375",4,015084-168-11-04,15.0,1,3.0,7.0,5.0,1.0,0,0
015084,169,11,01,1,1,43,4,0,2,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-169-11-01,43.0,1,3.0,,2.0,1.0,0,0
015084,169,11,02,2,2,37,3,0,2,3, ,1,0.0,8.0,0.0,4,7, ,"88,37109375",5,015084-169-11-02,37.0,1,3.0,,2.0,1.0,0,1
015084,169,11,03,3,2,15,5,1,5,3,7,1,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-169-11-03,15.0,1,3.0,7.0,5.0,1.0,0,0
015084,169,11,04,3,1,12,3,0,,,,,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-169-11-04,12.0,0,,,,,0,0
015084,169,11,05,3,1,11,3,0,,,,,0.0,0.0,0.0,4,7, ,"88,37109375",5,015084-169-11-05,11.0,0,,,,,0,0
015084,170,11,01,1,2,68,3,0,2,3, ,1,0.0,0.0,0.0,4,7, ,"88,37109375",1,015084-170-11-01,68.0,1,3.0,,2.0,1.0,0,0
015095,024,11,01,1,2,72,8,5, , , , ,0.0,0.0,0.0,4,6, ,"88,37109375",1,015095-024-11-01,72.0,1,,,,0.0,0,0
015095,049,11,01,1,2,50,10,5,3, ,2,5,4.0,8.0,0.0,4,6, ,"88,37109375",1,015095-049-11-01,50.0,1,,2.0,3.0,0.0,1,1
015095,086,11,01,1,2,84,3,3, , , , ,0.0,0.0,0.0,4,6, ,"88,37109375",3,015095-086-11-01,84.0,1,,,,0.0,0,0
015095,086,11,02,5,2,27,10,5, , , , ,0.0,8.0,0.0,4,6, ,"88,37109375",3,015095-086-11-02,27.0,1,,,,0.0,0,1
015095,086,11,03,5,1,25,9,4, , , , ,0.0,8.0,0.0,4,6, ,"88,37109375",3,015095-086-11-03,25.0,1,,,,0.0,0,1
015095,098,11,01,1,2,73,1, , , , , ,0.0,0.0,0.0,4,6, ,"88,37109375",1,015095-098-11-01,73.0,1,,,,0.0,0,0
015095,123,11,01,1,2,34,8,5,2,3, ,1,0.0,8.0,0.0,4,6, ,"88,37109375",4,015095-123-11-01,34.0,1,3.0,,2.0,1.0,0,1
015095,123,11,02,3,2,14,5,2, , , , ,0.0,0.0,0.0,4,6, ,"88,37109375",4,015095-123-11-02,14.0,1,,,,0.0,0,0
015095,123,11,03,3,1,9,3,0,,,,,0.0,0.0,0.0,4,6, ,"88,37109375",4,015095-123-11-03,9.0,0,,,,,0,0
015095,123,11,04,3,1,2,,,,,,,0.0,0.0,0.0,4,6, ,"88,37109375",4,015095-123-11-04,2.0,0,,,,,0,0
015095,144,11,01,1,1,48,8,3,3, ,1,5,0.0,8.0,9.0,4,6, ,"88,37109375",3,015095-144-11-01,48.0,1,,1.0,3.0,0.0,1,1
015095,144,11,02,2,2,45,8,3,1,2, ,1,0.0,8.0,9.0,4,6, ,"88,37109375",3,015095-144-11-02,45.0,1,2.0,,1.0,0.0,1,1
015095,144,11,03,3,1,9,3,0,,,,,0.0,0.0,0.0,4,6, ,"88,37109375",3,015095-144-11-03,9.0,0,,,,,0,0
015103,009,11,01,1,1,60,3,4,2,3, ,1,0.0,0.0,0.0,4,8,1,"88,37109375",3,015103-009-11-01,60.0,1,3.0,,2.0,1.0,0,0
015103,009,11,02,2,2,59,3,4,5,3,7,1,0.0,0.0,0.0,4,8,1,"88,37109375",3,015103-009-11-02,59.0,1,3.0,7.0,5.0,1.0,0,0
015103,009,11,03,3,1,25,7,1,2,3, ,1,0.0,0.0,0.0,4,8,1,"88,37109375",3,015103-009-11-03,25.0,1,3.0,,2.0,1.0,0,0
015103,010,11,01,1,1,39,3,0,2,3, ,1,0.0,0.0,0.0,4,8,1,"88,37109375",4,015103-010-11-01,39.0,1,3.0,,2.0,1.0,0,0
015103,010,11,02,2,2,33,3,0,5,3,7,1,0.0,0.0,0.0,4,8,1,"88,37109375",4,015103-010-11-02,33.0,1,3.0,7.0,5.0,1.0,0,0
015103,010,11,03,3,2,9,3,0,,,,,0.0,0.0,0.0,4,8,1,"88,37109375",4,015103-010-11-03,9.0,0,,,,,0,0
015103,010,11,04,3,1,5,2,2,,,,,0.0,0.0,0.0,4,8,1,"88,37109375",4,015103-010-11-04,5.0,0,,,,,0,0
015103,011,11,01,1,1,57,4,0,2,3, ,1,0.0,0.0,0.0,4,8,1,"88,37109375",4,015103-011-11-01,57.0,1,3.0,,2.0,1.0,0,0
015103,011,11,02,2,2,56,3,0,4,3,7,1,0.0,0.0,0.0,4,8,1,"88,37109375",4,015103-011-11-02,56.0,1,3.0,7.0,4.0,1.0,0,0
015103,011,11,03,3,1,24,7,2,4,3,7,1,0.0,8.0,0.0,4,8,1,"88,37109375",4,015103-011-11-03,24.0,1,3.0,7.0,4.0,1.0,0,1
015103,011,11,04,3,2,22,7,1,3,3,7,1,0.0,0.0,0.0,4,8,1,"88,37109375",4,015103-011-11-04,22.0,1,3.0,7.0,3.0,1.0,0,0
015103,012,11,01,1,1,47,4,0,2,3, ,1,0.0,0.0,0.0,4,8,1,"88,37109375",6,015103-012-11-01,47.0,1,3.0,,2.0,1.0,0,0
015103,012,11,02,2,2,42,3,0,5,3,7,1,0.0,0.0,0.0,4,8,1,"88,37109375",6,015103-012-11-02,42.0,1,3.0,7.0,5.0,1.0,0,0
015103,012,11,03,3,1,16,5,3,4,3,7,1,0.0,0.0,0.0,4,8,1,"88,37109375",6,015103-012-11-03,16.0,1,3.0,7.0,4.0,1.0,0,0
015103,012,11,04,3,2,13,5,1,,,,,0.0,0.0,0.0,4,8,1,"88,37109375",6,015103-012-11-04,13.0,0,,,,,0,0
015103,012,11,05,3,2,10,3,0,,,,,0.0,0.0,0.0,4,8,1,"88,37109375",6,015103-012-11-05,10.0,0,,,,,0,0
015103,012,11,06,3,2,8,3,0,,,,,0.0,0.0,0.0,4,8,1,"88,37109375",6,015103-012-11-06,8.0,0,,,,,0,0
