CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,DOMINIO,ESTRATO,PANEL,FACTOR07,MIEPERHO,llave_persona,Edad,Ocupado,P510A1_num,P511A_num,P507_num,Informal,CreditoFormal,Billetera
019394,012,11,01,1,1,69,7,1,3, ,1,5,0.0,8.0,9.0,1,7, ,"237,763870239258",2,019394-012-11-01,69.0,1,,1.0,3.0,0.0,1,1
019394,012,11,02,2,2,65,4,5,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",2,019394-012-11-02,65.0,1,3.0,7.0,5.0,1.0,0,0
019394,112,11,01,1,2,38,5,3,2,3, ,1,0.0,8.0,9.0,1,7, ,"237,763870239258",3,019394-112-11-01,38.0,1,3.0,,2.0,1.0,1,1
019394,112,11,02,3,1,12,4,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-112-11-02,12.0,0,,,,,0,0
019394,112,11,03,3,2,8,3,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-112-11-03,8.0,0,,,,,0,0
019394,113,11,01,1,1,59,3,1,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-113-11-01,59.0,1,3.0,,2.0,1.0,0,0
019394,113,11,02,2,2,47,6,5,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-113-11-02,47.0,1,3.0,7.0,5.0,1.0,0,0
019394,113,11,03,3,2,16,5,4,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-113-11-03,16.0,1,3.0,7.0,5.0,1.0,0,0
019394,114,11,01,1,1,62,4,5,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-114-11-01,62.0,1,3.0,,2.0,1.0,0,0
019394,114,11,02,2,2,67,4,6,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-114-11-02,67.0,1,3.0,7.0,5.0,1.0,0,0
019394,114,11,03,3,2,28,6,5,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019394-114-11-03,28.0,1,3.0,7.0,5.0,1.0,0,0
019394,115,11,01,1,2,66,3,2,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",2,019394-115-11-01,66.0,1,3.0,7.0,5.0,1.0,0,0
019394,115,11,02,2,1,69,3,2,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",2,019394-115-11-02,69.0,1,3.0,,2.0,1.0,0,0
019394,116,11,01,1,1,46,5,1,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019394-116-11-01,46.0,1,3.0,,2.0,1.0,0,0
019394,116,11,02,2,2,41,6,5,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019394-116-11-02,41.0,1,3.0,7.0,5.0,1.0,0,0
019394,116,11,03,3,1,13,5,2,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019394-116-11-03,13.0,0,,,,,0,0
019394,116,11,04,3,1,9,3,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019394-116-11-04,9.0,0,,,,,0,0
019394,116,11,05,3,2,0,,,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019394-116-11-05,0.0,0,,,,,0,0
019400,002,11,01,1,1,26,6,5,4,1,2,2,0.0,8.0,0.0,1,7, ,"237,763870239258",4,019400-002-11-01,26.0,1,1.0,2.0,4.0,0.0,0,1
019400,002,11,02,2,2,24,5,4,5,3,7,1,0.0,8.0,0.0,1,7, ,"237,763870239258",4,019400-002-11-02,24.0,1,3.0,7.0,5.0,1.0,0,1
019400,002,11,03,3,1,5,2,2,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-002-11-03,5.0,0,,,,,0,0
019400,002,11,04,3,2,3,1, ,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-002-11-04,3.0,0,,,,,0,0
019400,003,11,01,1,1,43,6,5,4, ,1,5,0.0,8.0,0.0,1,7, ,"237,763870239258",4,019400-003-11-01,43.0,1,,1.0,4.0,0.0,0,1
019400,003,11,02,2,2,40,6,5,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-003-11-02,40.0,1,3.0,7.0,5.0,1.0,0,0
019400,003,11,03,3,2,12,4,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-003-11-03,12.0,0,,,,,0,0
019400,003,11,04,3,2,9,3,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-003-11-04,9.0,0,,,,,0,0
019400,073,11,01,1,2,41,4,0,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-073-11-01,41.0,1,3.0,,2.0,1.0,0,0
019400,073,11,02,11,2,30,6,5,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-073-11-02,30.0,1,3.0,7.0,5.0,1.0,0,0
019400,073,11,03,7,2,2,,,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-073-11-03,2.0,0,,,,,0,0
019400,074,11,01,1,1,43,6,5,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019400-074-11-01,43.0,1,3.0,,2.0,1.0,0,0
019400,074,11,02,2,2,37,4,0,5,3,7,1,0.0,8.0,0.0,1,7, ,"237,763870239258",5,019400-074-11-02,37.0,1,3.0,7.0,5.0,1.0,0,1
019400,074,11,03,3,1,17,5,4,3,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019400-074-11-03,17.0,1,3.0,7.0,3.0,1.0,0,0
019400,074,11,04,3,2,9,3,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019400-074-11-04,9.0,0,,,,,0,0
019400,074,11,05,3,2,8,3,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",5,019400-074-11-05,8.0,0,,,,,0,0
019400,076,11,01,1,2,42,3,0,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-076-11-01,42.0,1,3.0,,2.0,1.0,0,0
019400,076,11,02,3,2,16,5,4,3,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-076-11-02,16.0,1,3.0,7.0,3.0,1.0,0,0
019400,076,11,03,3,1,10,3,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-076-11-03,10.0,0,,,,,0,0
019400,077,11,01,1,1,84,3,3, , , , ,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-077-11-01,84.0,1,,,,0.0,0,0
019400,077,11,02,2,2,69,3,3,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-077-11-02,69.0,1,3.0,,2.0,1.0,0,0
019400,077,11,03,5,2,17,5,3, , , , ,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-077-11-03,17.0,1,,,,0.0,0,0
019400,077,11,04,5,1,11,4,0,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-077-11-04,11.0,0,,,,,0,0
019400,079,11,01,1,1,55,4,0,4,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-079-11-01,55.0,1,3.0,7.0,4.0,1.0,0,0
019400,079,11,02,6,2,86,1, , , , , ,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-079-11-02,86.0,1,,,,0.0,0,0
019400,079,11,03,11,2,58,3,0, , , , ,0.0,0.0,0.0,1,7, ,"237,763870239258",3,019400-079-11-03,58.0,1,,,,0.0,0,0
019400,080,11,01,1,2,28,3,0,5,3,7,1,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-080-11-01,28.0,1,3.0,7.0,5.0,1.0,0,0
019400,080,11,02,2,1,38,5,1,2,3, ,1,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-080-11-02,38.0,1,3.0,,2.0,1.0,0,0
019400,080,11,03,3,2,5,2,2,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-080-11-03,5.0,0,,,,,0,0
019400,080,11,04,3,2,3,1, ,,,,,0.0,0.0,0.0,1,7, ,"237,763870239258",4,019400-080-11-04,3.0,0,,,,,0,0
019411,069,11,01,1,1,40,4,0,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",6,019411-069-11-01,40.0,1,3.0,,2.0,1.0,0,0
019411,069,11,02,2,2,42,3,0,5,3,7,1,0.0,0.0,0.0,1,7,1,"237,763870239258",6,019411-069-11-02,42.0,1,3.0,7.0,5.0,1.0,0,0
019411,069,11,03,3,1,9,3,0,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",6,019411-069-11-03,9.0,0,,,,,0,0
019411,069,11,04,3,1,8,3,0,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",6,019411-069-11-04,8.0,0,,,,,0,0
019411,069,11,05,3,2,6,2,3,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",6,019411-069-11-05,6.0,0,,,,,0,0
019411,069,11,06,3,1,3,1, ,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",6,019411-069-11-06,3.0,0,,,,,0,0
019411,070,11,01,1,1,76,3,3,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",2,019411-070-11-01,76.0,1,3.0,,2.0,1.0,0,0
019411,070,11,02,2,2,74,1, ,5,3,7,1,0.0,0.0,0.0,1,7,1,"237,763870239258",2,019411-070-11-02,74.0,1,3.0,7.0,5.0,1.0,0,0
019411,071,11,01,1,1,85,3,1,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-071-11-01,85.0,1,3.0,,2.0,1.0,0,0
019411,072,11,01,1,1,93,1, ,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-072-11-01,93.0,1,3.0,,2.0,1.0,0,0
019411,072,11,02,5,2,37,,,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-072-11-02,37.0,0,,,,,0,0
019411,072,11,03,7,1,9,,,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-072-11-03,9.0,0,,,,,0,0
019411,072,11,04,7,1,6,,,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-072-11-04,6.0,0,,,,,0,0
019411,072,11,05,0, , ,,,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-072-11-05,,0,,,,,0,0
019411,280,11,01,1,1,75,3,4,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",2,019411-280-11-01,75.0,1,3.0,,2.0,1.0,0,0
019411,280,11,02,2,2,70,1, ,5,3,7,1,0.0,0.0,0.0,1,7,1,"237,763870239258",2,019411-280-11-02,70.0,1,3.0,7.0,5.0,1.0,0,0
019411,281,11,01,1,2,64,4,5,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-281-11-01,64.0,1,3.0,,2.0,1.0,0,0
019411,281,11,02,0, , ,,,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-281-11-02,,0,,,,,0,0
019411,282,11,01,1,2,60,3,2,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",1,019411-282-11-01,60.0,1,3.0,,2.0,1.0,0,0
019411,283,11,01,1,1,54,3,0,2,3, ,1,0.0,0.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-01,54.0,1,3.0,,2.0,1.0,0,0
019411,283,11,02,2,2,48,4,0,5,3,7,1,0.0,0.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-02,48.0,1,3.0,7.0,5.0,1.0,0,0
019411,283,11,03,3,1,21,7,2,4,3,7,1,0.0,8.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-03,21.0,1,3.0,7.0,4.0,1.0,0,1
019411,283,11,04,3,1,18,6,5,4,3,7,1,0.0,0.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-04,18.0,1,3.0,7.0,4.0,1.0,0,0
019411,283,11,05,3,2,10,3,0,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-05,10.0,0,,,,,0,0
019411,283,11,06,3,2,27,8,3,5,3,7,1,0.0,8.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-06,27.0,1,3.0,7.0,5.0,1.0,0,1
019411,283,11,07,5,2,9,3,0,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-07,9.0,0,,,,,0,0
019411,283,11,08,5,2,6,2,3,,,,,0.0,0.0,0.0,1,7,1,"237,763870239258",8,019411-283-11-08,6.0,0,,,,,0,0
019450,019,11,01,1,1,66,9,2, , , , ,0.0,0.0,0.0,6,2, ,"387,840789794922",2,019450-019-11-01,66.0,1,,,,0.0,0,0
019450,019,11,02,2,2,67,10,5,3, ,1,5,0.0,8.0,9.0,6,2, ,"387,840789794922",2,019450-019-11-02,67.0,1,,1.0,3.0,0.0,1,1
019450,040,11,01,1,2,55,10,5,2,3, ,1,0.0,0.0,0.0,6,2, ,"387,840789794922",4,019450-040-11-01,55.0,1,3.0,,2.0,1.0,0,0
019450,040,11,02,2,1,56,8,3, , , , ,0.0,0.0,0.0,6,2, ,"387,840789794922",4,019450-040-11-02,56.0,1,,,,0.0,0,0
019450,040,11,03,3,2,24,5,1, , , , ,0.0,0.0,0.0,6,2, ,"387,840789794922",4,019450-040-11-03,24.0,1,,,,0.0,0,0
019450,040,11,04,3,1,16,5,4,5,3,7,1,0.0,0.0,0.0,6,2, ,"387,840789794922",4,019450-040-11-04,16.0,1,3.0,7.0,5.0,1.0,0,0
019450,122,11,01,1,1,61,6,5,6, ,7,1,0.0,0.0,0.0,6,2, ,"387,840789794922",1,019450-122-11-01,61.0,1,,7.0,6.0,1.0,0,0
019450,143,11,01,1,1,52,7,1,5,2,7,1,0.0,8.0,0.0,6,2, ,"387,840789794922",4,019450-143-11-01,52.0,1,2.0,7.0,5.0,1.0,0,1
019450,143,11,02,2,2,54,10,5,2,2, ,1,0.0,8.0,9.0,6,2, ,"387,840789794922",4,019450-143-11-02,54.0,1,2.0,,2.0,0.0,1,1
019450,143,11,03,3,1,27,10,6, , , , ,0.0,8.0,0.0,6,2, ,"387,840789794922",4,019450-143-11-03,27.0,1,,,,0.0,0,1
019450,143,11,04,3,2,19,6,5, , , , ,0.0,0.0,0.0,6,2, ,"387,840789794922",4,019450-143-11-04,19.0,1,,,,0.0,0,0
019450,162,11,01,1,2,72,8,5, , , , ,0.0,8.0,0.0,6,2, ,"387,840789794922",3,019450-162-11-01,72.0,1,,,,0.0,0,1
019450,162,11,02,2,1,75,8,5, , , , ,0.0,0.0,0.0,6,2, ,"387,840789794922",3,019450-162-11-02,75.0,1,,,,0.0,0,0
019450,162,11,03,3,1,32,9,4,3, ,5,5,0.0,0.0,0.0,6,2, ,"387,840789794922",3,019450-162-11-03,32.0,1,,5.0,3.0,0.0,0,0
019450,183,11,01,1,2,79,4,6, , , , ,0.0,0.0,0.0,6,2, ,"387,840789794922",2,019450-183-11-01,79.0,1,,,,0.0,0,0
019450,183,11,02,3,1,54,9,1,4,3,7,1,0.0,0.0,0.0,6,2, ,"387,840789794922",2,019450-183-11-02,54.0,1,3.0,7.0,4.0,1.0,0,0
019461,049,11,01,1,1,40,7,1,4,3,7,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",5,019461-049-11-01,40.0,1,3.0,7.0,4.0,1.0,0,0
019461,049,11,02,2,2,36,6,5,2,3, ,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",5,019461-049-11-02,36.0,1,3.0,,2.0,1.0,0,0
019461,049,11,03,3,2,14,5,2, , , , ,0.0,0.0,0.0,6,2,1,"1206,56762695313",5,019461-049-11-03,14.0,1,,,,0.0,0,0
019461,049,11,04,3,1,12,4,0,,,,,0.0,0.0,0.0,6,2,1,"1206,56762695313",5,019461-049-11-04,12.0,0,,,,,0,0
019461,049,11,05,3,2,7,3,0,,,,,0.0,0.0,0.0,6,2,1,"1206,56762695313",5,019461-049-11-05,7.0,0,,,,,0,0
019461,099,11,01,1,1,51,5,3,4,3,7,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",2,019461-099-11-01,51.0,1,3.0,7.0,4.0,1.0,0,0
019461,099,11,02,2,2,52,6,5,2,3, ,1,0.0,8.0,0.0,6,2,1,"1206,56762695313",2,019461-099-11-02,52.0,1,3.0,,2.0,1.0,0,1
019461,116,11,01,1,2,77,1, ,2,3, ,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",2,019461-116-11-01,77.0,1,3.0,,2.0,1.0,0,0
019461,116,11,02,2,1,82,3,0, , , , ,0.0,0.0,0.0,6,2,1,"1206,56762695313",2,019461-116-11-02,82.0,1,,,,0.0,0,0
019472,015,11,01,1,2,56,1, , , , , ,0.0,0.0,0.0,6,2, ,"1206,56774902344",1,019472-015-11-01,56.0,1,,,,0.0,0,0
019472,027,11,01,1,1,44,6,5,4,3,7,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-027-11-01,44.0,1,3.0,7.0,4.0,1.0,0,0
019472,027,11,02,2,2,36,8,3,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-027-11-02,36.0,1,3.0,,2.0,1.0,0,0
019472,027,11,03,3,1,9,3,0,,,,,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-027-11-03,9.0,0,,,,,0,0
019472,027,11,04,3,1,4,2,1,,,,,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-027-11-04,4.0,0,,,,,0,0
019472,049,11,01,1,1,46,6,5,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",3,019472-049-11-01,46.0,1,3.0,,2.0,1.0,0,0
019472,049,11,02,2,2,40,6,5,5,3,7,1,0.0,8.0,9.0,6,2, ,"1206,56774902344",3,019472-049-11-02,40.0,1,3.0,7.0,5.0,1.0,1,1
019472,049,11,03,3,1,13,5,1,,,,,0.0,0.0,0.0,6,2, ,"1206,56774902344",3,019472-049-11-03,13.0,0,,,,,0,0
019472,059,11,01,1,2,51,4,0,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",3,019472-059-11-01,51.0,1,3.0,,2.0,1.0,0,0
019472,059,11,02,3,2,22,7,4,3,3,7,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",3,019472-059-11-02,22.0,1,3.0,7.0,3.0,1.0,0,0
019472,059,11,03,3,1,11,3,0,,,,,0.0,0.0,0.0,6,2, ,"1206,56774902344",3,019472-059-11-03,11.0,0,,,,,0,0
019472,072,11,01,1,1,37,6,5,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-072-11-01,37.0,1,3.0,,2.0,1.0,0,0
019472,072,11,02,2,2,42,4,0,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-072-11-02,42.0,1,3.0,,2.0,1.0,0,0
019472,072,11,03,3,2,15,5,3,5,3,7,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-072-11-03,15.0,1,3.0,7.0,5.0,1.0,0,0
019472,072,11,04,3,2,9,3,0,,,,,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-072-11-04,9.0,0,,,,,0,0
019472,081,11,01,1,2,46,3,0, , , , ,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-081-11-01,46.0,1,,,,0.0,0,0
019472,081,11,02,2,1,48,9,2,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56774902344",4,019472-081-11-02,48.0,1,3.0,,2.0,1.0,0,0
019472,081,11,03,3,2,21,9,4,2,3, ,1,0.0,8.0,0.0,6,2, ,"1206,56774902344",4,019472-081-11-03,21.0,1,3.0,,2.0,1.0,0,1
019472,081,11,04,3,1,19,6,5,4,3,7,1,0.0,8.0,0.0,6,2, ,"1206,56774902344",4,019472-081-11-04,19.0,1,3.0,7.0,4.0,1.0,0,1
019491,004,11,01,1,1,38,6,5,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56762695313",5,019491-004-11-01,38.0,1,3.0,,2.0,1.0,0,0
019491,004,11,02,2,2,37,5,2,2,3, ,1,0.0,0.0,0.0,6,2, ,"1206,56762695313",5,019491-004-11-02,37.0,1,3.0,,2.0,1.0,0,0
019491,004,11,03,3,2,18,6,5,5,3,7,1,0.0,8.0,0.0,6,2, ,"1206,56762695313",5,019491-004-11-03,18.0,1,3.0,7.0,5.0,1.0,0,1
019491,004,11,04,3,1,11,4,0,,,,,0.0,0.0,0.0,6,2, ,"1206,56762695313",5,019491-004-11-04,11.0,0,,,,,0,0
019491,004,11,05,3,1,2,,,,,,,0.0,0.0,0.0,6,2, ,"1206,56762695313",5,019491-004-11-05,2.0,0,,,,,0,0
019491,030,11,01,1,1,36,6,5,4,3,7,3,0.0,0.0,0.0,6,2, ,"1206,56762695313",4,019491-030-11-01,36.0,1,3.0,7.0,4.0,1.0,0,0
019491,030,11,02,2,2,33,6,5, , , , ,0.0,8.0,0.0,6,2, ,"1206,56762695313",4,019491-030-11-02,33.0,1,,,,0.0,0,1
019491,030,11,03,3,1,15,5,3, , , , ,0.0,0.0,0.0,6,2, ,"1206,56762695313",4,019491-030-11-03,15.0,1,,,,0.0,0,0
019491,030,11,04,3,2,9,3,0,,,,,0.0,0.0,0.0,6,2, ,"1206,56762695313",4,019491-030-11-04,9.0,0,,,,,0,0
019491,049,11,01,1,2,51,4,0,2,3, ,1,0.0,0.0,9.0,6,2, ,"1206,56762695313",4,019491-049-11-01,51.0,1,3.0,,2.0,1.0,1,0
019491,049,11,02,3,2,23,6,5, , , , ,0.0,0.0,0.0,6,2, ,"1206,56762695313",4,019491-049-11-02,23.0,1,,,,0.0,0,0
019491,049,11,03,3,1,24,6,5,4,3,7,1,0.0,0.0,0.0,6,2, ,"1206,56762695313",4,019491-049-11-03,24.0,1,3.0,7.0,4.0,1.0,0,0
019491,049,11,04,5,2,0,,,,,,,0.0,0.0,0.0,6,2, ,"1206,56762695313",4,019491-049-11-04,0.0,0,,,,,0,0
019491,056,11,01,1,1,65,6,5,2,2, ,1,0.0,8.0,0.0,6,2, ,"1206,56762695313",1,019491-056-11-01,65.0,1,2.0,,2.0,0.0,0,1
019494,004,11,01,1,1,45,6,5,2,3, ,1,0.0,0.0,0.0,6,2, ,"517,12109375",4,019494-004-11-01,45.0,1,3.0,,2.0,1.0,0,0
019494,004,11,02,2,2,39,6,5,5,3,7,1,0.0,0.0,0.0,6,2, ,"517,12109375",4,019494-004-11-02,39.0,1,3.0,7.0,5.0,1.0,0,0
019494,004,11,03,3,1,19,6,5, , , , ,0.0,0.0,0.0,6,2, ,"517,12109375",4,019494-004-11-03,19.0,1,,,,0.0,0,0
019494,004,11,04,3,2,6,3,0,,,,,0.0,0.0,0.0,6,2, ,"517,12109375",4,019494-004-11-04,6.0,0,,,,,0,0
019494,018,11,01,1,1,42,5,4, , , , ,0.0,0.0,0.0,6,2, ,"517,12109375",3,019494-018-11-01,42.0,1,,,,0.0,0,0
019494,018,11,02,2,2,40,6,5, , , , ,0.0,8.0,0.0,6,2, ,"517,12109375",3,019494-018-11-02,40.0,1,,,,0.0,0,1
019494,018,11,03,3,1,2,,,,,,,0.0,0.0,0.0,6,2, ,"517,12109375",3,019494-018-11-03,2.0,0,,,,,0,0
019494,033,11,01,1,1,53,6,5,2,3, ,1,0.0,0.0,0.0,6,2, ,"517,12109375",2,019494-033-11-01,53.0,1,3.0,,2.0,1.0,0,0
019494,033,11,02,3,1,16,5,4,5,3,7,1,0.0,0.0,0.0,6,2, ,"517,12109375",2,019494-033-11-02,16.0,1,3.0,7.0,5.0,1.0,0,0
019494,090,11,01,1,1,53,3,0,2,3, ,1,0.0,0.0,0.0,6,2, ,"517,12109375",1,019494-090-11-01,53.0,1,3.0,,2.0,1.0,0,0
019494,118,11,01,1,2,36,5,4,2,3, ,1,0.0,0.0,9.0,6,2, ,"517,12109375",4,019494-118-11-01,36.0,1,3.0,,2.0,1.0,1,0
019494,118,11,02,2,1,39,8,3,2,3, ,1,0.0,0.0,0.0,6,2, ,"517,12109375",4,019494-118-11-02,39.0,1,3.0,,2.0,1.0,0,0
019494,118,11,03,3,1,16,5,4,3,3,7,1,0.0,0.0,0.0,6,2, ,"517,12109375",4,019494-118-11-03,16.0,1,3.0,7.0,3.0,1.0,0,0
019494,118,11,04,3,1,11,4,0,,,,,0.0,0.0,0.0,6,2, ,"517,12109375",4,019494-118-11-04,11.0,0,,,,,0,0
019522,026,11,01,1,2,49,10,5,2,3, ,1,0.0,8.0,0.0,6,5,1,"1206,56762695313",3,019522-026-11-01,49.0,1,3.0,,2.0,1.0,0,1
019522,026,11,02,3,1,14,5,2, , , , ,0.0,0.0,0.0,6,5,1,"1206,56762695313",3,019522-026-11-02,14.0,1,,,,0.0,0,0
019522,026,11,03,6,2,67,4,6,2,3, ,1,0.0,0.0,0.0,6,5,1,"1206,56762695313",3,019522-026-11-03,67.0,1,3.0,,2.0,1.0,0,0
019522,071,11,01,1,1,39,6,5,4,2,7,1,0.0,0.0,0.0,6,5,1,"1206,56762695313",1,019522-071-11-01,39.0,1,2.0,7.0,4.0,1.0,0,0
019522,071,11,02,0, , ,,,,,,,0.0,0.0,0.0,6,5,1,"1206,56762695313",1,019522-071-11-02,,0,,,,,0,0
019522,071,11,03,0, , ,,,,,,,0.0,0.0,0.0,6,5,1,"1206,56762695313",1,019522-071-11-03,,0,,,,,0,0
019535,060,11,01,1,2,69,3,1,2,3, ,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",3,019535-060-11-01,69.0,1,3.0,,2.0,1.0,0,0
019535,060,11,02,3,1,22,6,5,2,3, ,1,0.0,8.0,0.0,6,2,1,"1206,56762695313",3,019535-060-11-02,22.0,1,3.0,,2.0,1.0,0,1
019535,060,11,03,3,2,20,6,5, , , , ,0.0,8.0,0.0,6,2,1,"1206,56762695313",3,019535-060-11-03,20.0,1,,,,0.0,0,1
019535,072,11,01,1,1,53,4,0,4,3,7,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-01,53.0,1,3.0,7.0,4.0,1.0,0,0
019535,072,11,02,2,2,52,1, ,2,3, ,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-02,52.0,1,3.0,,2.0,1.0,0,0
019535,072,11,03,3,2,14,5,2,5,3,7,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-03,14.0,1,3.0,7.0,5.0,1.0,0,0
019535,072,11,04,3,2,25,6,5,2,3, ,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-04,25.0,1,3.0,,2.0,1.0,0,0
019535,072,11,05,4,1,27,7,1,2,3, ,1,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-05,27.0,1,3.0,,2.0,1.0,0,0
019535,072,11,06,5,1,10,3,0,,,,,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-06,10.0,0,,,,,0,0
019535,072,11,07,5,2,7,3,0,,,,,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-07,7.0,0,,,,,0,0
019535,072,11,08,5,1,2,,,,,,,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-08,2.0,0,,,,,0,0
019535,072,11,09,0, , ,,,,,,,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-09,,0,,,,,0,0
019535,072,11,10,0, , ,,,,,,,0.0,0.0,0.0,6,2,1,"1206,56762695313",8,019535-072-11-10,,0,,,,,0,0
019535,085,11,01,1,2,38,10,5, , , , ,0.0,8.0,0.0,6,2,1,"1206,56762695313",2,019535-085-11-01,38.0,1,,,,0.0,0,1
