CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,DOMINIO,ESTRATO,PANEL,FACTOR07,MIEPERHO,llave_persona,Edad,Ocupado,P510A1_num,P511A_num,P507_num,Informal,CreditoFormal,Billetera
010651,013,11,01,1,1,74,8,3, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-013-11-01,74.0,1,,,,0.0,0,1
010651,013,11,02,2,2,70,6,5,3,1,7,1,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-013-11-02,70.0,1,1.0,7.0,3.0,1.0,0,1
010651,013,11,03,5,2,22,9,3, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-013-11-03,22.0,1,,,,0.0,0,1
010651,013,11,04,5,1,19,6,5, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-013-11-04,19.0,1,,,,0.0,0,1
010651,026,11,01,1,1,48,6,5,1,1, ,1,0.0,8.0,0.0,2,4, ,115.81494140625,5,010651-026-11-01,48.0,1,1.0,,1.0,0.0,0,1
010651,026,11,02,2,2,40,6,5,5,1,7,1,0.0,8.0,0.0,2,4, ,115.81494140625,5,010651-026-11-02,40.0,1,1.0,7.0,5.0,1.0,0,1
010651,026,11,03,3,1,24,9,3, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,5,010651-026-11-03,24.0,1,,,,0.0,0,1
010651,026,11,04,3,2,20,6,5, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,5,010651-026-11-04,20.0,1,,,,0.0,0,1
010651,026,11,05,6,2,89,4,5, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,5,010651-026-11-05,89.0,1,,,,0.0,0,1
010651,055,11,01,1,1,52,6,5,4,1,2,1,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-055-11-01,52.0,1,1.0,2.0,4.0,0.0,0,1
010651,055,11,02,2,2,38,8,3,3,1,2,1,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-055-11-02,38.0,1,1.0,2.0,3.0,0.0,0,1
010651,055,11,03,3,2,9,3,0,,,,,0.0,0.0,0.0,2,4, ,115.81494140625,4,010651-055-11-03,9.0,0,,,,,0,0
010651,055,11,04,6,2,89,4,5, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-055-11-04,89.0,1,,,,0.0,0,1
010651,069,11,01,1,1,48,6,5,4,3,7,1,0.0,8.0,0.0,2,4, ,115.81494140625,2,010651-069-11-01,48.0,1,3.0,7.0,4.0,1.0,0,1
010651,069,11,02,2,2,40,6,5,4,2,2,1,0.0,8.0,0.0,2,4, ,115.81494140625,2,010651-069-11-02,40.0,1,2.0,2.0,4.0,0.0,0,1
010651,084,11,01,1,1,45,6,5,5,2,7,1,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-084-11-01,45.0,1,2.0,7.0,5.0,1.0,0,1
010651,084,11,02,2,2,42,6,5, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-084-11-02,42.0,1,,,,0.0,0,1
010651,084,11,03,3,2,23,10,5, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-084-11-03,23.0,1,,,,0.0,0,1
010651,084,11,04,3,2,21,9,4, , , , ,0.0,8.0,0.0,2,4, ,115.81494140625,4,010651-084-11-04,21.0,1,,,,0.0,0,1
010651,098,11,01,1,2,37,6,5,3,3,7,1,0.0,8.0,0.0,2,4, ,115.81494140625,3,010651-098-11-01,37.0,1,3.0,7.0,3.0,1.0,0,1
010651,098,11,02,3,2,18,6,5,3,2,7,1,0.0,8.0,0.0,2,4, ,115.81494140625,3,010651-098-11-02,18.0,1,2.0,7.0,3.0,1.0,0,1
010651,098,11,03,3,2,12,4,0,,,,,0.0,0.0,0.0,2,4, ,115.81494140625,3,010651-098-11-03,12.0,0,,,,,0,0
011380,097,11,01,1,1,62,5,2,1,3, ,1,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-097-11-01,62.0,1,3.0,,1.0,1.0,0,0
011380,097,11,02,2,2,50,5,2, , , , ,0.0,8.0,0.0,7,7,1,130.694778442383,4,011380-097-11-02,50.0,1,,,,0.0,0,1
011380,097,11,03,3,2,25,10,5,3,1,2,5,0.0,8.0,0.0,7,7,1,130.694778442383,4,011380-097-11-03,25.0,1,1.0,2.0,3.0,0.0,0,1
011380,097,11,04,3,1,18,6,5, , , , ,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-097-11-04,18.0,1,,,,0.0,0,0
011380,098,11,01,1,1,56,4,0,2,3, ,1,0.0,0.0,9.0,7,7,1,130.694778442383,4,011380-098-11-01,56.0,1,3.0,,2.0,1.0,1,0
011380,098,11,02,3,2,23,6,5, , , , ,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-098-11-02,23.0,1,,,,0.0,0,0
011380,098,11,03,4,1,35,5,3,4,3,7,1,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-098-11-03,35.0,1,3.0,7.0,4.0,1.0,0,0
011380,098,11,04,5,1,7,3,0,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-098-11-04,7.0,0,,,,,0,0
011380,099,11,01,1,1,60,5,1,1,3, ,1,0.0,0.0,0.0,7,7,1,130.694778442383,3,011380-099-11-01,60.0,1,3.0,,1.0,1.0,0,0
011380,099,11,02,2,2,75,4,5,2,3, ,1,0.0,0.0,0.0,7,7,1,130.694778442383,3,011380-099-11-02,75.0,1,3.0,,2.0,1.0,0,0
011380,099,11,03,5,1,12,4,0,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,3,011380-099-11-03,12.0,0,,,,,0,0
011380,102,11,01,1,1,48,3,0,4,3,7,1,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-01,48.0,1,3.0,7.0,4.0,1.0,0,0
011380,102,11,02,2,2,47,1, ,2,3, ,1,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-02,47.0,1,3.0,,2.0,1.0,0,0
011380,102,11,03,3,2,15,5,2,2,3, ,1,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-03,15.0,1,3.0,,2.0,1.0,0,0
011380,102,11,04,3,1,12,3,0,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-04,12.0,0,,,,,0,0
011380,102,11,05,3,2,6,2,3,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-05,6.0,0,,,,,0,0
011380,102,11,06,0, , ,,,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-06,,0,,,,,0,0
011380,102,11,07,0, , ,,,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-07,,0,,,,,0,0
011380,102,11,08,0, , ,,,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,5,011380-102-11-08,,0,,,,,0,0
011380,147,11,01,1,2,58,3,1,2,3, ,1,0.0,0.0,0.0,7,7,1,130.694778442383,1,011380-147-11-01,58.0,1,3.0,,2.0,1.0,0,0
011380,150,11,01,1,1,27,5,1,4,2,7,1,0.0,0.0,0.0,7,7,1,130.694778442383,3,011380-150-11-01,27.0,1,2.0,7.0,4.0,1.0,0,0
011380,150,11,02,2,2,25,5,3,2,3, ,1,0.0,0.0,0.0,7,7,1,130.694778442383,3,011380-150-11-02,25.0,1,3.0,,2.0,1.0,0,0
011380,150,11,03,3,2,7,3,0,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,3,011380-150-11-03,7.0,0,,,,,0,0
011380,173,11,01,1,1,71,3,0,4,2,7,1,0.0,0.0,0.0,7,7,1,130.694778442383,1,011380-173-11-01,71.0,1,2.0,7.0,4.0,1.0,0,0
011380,175,11,01,1,1,56,4,0,2,3, ,1,0.0,0.0,9.0,7,7,1,130.694778442383,4,011380-175-11-01,56.0,1,3.0,,2.0,1.0,1,0
011380,175,11,02,2,2,50,4,0,2,3, ,1,0.0,0.0,9.0,7,7,1,130.694778442383,4,011380-175-11-02,50.0,1,3.0,,2.0,1.0,1,0
011380,175,11,03,3,2,19,9,1, , , , ,0.0,8.0,0.0,7,7,1,130.694778442383,4,011380-175-11-03,19.0,1,,,,0.0,0,1
011380,175,11,04,3,2,9,3,0,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-175-11-04,9.0,0,,,,,0,0
011380,175,11,05,0, , ,,,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-175-11-05,,0,,,,,0,0
011380,175,11,06,0, , ,,,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-175-11-06,,0,,,,,0,0
011380,175,11,07,0, , ,,,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-175-11-07,,0,,,,,0,0
011380,175,11,08,0, , ,,,,,,,0.0,0.0,0.0,7,7,1,130.694778442383,4,011380-175-11-08,,0,,,,,0,0
015001,003,11,01,1,1,39,8,3,1,2, ,1,0.0,8.0,9.0,4,4, ,225.326202392578,3,015001-003-11-01,39.0,1,2.0,,1.0,0.0,1,1
015001,003,11,02,2,2,38,6,5,5,2,7,1,0.0,8.0,0.0,4,4, ,225.326202392578,3,015001-003-11-02,38.0,1,2.0,7.0,5.0,1.0,0,1
015001,003,11,03,3,2,7,3,0,,,,,0.0,0.0,0.0,4,4, ,225.326202392578,3,015001-003-11-03,7.0,0,,,,,0,0
015001,024,11,01,1,2,49,5,1,1,3, ,1,0.0,8.0,9.0,4,4, ,225.326202392578,2,015001-024-11-01,49.0,1,3.0,,1.0,1.0,1,1
015001,024,11,02,3,1,10,3,0,,,,,0.0,0.0,0.0,4,4, ,225.326202392578,2,015001-024-11-02,10.0,0,,,,,0,0
015001,024,11,03,3,2,24,,,,,,,0.0,0.0,0.0,4,4, ,225.326202392578,2,015001-024-11-03,24.0,0,,,,,0,0
015001,085,11,01,1,1,56,11,2,3, ,1,5,0.0,0.0,9.0,4,4, ,225.326202392578,3,015001-085-11-01,56.0,1,,1.0,3.0,0.0,1,0
015001,085,11,02,2,2,59,8,3,3, ,1,5,0.0,8.0,9.0,4,4, ,225.326202392578,3,015001-085-11-02,59.0,1,,1.0,3.0,0.0,1,1
015001,085,11,03,3,2,21,9,4, , , , ,0.0,8.0,0.0,4,4, ,225.326202392578,3,015001-085-11-03,21.0,1,,,,0.0,0,1
015001,085,11,04,10,1,10,,,,,,,0.0,0.0,0.0,4,4, ,225.326202392578,3,015001-085-11-04,10.0,0,,,,,0,0
015001,126,11,01,1,2,58,5,2,2,3, ,1,0.0,0.0,0.0,4,4, ,225.326202392578,10,015001-126-11-01,58.0,1,3.0,,2.0,1.0,0,0
015001,126,11,02,2,1,67,6,5,2,3, ,1,0.0,0.0,0.0,4,4, ,225.326202392578,10,015001-126-11-02,67.0,1,3.0,,2.0,1.0,0,0
015001,126,11,03,3,2,35,10,5,3,1,2,1,0.0,8.0,0.0,4,4, ,225.326202392578,10,015001-126-11-03,35.0,1,1.0,2.0,3.0,0.0,0,1
015001,126,11,04,4,1,32,6,5,4,1,7,1,0.0,8.0,0.0,4,4, ,225.326202392578,10,015001-126-11-04,32.0,1,1.0,7.0,4.0,1.0,0,1
015001,126,11,05,5,2,18,6,5, , , , ,0.0,0.0,0.0,4,4, ,225.326202392578,10,015001-126-11-05,18.0,1,,,,0.0,0,0
015001,126,11,06,5,2,1,,,,,,,0.0,0.0,0.0,4,4, ,225.326202392578,10,015001-126-11-06,1.0,0,,,,,0,0
015001,126,11,07,3,2,25,7,3, , , , ,0.0,8.0,9.0,4,4, ,225.326202392578,10,015001-126-11-07,25.0,1,,,,0.0,1,1
015001,126,11,08,5,1,4,2,1,,,,,0.0,0.0,0.0,4,4, ,225.326202392578,10,015001-126-11-08,4.0,0,,,,,0,0
015001,126,11,09,3,2,22,7,2,3,1,7,1,0.0,8.0,0.0,4,4, ,225.326202392578,10,015001-126-11-09,22.0,1,1.0,7.0,3.0,1.0,0,1
015001,126,11,10,5,2,2,,,,,,,0.0,0.0,0.0,4,4, ,225.326202392578,10,015001-126-11-10,2.0,0,,,,,0,0
015001,163,11,01,1,1,31,10,5,2,2, ,1,4.0,8.0,9.0,4,4, ,225.326202392578,2,015001-163-11-01,31.0,1,2.0,,2.0,0.0,1,1
015001,163,11,02,2,2,30,10,5,3, ,5,5,0.0,8.0,0.0,4,4, ,225.326202392578,2,015001-163-11-02,30.0,1,,5.0,3.0,0.0,0,1
015003,010,11,01,1,1,60,6,5, , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,3,015003-010-11-01,60.0,1,,,,0.0,0,0
015003,010,11,02,2,2,53,4,0, , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,3,015003-010-11-02,53.0,1,,,,0.0,0,0
015003,010,11,03,3,1,20,9,3, , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,3,015003-010-11-03,20.0,1,,,,0.0,0,0
015003,024,11,01,1,2,55,3,0,1,3, ,1,0.0,0.0,0.0,4,4, ,69.4570999145508,4,015003-024-11-01,55.0,1,3.0,,1.0,1.0,0,0
015003,024,11,02,3,1,21,7,2, , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,4,015003-024-11-02,21.0,1,,,,0.0,0,0
015003,024,11,03,3,1,17,6,5, , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,4,015003-024-11-03,17.0,1,,,,0.0,0,0
015003,024,11,04,3,1,15,5,3,5,2,7,1,0.0,0.0,0.0,4,4, ,69.4570999145508,4,015003-024-11-04,15.0,1,2.0,7.0,5.0,1.0,0,0
015003,054,11,01,1,1,55,10,5,3, ,1,5,0.0,8.0,9.0,4,4, ,69.4570999145508,4,015003-054-11-01,55.0,1,,1.0,3.0,0.0,1,1
015003,054,11,02,2,2,54,8,3,3, ,1,5,0.0,0.0,9.0,4,4, ,69.4570999145508,4,015003-054-11-02,54.0,1,,1.0,3.0,0.0,1,0
015003,054,11,03,3,2,26,11,1,3,1,2,4,0.0,8.0,0.0,4,4, ,69.4570999145508,4,015003-054-11-03,26.0,1,1.0,2.0,3.0,0.0,0,1
015003,054,11,04,3,1,22,9,2, , , , ,0.0,8.0,0.0,4,4, ,69.4570999145508,4,015003-054-11-04,22.0,1,,,,0.0,0,1
015003,083,11,01,1,1,64,8,3,4, ,1,5,0.0,0.0,0.0,4,4, ,69.4570999145508,4,015003-083-11-01,64.0,1,,1.0,4.0,0.0,0,0
015003,083,11,02,2,2,57,4,0,2,3, ,1,0.0,8.0,9.0,4,4, ,69.4570999145508,4,015003-083-11-02,57.0,1,3.0,,2.0,1.0,1,1
015003,083,11,03,3,1,36,9,3,4, ,5,5,0.0,8.0,0.0,4,4, ,69.4570999145508,4,015003-083-11-03,36.0,1,,5.0,4.0,0.0,0,1
015003,083,11,04,5,1,9,3,0,,,,,0.0,0.0,0.0,4,4, ,69.4570999145508,4,015003-083-11-04,9.0,0,,,,,0,0
015003,099,11,01,1,2,67,1, , , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,3,015003-099-11-01,67.0,1,,,,0.0,0,0
015003,099,11,02,7,2,37,6,5, , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,3,015003-099-11-02,37.0,1,,,,0.0,0,0
015003,099,11,03,10,2,12,3,0,,,,,0.0,0.0,0.0,4,4, ,69.4570999145508,3,015003-099-11-03,12.0,0,,,,,0,0
015003,128,11,01,1,1,42,11,2,1,1, ,1,4.0,0.0,9.0,4,4, ,69.4570999145508,2,015003-128-11-01,42.0,1,1.0,,1.0,0.0,1,0
015003,128,11,02,11,1,37,9,3,3,1,2,1,4.0,8.0,9.0,4,4, ,69.4570999145508,2,015003-128-11-02,37.0,1,1.0,2.0,3.0,0.0,1,1
015003,156,11,01,1,1,29,8,3,4,1,2,1,0.0,8.0,0.0,4,4, ,69.4570999145508,2,015003-156-11-01,29.0,1,1.0,2.0,4.0,0.0,0,1
015003,156,11,02,2,2,24,8,3,3,1,7,1,4.0,8.0,0.0,4,4, ,69.4570999145508,2,015003-156-11-02,24.0,1,1.0,7.0,3.0,1.0,1,1
015004,012,11,01,1,2,57,6,5,2,2, ,1,0.0,0.0,0.0,4,4, ,84.0562210083008,1,015004-012-11-01,57.0,1,2.0,,2.0,0.0,0,0
015004,027,11,01,1,1,63,5,4,2,3, ,1,0.0,0.0,0.0,4,4, ,84.0562210083008,2,015004-027-11-01,63.0,1,3.0,,2.0,1.0,0,0
015004,027,11,02,2,2,60,4,5, , , , ,0.0,0.0,9.0,4,4, ,84.0562210083008,2,015004-027-11-02,60.0,1,,,,0.0,1,0
015004,027,11,03,3,2,29,10,5, , , , ,0.0,8.0,0.0,4,4, ,84.0562210083008,2,015004-027-11-03,29.0,1,,,,0.0,0,1
015004,027,11,04,5,1,0,,,,,,,0.0,0.0,0.0,4,4, ,84.0562210083008,2,015004-027-11-04,0.0,0,,,,,0,0
015004,042,11,01,1,2,49,5,2,2,3, ,1,0.0,8.0,0.0,4,4, ,84.0562210083008,3,015004-042-11-01,49.0,1,3.0,,2.0,1.0,0,1
015004,042,11,02,3,1,28,8,3,4,3,7,1,0.0,8.0,0.0,4,4, ,84.0562210083008,3,015004-042-11-02,28.0,1,3.0,7.0,4.0,1.0,0,1
015004,042,11,03,3,2,24,8,3,3,2,7,1,0.0,8.0,0.0,4,4, ,84.0562210083008,3,015004-042-11-03,24.0,1,2.0,7.0,3.0,1.0,0,1
015004,058,11,01,1,2,44,6,5,4,2,7,1,0.0,0.0,0.0,4,4, ,84.0562210083008,3,015004-058-11-01,44.0,1,2.0,7.0,4.0,1.0,0,0
015004,058,11,02,3,2,11,3,0,,,,,0.0,0.0,0.0,4,4, ,84.0562210083008,3,015004-058-11-02,11.0,0,,,,,0,0
015004,058,11,03,3,1,3,1, ,,,,,0.0,0.0,0.0,4,4, ,84.0562210083008,3,015004-058-11-03,3.0,0,,,,,0,0
015004,105,11,01,1,2,61,6,5,2,3, ,1,0.0,8.0,0.0,4,4, ,84.0562210083008,1,015004-105-11-01,61.0,1,3.0,,2.0,1.0,0,1
015004,134,11,01,1,2,66,8,5, , , , ,0.0,0.0,0.0,4,4, ,84.0562210083008,4,015004-134-11-01,66.0,1,,,,0.0,0,0
015004,134,11,02,3,2,41,6,5, , , , ,0.0,8.0,0.0,4,4, ,84.0562210083008,4,015004-134-11-02,41.0,1,,,,0.0,0,1
015004,134,11,03,5,2,19,6,5, , , , ,0.0,0.0,0.0,4,4, ,84.0562210083008,4,015004-134-11-03,19.0,1,,,,0.0,0,0
015004,134,11,04,5,1,10,3,0,,,,,0.0,0.0,0.0,4,4, ,84.0562210083008,4,015004-134-11-04,10.0,0,,,,,0,0
015004,161,11,01,1,2,69,5,1,2,3, ,1,0.0,0.0,0.0,4,4, ,84.0562210083008,1,015004-161-11-01,69.0,1,3.0,,2.0,1.0,0,0
015005,002,11,01,1,1,65,6,5, , , , ,0.0,0.0,9.0,4,4, ,79.8167572021484,1,015005-002-11-01,65.0,1,,,,0.0,1,0
015005,024,11,01,1,1,61,8,5,2,3, ,1,0.0,8.0,9.0,4,4, ,79.8167572021484,8,015005-024-11-01,61.0,1,3.0,,2.0,1.0,1,1
015005,024,11,02,2,2,59,6,5, , , , ,0.0,0.0,9.0,4,4, ,79.8167572021484,8,015005-024-11-02,59.0,1,,,,0.0,1,0
015005,024,11,03,3,2,33,11,2,2,3, ,1,4.0,8.0,9.0,4,4, ,79.8167572021484,8,015005-024-11-03,33.0,1,3.0,,2.0,1.0,1,1
015005,024,11,04,5,2,15,5,3, , , , ,0.0,0.0,0.0,4,4, ,79.8167572021484,8,015005-024-11-04,15.0,1,,,,0.0,0,0
015005,024,11,05,3,2,29,11,2,3, ,2,5,0.0,8.0,9.0,4,4, ,79.8167572021484,8,015005-024-11-05,29.0,1,,2.0,3.0,0.0,1,1
015005,024,11,06,5,2,11,3,0,,,,,0.0,0.0,0.0,4,4, ,79.8167572021484,8,015005-024-11-06,11.0,0,,,,,0,0
015005,024,11,07,6,2,92,3,2, , , , ,0.0,0.0,0.0,4,4, ,79.8167572021484,8,015005-024-11-07,92.0,1,,,,0.0,0,0
015005,024,11,08,10,2,69,9,2, , , , ,0.0,8.0,0.0,4,4, ,79.8167572021484,8,015005-024-11-08,69.0,1,,,,0.0,0,1
015005,046,11,01,1,1,58,11,3,3, ,1,5,0.0,0.0,0.0,4,4, ,79.8167572021484,4,015005-046-11-01,58.0,1,,1.0,3.0,0.0,0,0
015005,046,11,02,2,2,51,11,2,3, ,1,5,4.0,8.0,0.0,4,4, ,79.8167572021484,4,015005-046-11-02,51.0,1,,1.0,3.0,0.0,1,1
015005,046,11,03,3,1,26,9,3, , , , ,4.0,8.0,9.0,4,4, ,79.8167572021484,4,015005-046-11-03,26.0,1,,,,0.0,1,1
015005,046,11,04,3,1,19,9,2, , , , ,0.0,8.0,0.0,4,4, ,79.8167572021484,4,015005-046-11-04,19.0,1,,,,0.0,0,1
015005,057,11,01,1,1,62,5,1,2,3, ,1,0.0,0.0,0.0,4,4, ,79.8167572021484,4,015005-057-11-01,62.0,1,3.0,,2.0,1.0,0,0
015005,057,11,02,2,2,54,1, ,5,3,7,1,0.0,8.0,0.0,4,4, ,79.8167572021484,4,015005-057-11-02,54.0,1,3.0,7.0,5.0,1.0,0,1
015005,057,11,03,3,1,32,10,5,2,1, ,1,0.0,8.0,9.0,4,4, ,79.8167572021484,4,015005-057-11-03,32.0,1,1.0,,2.0,0.0,1,1
015005,057,11,04,5,1,12,4,0,,,,,0.0,0.0,0.0,4,4, ,79.8167572021484,4,015005-057-11-04,12.0,0,,,,,0,0
015005,069,11,01,1,2,39,11,3,3, ,5,5,0.0,8.0,0.0,4,4, ,79.8167572021484,1,015005-069-11-01,39.0,1,,5.0,3.0,0.0,0,1
015005,090,11,01,1,2,82,8,5, , , , ,0.0,0.0,0.0,4,4, ,79.8167572021484,4,015005-090-11-01,82.0,1,,,,0.0,0,0
015005,090,11,02,11,2,80,4,5,2,3, ,1,0.0,0.0,0.0,4,4, ,79.8167572021484,4,015005-090-11-02,80.0,1,3.0,,2.0,1.0,0,0
015005,090,11,03,11,1,69,11,1,3, ,1,5,0.0,8.0,0.0,4,4, ,79.8167572021484,4,015005-090-11-03,69.0,1,,1.0,3.0,0.0,0,1
015005,090,11,04,7,1,16,6,5, , , , ,0.0,0.0,0.0,4,4, ,79.8167572021484,4,015005-090-11-04,16.0,1,,,,0.0,0,0
015005,101,11,01,1,2,61,4,5, , , , ,0.0,0.0,0.0,4,4, ,79.8167572021484,2,015005-101-11-01,61.0,1,,,,0.0,0,0
015005,101,11,02,3,1,36,11,3,3, ,1,5,0.0,8.0,0.0,4,4, ,79.8167572021484,2,015005-101-11-02,36.0,1,,1.0,3.0,0.0,0,1
015006,013,11,01,1,1,63,3,0,4,3,7,1,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-013-11-01,63.0,1,3.0,7.0,4.0,1.0,0,0
015006,013,11,02,2,2,71,3,2,7,3,7,1,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-013-11-02,71.0,1,3.0,7.0,7.0,1.0,0,0
015006,013,11,03,3,2,36,,,,,,,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-013-11-03,36.0,0,,,,,0,0
015006,013,11,04,5,1,7,,,,,,,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-013-11-04,7.0,0,,,,,0,0
015006,013,11,05,5,1,2,,,,,,,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-013-11-05,2.0,0,,,,,0,0
015006,027,11,01,1,1,73,3,1,4,3,7,1,0.0,0.0,0.0,4,4, ,112.07495880127,3,015006-027-11-01,73.0,1,3.0,7.0,4.0,1.0,0,0
015006,027,11,02,2,2,71,1, , , , , ,0.0,0.0,0.0,4,4, ,112.07495880127,3,015006-027-11-02,71.0,1,,,,0.0,0,0
015006,027,11,03,3,1,34,5,2, , , , ,0.0,0.0,0.0,4,4, ,112.07495880127,3,015006-027-11-03,34.0,1,,,,0.0,0,0
015006,050,11,01,1,1,38,6,5,2,3, ,1,0.0,8.0,0.0,4,4, ,112.07495880127,4,015006-050-11-01,38.0,1,3.0,,2.0,1.0,0,1
015006,050,11,02,2,2,41,6,5,1,3, ,1,0.0,8.0,9.0,4,4, ,112.07495880127,4,015006-050-11-02,41.0,1,3.0,,1.0,1.0,1,1
015006,050,11,03,3,2,20,6,5,2,3, ,1,0.0,8.0,0.0,4,4, ,112.07495880127,4,015006-050-11-03,20.0,1,3.0,,2.0,1.0,0,1
015006,050,11,04,3,2,17,5,4,5,3,7,1,0.0,0.0,0.0,4,4, ,112.07495880127,4,015006-050-11-04,17.0,1,3.0,7.0,5.0,1.0,0,0
015006,064,11,01,1,2,52,4,0,2,3, ,1,0.0,0.0,0.0,4,4, ,112.07495880127,4,015006-064-11-01,52.0,1,3.0,,2.0,1.0,0,0
015006,064,11,02,2,1,57,5,3,2,3, ,1,0.0,0.0,0.0,4,4, ,112.07495880127,4,015006-064-11-02,57.0,1,3.0,,2.0,1.0,0,0
015006,064,11,03,3,1,20,6,5,4,1,2,3,0.0,0.0,0.0,4,4, ,112.07495880127,4,015006-064-11-03,20.0,1,1.0,2.0,4.0,0.0,0,0
015006,064,11,04,3,2,10,3,0,,,,,0.0,0.0,0.0,4,4, ,112.07495880127,4,015006-064-11-04,10.0,0,,,,,0,0
015006,076,11,01,1,2,45,6,5,2,3, ,1,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-076-11-01,45.0,1,3.0,,2.0,1.0,0,0
015006,076,11,02,3,1,13,4,0,,,,,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-076-11-02,13.0,0,,,,,0,0
015006,087,11,01,1,2,47,8,3,3, ,6,5,0.0,0.0,9.0,4,4, ,112.07495880127,2,015006-087-11-01,47.0,1,,6.0,3.0,0.0,1,0
015006,087,11,02,3,2,13,5,1,,,,,0.0,0.0,0.0,4,4, ,112.07495880127,2,015006-087-11-02,13.0,0,,,,,0,0
015007,011,11,01,1,2,67,8,5, , , , ,0.0,8.0,0.0,4,4, ,69.4570999145508,4,015007-011-11-01,67.0,1,,,,0.0,0,1
015007,011,11,02,3,1,35,10,7, , , , ,4.0,8.0,0.0,4,4, ,69.4570999145508,4,015007-011-11-02,35.0,1,,,,0.0,1,1
015007,011,11,03,3,2,30,10,5,3, ,2,5,0.0,8.0,9.0,4,4, ,69.4570999145508,4,015007-011-11-03,30.0,1,,2.0,3.0,0.0,1,1
015007,011,11,04,5,1,10,3,0,,,,,0.0,0.0,0.0,4,4, ,69.4570999145508,4,015007-011-11-04,10.0,0,,,,,0,0
015007,044,11,01,1,2,53,10,5,3, ,1,5,0.0,8.0,9.0,4,4, ,69.4570999145508,5,015007-044-11-01,53.0,1,,1.0,3.0,0.0,1,1
015007,044,11,02,2,1,51,11,2,3, ,1,5,4.0,8.0,0.0,4,4, ,69.4570999145508,5,015007-044-11-02,51.0,1,,1.0,3.0,0.0,1,1
015007,044,11,03,3,2,30,10,5,3,1,7,2,0.0,8.0,9.0,4,4, ,69.4570999145508,5,015007-044-11-03,30.0,1,1.0,7.0,3.0,1.0,1,1
015007,044,11,04,3,1,20,9,2, , , , ,0.0,8.0,0.0,4,4, ,69.4570999145508,5,015007-044-11-04,20.0,1,,,,0.0,0,1
015007,044,11,05,6,2,90,10,5, , , , ,0.0,0.0,0.0,4,4, ,69.4570999145508,5,015007-044-11-05,90.0,1,,,,0.0,0,0
015007,054,11,01,1,2,75,6,5, , , , ,0.0,8.0,9.0,4,4, ,69.4570999145508,1,015007-054-11-01,75.0,1,,,,0.0,1,1
015007,063,11,01,1,1,65,6,5,4,1,7,1,0.0,0.0,9.0,4,4, ,69.4570999145508,4,015007-063-11-01,65.0,1,1.0,7.0,4.0,1.0,1,0
