CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,DOMINIO,ESTRATO,PANEL,FACTOR07,MIEPERHO,llave_persona,Edad,Ocupado,P510A1_num,P511A_num,P507_num,Informal,CreditoFormal,Billetera
015874,151,11,03,3,1,20,6,5,4,3,7,1,0.0,0.0,0.0,5,7, ,179.438827514648,7,015874-151-11-03,20.0,1,3.0,7.0,4.0,1.0,0,0
015874,151,11,04,3,2,17,5,3,5,3,7,1,0.0,0.0,0.0,5,7, ,179.438827514648,7,015874-151-11-04,17.0,1,3.0,7.0,5.0,1.0,0,0
015874,151,11,05,3,2,16,5,3,2,3, ,1,0.0,0.0,0.0,5,7, ,179.438827514648,7,015874-151-11-05,16.0,1,3.0,,2.0,1.0,0,0
015874,151,11,06,3,1,14,5,1,4,3,7,1,0.0,0.0,0.0,5,7, ,179.438827514648,7,015874-151-11-06,14.0,1,3.0,7.0,4.0,1.0,0,0
015874,151,11,07,3,2,12,3,0,,,,,0.0,0.0,0.0,5,7, ,179.438827514648,7,015874-151-11-07,12.0,0,,,,,0,0
015875,046,11,01,1,1,39,5,2,2,3, ,1,0.0,0.0,0.0,5,7, ,163.764602661133,5,015875-046-11-01,39.0,1,3.0,,2.0,1.0,0,0
015875,046,11,02,2,2,42,3,0,5,3,7,1,0.0,0.0,0.0,5,7, ,163.764602661133,5,015875-046-11-02,42.0,1,3.0,7.0,5.0,1.0,0,0
015875,046,11,03,3,1,19,6,5,5,3,7,1,0.0,0.0,0.0,5,7, ,163.764602661133,5,015875-046-11-03,19.0,1,3.0,7.0,5.0,1.0,0,0
015875,046,11,04,3,1,9,3,0,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,5,015875-046-11-04,9.0,0,,,,,0,0
015875,046,11,05,3,2,2,,,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,5,015875-046-11-05,2.0,0,,,,,0,0
015875,156,11,01,1,2,94,1, ,2,3, ,1,0.0,0.0,0.0,5,7, ,163.764602661133,1,015875-156-11-01,94.0,1,3.0,,2.0,1.0,0,0
015875,157,11,01,1,1,51,3,0,4,3,7,1,0.0,0.0,0.0,5,7, ,163.764602661133,4,015875-157-11-01,51.0,1,3.0,7.0,4.0,1.0,0,0
015875,157,11,02,2,2,53,1, ,2,3, ,1,0.0,0.0,0.0,5,7, ,163.764602661133,4,015875-157-11-02,53.0,1,3.0,,2.0,1.0,0,0
015875,157,11,03,3,1,15,4,0,5,3,7,1,0.0,0.0,0.0,5,7, ,163.764602661133,4,015875-157-11-03,15.0,1,3.0,7.0,5.0,1.0,0,0
015875,157,11,04,3,1,11,3,0,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,4,015875-157-11-04,11.0,0,,,,,0,0
015875,158,11,01,1,1,40,6,5,1,3, ,1,0.0,0.0,9.0,5,7, ,163.764602661133,8,015875-158-11-01,40.0,1,3.0,,1.0,1.0,1,0
015875,158,11,02,2,2,40,3,0,5,3,7,1,0.0,0.0,9.0,5,7, ,163.764602661133,8,015875-158-11-02,40.0,1,3.0,7.0,5.0,1.0,1,0
015875,158,11,03,3,2,17,5,2,5,3,7,1,0.0,0.0,0.0,5,7, ,163.764602661133,8,015875-158-11-03,17.0,1,3.0,7.0,5.0,1.0,0,0
015875,158,11,04,3,1,12,3,0,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,8,015875-158-11-04,12.0,0,,,,,0,0
015875,158,11,05,3,2,7,2,3,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,8,015875-158-11-05,7.0,0,,,,,0,0
015875,158,11,06,3,2,5,2,2,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,8,015875-158-11-06,5.0,0,,,,,0,0
015875,158,11,07,3,1,3,1, ,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,8,015875-158-11-07,3.0,0,,,,,0,0
015875,158,11,08,3,2,0,,,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,8,015875-158-11-08,0.0,0,,,,,0,0
015875,159,11,01,1,2,62,1, ,2,3, ,1,0.0,0.0,9.0,5,7, ,163.764602661133,1,015875-159-11-01,62.0,1,3.0,,2.0,1.0,1,0
015875,177,11,01,1,1,76,3,3, , , , ,0.0,0.0,0.0,5,7, ,163.764602661133,1,015875-177-11-01,76.0,1,,,,0.0,0,0
015875,178,11,01,1,1,40,5,3,2,3, ,1,0.0,0.0,9.0,5,7, ,163.764602661133,6,015875-178-11-01,40.0,1,3.0,,2.0,1.0,1,0
015875,178,11,02,2,2,36,5,3,4,3,7,1,0.0,0.0,9.0,5,7, ,163.764602661133,6,015875-178-11-02,36.0,1,3.0,7.0,4.0,1.0,1,0
015875,178,11,03,3,1,16,5,3,5,3,7,1,0.0,0.0,0.0,5,7, ,163.764602661133,6,015875-178-11-03,16.0,1,3.0,7.0,5.0,1.0,0,0
015875,178,11,04,3,2,10,3,0,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,6,015875-178-11-04,10.0,0,,,,,0,0
015875,178,11,05,3,2,9,3,0,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,6,015875-178-11-05,9.0,0,,,,,0,0
015875,178,11,06,3,1,3,1, ,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,6,015875-178-11-06,3.0,0,,,,,0,0
015875,179,11,01,1,1,38,6,5,1,3, ,1,0.0,0.0,9.0,5,7, ,163.764602661133,3,015875-179-11-01,38.0,1,3.0,,1.0,1.0,1,0
015875,179,11,02,2,2,34,6,5,5,3,7,1,0.0,0.0,9.0,5,7, ,163.764602661133,3,015875-179-11-02,34.0,1,3.0,7.0,5.0,1.0,1,0
015875,179,11,03,3,2,6,2,3,,,,,0.0,0.0,0.0,5,7, ,163.764602661133,3,015875-179-11-03,6.0,0,,,,,0,0
015877,013,11,01,1,1,53,6,5,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,2,015877-013-11-01,53.0,1,3.0,,2.0,1.0,0,0
015877,013,11,02,2,2,64,3,3,5,3,7,1,0.0,0.0,0.0,5,8, ,179.438827514648,2,015877-013-11-02,64.0,1,3.0,7.0,5.0,1.0,0,0
015877,013,11,03,6,2,89,,,,,,,0.0,0.0,0.0,5,8, ,179.438827514648,2,015877-013-11-03,89.0,0,,,,,0,0
015877,014,11,01,1,2,64,1, ,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,2,015877-014-11-01,64.0,1,3.0,,2.0,1.0,0,0
015877,014,11,02,3,2,49,1, ,5,3,7,1,0.0,0.0,0.0,5,8, ,179.438827514648,2,015877-014-11-02,49.0,1,3.0,7.0,5.0,1.0,0,0
015877,015,11,01,1,2,77,1, ,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,1,015877-015-11-01,77.0,1,3.0,,2.0,1.0,0,0
015877,016,11,01,1,1,45,3,0,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-01,45.0,1,3.0,,2.0,1.0,0,0
015877,016,11,02,2,2,39,4,0,5,3,7,1,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-02,39.0,1,3.0,7.0,5.0,1.0,0,0
015877,016,11,03,3,2,20,6,5,5,3,7,1,0.0,8.0,0.0,5,8, ,179.438827514648,8,015877-016-11-03,20.0,1,3.0,7.0,5.0,1.0,0,1
015877,016,11,04,3,1,19,5,4,5,3,7,1,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-04,19.0,1,3.0,7.0,5.0,1.0,0,0
015877,016,11,05,3,1,16,5,4,5,3,7,1,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-05,16.0,1,3.0,7.0,5.0,1.0,0,0
015877,016,11,06,3,2,15,5,2,5,3,7,1,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-06,15.0,1,3.0,7.0,5.0,1.0,0,0
015877,016,11,07,3,2,7,3,0,,,,,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-07,7.0,0,,,,,0,0
015877,016,11,08,3,2,0,,,,,,,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-08,0.0,0,,,,,0,0
015877,016,11,09,3,1,23,,,,,,,0.0,0.0,0.0,5,8, ,179.438827514648,8,015877-016-11-09,23.0,0,,,,,0,0
015877,065,11,01,1,2,50,1, ,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,2,015877-065-11-01,50.0,1,3.0,,2.0,1.0,0,0
015877,065,11,02,3,1,13,4,0,,,,,0.0,0.0,0.0,5,8, ,179.438827514648,2,015877-065-11-02,13.0,0,,,,,0,0
015877,068,11,01,1,1,64,3,4,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,1,015877-068-11-01,64.0,1,3.0,,2.0,1.0,0,0
015877,069,11,01,1,1,59,4,6,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,3,015877-069-11-01,59.0,1,3.0,,2.0,1.0,0,0
015877,069,11,02,2,2,53,3,0,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,3,015877-069-11-02,53.0,1,3.0,,2.0,1.0,0,0
015877,069,11,03,7,1,90,4,5, , , , ,0.0,0.0,0.0,5,8, ,179.438827514648,3,015877-069-11-03,90.0,1,,,,0.0,0,0
015877,070,11,01,1,2,42,4,0,2,3, ,1,0.0,0.0,0.0,5,8, ,179.438827514648,4,015877-070-11-01,42.0,1,3.0,,2.0,1.0,0,0
015877,070,11,02,2,1,45,3,0,4,3,7,1,0.0,0.0,0.0,5,8, ,179.438827514648,4,015877-070-11-02,45.0,1,3.0,7.0,4.0,1.0,0,0
015877,070,11,03,3,2,18,6,5, , , , ,0.0,0.0,0.0,5,8, ,179.438827514648,4,015877-070-11-03,18.0,1,,,,0.0,0,0
015877,070,11,04,3,1,13,3,0,,,,,0.0,0.0,0.0,5,8, ,179.438827514648,4,015877-070-11-04,13.0,0,,,,,0,0
015878,001,11,01,1,2,82,1, ,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,1,015878-001-11-01,82.0,1,3.0,,2.0,1.0,0,0
015878,002,11,01,1,1,77,3,4,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-002-11-01,77.0,1,3.0,,2.0,1.0,0,0
015878,002,11,02,2,2,74,3,2,5,3,7,1,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-002-11-02,74.0,1,3.0,7.0,5.0,1.0,0,0
015878,003,11,01,1,2,68,4,5,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,1,015878-003-11-01,68.0,1,3.0,,2.0,1.0,0,0
015878,004,11,01,1,1,82,3,2,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-004-11-01,82.0,1,3.0,,2.0,1.0,0,0
015878,004,11,02,2,2,69,4,5, , , , ,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-004-11-02,69.0,1,,,,0.0,0,0
015878,020,11,01,1,2,85,3,0, , , , ,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-020-11-01,85.0,1,,,,0.0,0,0
015878,020,11,02,3,2,68,5,1,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-020-11-02,68.0,1,3.0,,2.0,1.0,0,0
015878,021,11,01,1,1,63,6,5,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-021-11-01,63.0,1,3.0,,2.0,1.0,0,0
015878,021,11,02,2,2,49,7,2,5,3,7,1,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-021-11-02,49.0,1,3.0,7.0,5.0,1.0,0,0
015878,021,11,03,3,1,14,5,1,5,3,7,1,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-021-11-03,14.0,1,3.0,7.0,5.0,1.0,0,0
015878,021,11,04,3,1,10,3,0,,,,,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-021-11-04,10.0,0,,,,,0,0
015878,023,11,01,1,1,48,4,0,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-023-11-01,48.0,1,3.0,,2.0,1.0,0,0
015878,023,11,02,2,2,48,4,0,5,3,7,1,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-023-11-02,48.0,1,3.0,7.0,5.0,1.0,0,0
015878,023,11,03,3,1,18,6,5,4,3,7,1,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-023-11-03,18.0,1,3.0,7.0,4.0,1.0,0,0
015878,023,11,04,3,2,14,5,2,5,3,7,1,0.0,0.0,0.0,5,8, ,169.707336425781,4,015878-023-11-04,14.0,1,3.0,7.0,5.0,1.0,0,0
015878,024,11,01,1,1,81,4,5,2,3, ,1,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-024-11-01,81.0,1,3.0,,2.0,1.0,0,0
015878,024,11,02,2,2,62,1, ,5,3,7,1,0.0,0.0,0.0,5,8, ,169.707336425781,2,015878-024-11-02,62.0,1,3.0,7.0,5.0,1.0,0,0
015879,008,11,01,1,1,52,6,5,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,1,015879-008-11-01,52.0,1,3.0,,2.0,1.0,0,0
015879,052,11,01,1,2,68,1, ,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-052-11-01,68.0,1,3.0,,2.0,1.0,0,0
015879,052,11,02,3,2,34,6,5,5,3,7,1,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-052-11-02,34.0,1,3.0,7.0,5.0,1.0,0,0
015879,052,11,03,4,1,36,6,5,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-052-11-03,36.0,1,3.0,,2.0,1.0,0,0
015879,052,11,04,5,1,13,5,1,,,,,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-052-11-04,13.0,0,,,,,0,0
015879,064,11,01,1,1,50,5,1,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-064-11-01,50.0,1,3.0,,2.0,1.0,0,0
015879,064,11,02,2,2,52,4,0,4,3,7,1,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-064-11-02,52.0,1,3.0,7.0,4.0,1.0,0,0
015879,064,11,03,3,2,22,6,5, , , , ,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-064-11-03,22.0,1,,,,0.0,0,0
015879,064,11,04,5,2,1,,,,,,,0.0,0.0,0.0,5,6, ,163.764602661133,4,015879-064-11-04,1.0,0,,,,,0,0
015879,094,11,01,1,1,45,4,0,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,5,015879-094-11-01,45.0,1,3.0,,2.0,1.0,0,0
015879,094,11,02,2,2,45,4,0,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,5,015879-094-11-02,45.0,1,3.0,,2.0,1.0,0,0
015879,094,11,03,3,2,11,3,0,,,,,0.0,0.0,0.0,5,6, ,163.764602661133,5,015879-094-11-03,11.0,0,,,,,0,0
015879,094,11,04,3,2,24,8,3,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,5,015879-094-11-04,24.0,1,3.0,,2.0,1.0,0,0
015879,094,11,05,5,2,7,2,3,,,,,0.0,0.0,0.0,5,6, ,163.764602661133,5,015879-094-11-05,7.0,0,,,,,0,0
015879,109,11,01,1,2,90,1, ,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,1,015879-109-11-01,90.0,1,3.0,,2.0,1.0,0,0
015879,121,11,01,1,2,55,5,1,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,2,015879-121-11-01,55.0,1,3.0,,2.0,1.0,0,0
015879,121,11,02,3,1,27,7,1,5,3,7,1,0.0,0.0,0.0,5,6, ,163.764602661133,2,015879-121-11-02,27.0,1,3.0,7.0,5.0,1.0,0,0
015879,137,11,01,1,2,82,3,0, , , , ,0.0,0.0,0.0,5,6, ,163.764602661133,1,015879-137-11-01,82.0,1,,,,0.0,0,0
015879,165,11,01,1,1,42,6,5,2,3, ,1,0.0,0.0,0.0,5,6, ,163.764602661133,3,015879-165-11-01,42.0,1,3.0,,2.0,1.0,0,0
015879,165,11,02,2,2,39,6,5,5,3,7,1,0.0,0.0,0.0,5,6, ,163.764602661133,3,015879-165-11-02,39.0,1,3.0,7.0,5.0,1.0,0,0
015879,165,11,03,3,1,2,,,,,,,0.0,0.0,0.0,5,6, ,163.764602661133,3,015879-165-11-03,2.0,0,,,,,0,0
015880,003,11,01,1,1,41,3,0,2,3, ,1,0.0,0.0,0.0,5,6, ,169.707336425781,7,015880-003-11-01,41.0,1,3.0,,2.0,1.0,0,0
015880,003,11,02,2,2,36,3,0,5,3,7,1,0.0,0.0,0.0,5,6, ,169.707336425781,7,015880-003-11-02,36.0,1,3.0,7.0,5.0,1.0,0,0
015880,003,11,03,3,1,16,5,4,4,3,7,1,0.0,0.0,0.0,5,6, ,169.707336425781,7,015880-003-11-03,16.0,1,3.0,7.0,4.0,1.0,0,0
015880,003,11,04,3,2,15,5,2, , , , ,0.0,0.0,0.0,5,6, ,169.707336425781,7,015880-003-11-04,15.0,1,,,,0.0,0,0
015880,003,11,05,3,2,10,3,0,,,,,0.0,0.0,0.0,5,6, ,169.707336425781,7,015880-003-11-05,10.0,0,,,,,0,0
015880,003,11,06,3,1,8,3,0,,,,,0.0,0.0,0.0,5,6, ,169.707336425781,7,015880-003-11-06,8.0,0,,,,,0,0
015880,003,11,07,3,2,2,,,,,,,0.0,0.0,0.0,5,6, ,169.707336425781,7,015880-003-11-07,2.0,0,,,,,0,0
015880,013,11,01,1,2,56,1, ,6, ,7,1,0.0,0.0,0.0,5,6, ,169.707336425781,1,015880-013-11-01,56.0,1,,7.0,6.0,1.0,0,0
015880,025,11,01,1,2,87,1, , , , , ,0.0,0.0,0.0,5,6, ,169.707336425781,1,015880-025-11-01,87.0,1,,,,0.0,0,0
015880,025,11,02,3,2,48,,,,,,,0.0,0.0,0.0,5,6, ,169.707336425781,1,015880-025-11-02,48.0,0,,,,,0,0
015880,025,11,03,5,2,22,,,,,,,0.0,0.0,0.0,5,6, ,169.707336425781,1,015880-025-11-03,22.0,0,,,,,0,0
015880,025,11,04,5,2,12,,,,,,,0.0,0.0,0.0,5,6, ,169.707336425781,1,015880-025-11-04,12.0,0,,,,,0,0
015880,058,11,01,1,1,58,6,5,2,3, ,1,0.0,0.0,0.0,5,6, ,169.707336425781,1,015880-058-11-01,58.0,1,3.0,,2.0,1.0,0,0
015880,066,11,01,1,1,66,6,5,2,3, ,1,0.0,0.0,0.0,5,6, ,169.707336425781,2,015880-066-11-01,66.0,1,3.0,,2.0,1.0,0,0
015880,066,11,02,2,2,64,5,2,5,3,7,1,0.0,0.0,0.0,5,6, ,169.707336425781,2,015880-066-11-02,64.0,1,3.0,7.0,5.0,1.0,0,0
015880,076,11,01,1,1,36,10,5,3, ,2,5,0.0,0.0,9.0,5,6, ,169.707336425781,4,015880-076-11-01,36.0,1,,2.0,3.0,0.0,1,0
015880,076,11,02,2,2,42,10,6, , , , ,0.0,0.0,0.0,5,6, ,169.707336425781,4,015880-076-11-02,42.0,1,,,,0.0,0,0
015880,076,11,03,3,2,15,5,3, , , , ,0.0,0.0,0.0,5,6, ,169.707336425781,4,015880-076-11-03,15.0,1,,,,0.0,0,0
015880,076,11,04,3,1,8,3,0,,,,,0.0,0.0,0.0,5,6, ,169.707336425781,4,015880-076-11-04,8.0,0,,,,,0,0
015880,088,11,01,1,1,50,6,5,4,3,7,1,0.0,0.0,0.0,5,6, ,169.707336425781,5,015880-088-11-01,50.0,1,3.0,7.0,4.0,1.0,0,0
015880,088,11,02,2,2,45,6,5,2,3, ,1,0.0,0.0,9.0,5,6, ,169.707336425781,5,015880-088-11-02,45.0,1,3.0,,2.0,1.0,1,0
015880,088,11,03,3,1,25,9,4, , , , ,0.0,8.0,0.0,5,6, ,169.707336425781,5,015880-088-11-03,25.0,1,,,,0.0,0,1
015880,088,11,04,3,2,24,9,4, , , , ,0.0,8.0,0.0,5,6, ,169.707336425781,5,015880-088-11-04,24.0,1,,,,0.0,0,1
015880,088,11,05,3,1,21,6,5, , , , ,0.0,8.0,0.0,5,6, ,169.707336425781,5,015880-088-11-05,21.0,1,,,,0.0,0,1
015880,096,11,01,1,1,64,8,5,3, ,1,5,0.0,0.0,0.0,5,6, ,169.707336425781,5,015880-096-11-01,64.0,1,,1.0,3.0,0.0,0,0
015880,096,11,02,2,2,53,4,0,5,3,7,1,0.0,0.0,0.0,5,6, ,169.707336425781,5,015880-096-11-02,53.0,1,3.0,7.0,5.0,1.0,0,0
015880,096,11,03,3,1,27,9,1,3,3,7,1,0.0,8.0,0.0,5,6, ,169.707336425781,5,015880-096-11-03,27.0,1,3.0,7.0,3.0,1.0,0,1
015880,096,11,04,3,1,22,9,4, , , , ,0.0,8.0,0.0,5,6, ,169.707336425781,5,015880-096-11-04,22.0,1,,,,0.0,0,1
015880,096,11,05,3,1,19,6,5,5,3,7,1,0.0,8.0,0.0,5,6, ,169.707336425781,5,015880-096-11-05,19.0,1,3.0,7.0,5.0,1.0,0,1
015881,017,11,01,1,1,74,3,0,2,3, ,1,0.0,0.0,0.0,5,7, ,167.209548950195,1,015881-017-11-01,74.0,1,3.0,,2.0,1.0,0,0
015881,018,11,01,1,1,52,6,5,2,3, ,1,0.0,0.0,0.0,5,7, ,167.209548950195,3,015881-018-11-01,52.0,1,3.0,,2.0,1.0,0,0
015881,018,11,02,2,2,40,3,0,5,3,7,1,0.0,0.0,0.0,5,7, ,167.209548950195,3,015881-018-11-02,40.0,1,3.0,7.0,5.0,1.0,0,0
015881,018,11,03,3,1,9,3,0,,,,,0.0,0.0,0.0,5,7, ,167.209548950195,3,015881-018-11-03,9.0,0,,,,,0,0
015881,019,11,01,1,1,89,3,1,2,3, ,1,0.0,0.0,9.0,5,7, ,167.209548950195,1,015881-019-11-01,89.0,1,3.0,,2.0,1.0,1,0
015881,020,11,01,1,1,77,4,5,2,3, ,1,0.0,0.0,0.0,5,7, ,167.209548950195,2,015881-020-11-01,77.0,1,3.0,,2.0,1.0,0,0
015881,020,11,02,2,2,72,3,3,5,3,7,1,0.0,0.0,0.0,5,7, ,167.209548950195,2,015881-020-11-02,72.0,1,3.0,7.0,5.0,1.0,0,0
015881,177,11,01,1,1,54,6,5,2,3, ,1,0.0,0.0,9.0,5,7, ,167.209548950195,5,015881-177-11-01,54.0,1,3.0,,2.0,1.0,1,0
015881,177,11,02,2,2,43,4,0,5,3,7,1,0.0,0.0,9.0,5,7, ,167.209548950195,5,015881-177-11-02,43.0,1,3.0,7.0,5.0,1.0,1,0
015881,177,11,03,3,2,24,6,5,3,3,7,1,0.0,0.0,0.0,5,7, ,167.209548950195,5,015881-177-11-03,24.0,1,3.0,7.0,3.0,1.0,0,0
015881,177,11,04,3,1,17,5,4,5,3,7,1,0.0,0.0,0.0,5,7, ,167.209548950195,5,015881-177-11-04,17.0,1,3.0,7.0,5.0,1.0,0,0
015881,177,11,05,3,1,11,3,0,,,,,0.0,0.0,0.0,5,7, ,167.209548950195,5,015881-177-11-05,11.0,0,,,,,0,0
015881,178,11,01,1,2,73,1, ,2,3, ,1,0.0,0.0,0.0,5,7, ,167.209548950195,1,015881-178-11-01,73.0,1,3.0,,2.0,1.0,0,0
015881,179,11,01,1,2,36,4,0,4, ,5,5,0.0,0.0,0.0,5,7, ,167.209548950195,3,015881-179-11-01,36.0,1,,5.0,4.0,0.0,0,0
015881,179,11,02,3,1,19,5,2,7,3,7,1,0.0,0.0,0.0,5,7, ,167.209548950195,3,015881-179-11-02,19.0,1,3.0,7.0,7.0,1.0,0,0
015881,179,11,03,3,2,14,4,0, , , , ,0.0,0.0,0.0,5,7, ,167.209548950195,3,015881-179-11-03,14.0,1,,,,0.0,0,0
015881,180,11,01,1,2,35,6,5,2,3, ,1,0.0,8.0,0.0,5,7, ,167.209548950195,5,015881-180-11-01,35.0,1,3.0,,2.0,1.0,0,1
015881,180,11,02,3,1,14,5,2,7,3,7,1,0.0,0.0,0.0,5,7, ,167.209548950195,5,015881-180-11-02,14.0,1,3.0,7.0,7.0,1.0,0,0
015881,180,11,03,3,1,12,4,0,,,,,0.0,0.0,0.0,5,7, ,167.209548950195,5,015881-180-11-03,12.0,0,,,,,0,0
015881,180,11,04,3,2,7,3,0,,,,,0.0,0.0,0.0,5,7, ,167.209548950195,5,015881-180-11-04,7.0,0,,,,,0,0
015881,180,11,05,3,2,5,2,2,,,,,0.0,0.0,0.0,5,7, ,167.209548950195,5,015881-180-11-05,5.0,0,,,,,0,0
015882,017,11,01,1,1,82,3,2,2,3, ,1,0.0,0.0,0.0,5,7, ,179.438827514648,2,015882-017-11-01,82.0,1,3.0,,2.0,1.0,0,0
015882,017,11,02,2,2,70,3,0,5,3,7,1,0.0,8.0,0.0,5,7, ,179.438827514648,2,015882-017-11-02,70.0,1,3.0,7.0,5.0,1.0,0,1
015882,018,11,01,1,2,29,4,0,2,3, ,1,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-018-11-01,29.0,1,3.0,,2.0,1.0,0,0
015882,018,11,02,2,1,34,5,2,4,3,7,1,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-018-11-02,34.0,1,3.0,7.0,4.0,1.0,0,0
015882,018,11,03,3,2,12,4,0,,,,,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-018-11-03,12.0,0,,,,,0,0
015882,018,11,04,3,1,8,3,0,,,,,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-018-11-04,8.0,0,,,,,0,0
015882,018,11,05,3,2,2,,,,,,,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-018-11-05,2.0,0,,,,,0,0
015882,019,11,01,1,1,58,10,5,3, ,2,5,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-019-11-01,58.0,1,,2.0,3.0,0.0,0,0
015882,019,11,02,2,2,48,6,5,5,3,7,1,0.0,0.0,9.0,5,7, ,179.438827514648,5,015882-019-11-02,48.0,1,3.0,7.0,5.0,1.0,1,0
015882,019,11,03,3,1,20,6,5,5,3,7,1,0.0,8.0,0.0,5,7, ,179.438827514648,5,015882-019-11-03,20.0,1,3.0,7.0,5.0,1.0,0,1
015882,019,11,04,3,1,14,5,2,5,3,7,1,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-019-11-04,14.0,1,3.0,7.0,5.0,1.0,0,0
015882,019,11,05,3,1,10,3,0,,,,,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-019-11-05,10.0,0,,,,,0,0
015882,020,11,01,1,1,56,4,0,2,3, ,1,0.0,0.0,0.0,5,7, ,179.438827514648,3,015882-020-11-01,56.0,1,3.0,,2.0,1.0,0,0
015882,020,11,02,2,2,52,3,0,2,3, ,1,0.0,0.0,0.0,5,7, ,179.438827514648,3,015882-020-11-02,52.0,1,3.0,,2.0,1.0,0,0
015882,020,11,03,3,1,16,5,1,2,3, ,1,0.0,0.0,0.0,5,7, ,179.438827514648,3,015882-020-11-03,16.0,1,3.0,,2.0,1.0,0,0
015882,143,11,01,1,1,32,5,1,2,3, ,1,0.0,8.0,0.0,5,7, ,179.438827514648,5,015882-143-11-01,32.0,1,3.0,,2.0,1.0,0,1
015882,143,11,02,2,2,25,4,0,5,3,7,1,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-143-11-02,25.0,1,3.0,7.0,5.0,1.0,0,0
015882,143,11,03,3,2,10,3,0,,,,,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-143-11-03,10.0,0,,,,,0,0
015882,143,11,04,3,2,5,2,2,,,,,0.0,0.0,0.0,5,7, ,179.438827514648,5,015882-143-11-04,5.0,0,,,,,0,0
