CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,DOMINIO,ESTRATO,PANEL,FACTOR07,MIEPERHO,llave_persona,Edad,Ocupado,P510A1_num,P511A_num,P507_num,Informal,CreditoFormal_2024,Billetera,CreditoFormal_2025,P203_num,Ocupado_num,CreditoFormal_2024_num,CreditoFormal_2025_num,Informal_num,NuevoCredito
16656,20,11,1,1,2,68,5.0,1,2,3, ,1,0.0,0.0,0.0,5,8,1,163.693298339844,2,16656-20-11-1,68.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16656,36,11,1,1,2,62,4.0,5,2,3, ,1,0.0,0.0,0.0,5,8,1,163.693298339844,4,16656-36-11-1,62.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16656,37,11,1,1,1,69,4.0,5,2,3, ,1,0.0,0.0,0.0,5,8,1,163.693298339844,2,16656-37-11-1,69.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16656,49,11,1,1,2,93,3.0,1,2,3, ,1,0.0,0.0,0.0,5,8,1,163.693298339844,1,16656-49-11-1,93.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16658,34,11,1,1,1,54,4.0,0,4,3,7,1,0.0,0.0,0.0,5,6, ,163.693298339844,5,16658-34-11-1,54.0,1,3.0,7.0,4.0,1.0,0,0,0,1,1,0,0,1.0,0
16658,51,11,1,1,2,56,3.0,0,4,3,7,1,0.0,0.0,0.0,5,6, ,163.693298339844,1,16658-51-11-1,56.0,1,3.0,7.0,4.0,1.0,0,0,0,1,1,0,0,1.0,0
16658,57,11,1,1,2,75,3.0,4,2,3, ,1,0.0,0.0,0.0,5,6, ,163.693298339844,1,16658-57-11-1,75.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16658,64,11,1,1,1,51,5.0,1,2,3, ,1,0.0,0.0,0.0,5,6, ,163.693298339844,3,16658-64-11-1,51.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16658,75,11,1,1,1,57,6.0,5,2,3, ,1,0.0,0.0,0.0,5,6, ,163.693298339844,2,16658-75-11-1,57.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16660,10,11,1,1,1,36,3.0,0,2,3, ,1,0.0,0.0,0.0,5,7, ,156.397872924805,4,16660-10-11-1,36.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16660,11,11,1,1,2,75,3.0,0, , , , ,0.0,0.0,0.0,5,7, ,156.397872924805,5,16660-11-11-1,75.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16660,87,11,1,1,1,66,1.0, ,2,3, ,1,0.0,0.0,0.0,5,7, ,156.397872924805,2,16660-87-11-1,66.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16660,88,11,1,1,1,38,6.0,5,2,3, ,1,0.0,0.0,0.0,5,7, ,156.397872924805,5,16660-88-11-1,38.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16660,89,11,1,1,1,48,3.0,0,2,3, ,1,0.0,0.0,0.0,5,7, ,156.397872924805,4,16660-89-11-1,48.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16660,90,11,1,1,1,47,4.0,0,2,3, ,1,0.0,0.0,0.0,5,7, ,156.397872924805,4,16660-90-11-1,47.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16660,92,11,1,1,1,62,3.0,3,2,3, ,1,0.0,0.0,0.0,5,7, ,156.397872924805,4,16660-92-11-1,62.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,69,11,1,1,2,82,1.0, ,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,1,16661-69-11-1,82.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,70,11,1,1,1,43,6.0,5,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,4,16661-70-11-1,43.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,71,11,1,1,2,81,1.0, ,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,1,16661-71-11-1,81.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,72,11,1,1,1,57,5.0,4,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,2,16661-72-11-1,57.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,241,11,1,1,1,56,6.0,5,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,2,16661-241-11-1,56.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,242,11,1,1,1,61,4.0,5,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,7,16661-242-11-1,61.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,243,11,1,1,1,59,3.0,3,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,4,16661-243-11-1,59.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16661,244,11,1,1,1,57,3.0,0,2,3, ,1,0.0,0.0,0.0,5,7, ,149.580154418945,5,16661-244-11-1,57.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16662,2,11,1,1,1,72,1.0, ,2,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,2,16662-2-11-1,72.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16662,3,11,1,1,1,30,5.0,3,2,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,4,16662-3-11-1,30.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16662,4,11,1,1,2,45,3.0,0,1,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,3,16662-4-11-1,45.0,1,3.0,,1.0,1.0,0,0,0,1,1,0,0,1.0,0
16662,177,11,1,1,1,61,3.0,3,2,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,3,16662-177-11-1,61.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16662,178,11,1,1,1,35,4.0,0,2,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,5,16662-178-11-1,35.0,1,3.0,,2.0,1.0,0,0,1,1,1,0,1,1.0,1
16662,180,11,1,1,1,38,5.0,4,2,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,5,16662-180-11-1,38.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16662,181,11,1,1,1,47,1.0, ,2,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,1,16662-181-11-1,47.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16662,183,11,1,1,2,63,3.0,1,2,3, ,1,0.0,0.0,0.0,5,7, ,150.620132446289,1,16662-183-11-1,63.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16663,21,11,1,1,2,78,1.0, ,2,3, ,1,0.0,0.0,0.0,5,7, ,163.693298339844,2,16663-21-11-1,78.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16663,22,11,1,1,1,58,4.0,0,2,3, ,1,0.0,0.0,0.0,5,7, ,163.693298339844,2,16663-22-11-1,58.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16663,24,11,1,1,2,58,3.0,1,2,3, ,1,0.0,0.0,0.0,5,7, ,163.693298339844,2,16663-24-11-1,58.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16663,85,11,1,1,1,52,3.0,0,2,3, ,1,0.0,0.0,0.0,5,7, ,163.693298339844,5,16663-85-11-1,52.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16663,86,11,1,1,1,69,3.0,1,2,3, ,1,0.0,0.0,0.0,5,7, ,163.693298339844,2,16663-86-11-1,69.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16663,87,11,1,1,1,77,3.0,4,2,3, ,1,0.0,0.0,0.0,5,7, ,163.693298339844,2,16663-87-11-1,77.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16663,88,11,1,1,1,59,6.0,5,2,3, ,1,0.0,0.0,0.0,5,7, ,163.693298339844,3,16663-88-11-1,59.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16695,144,11,1,1,1,60,9.0,1,5,3,7,1,0.0,0.0,0.0,7,2,1,2.33714890480042,3,16695-144-11-1,60.0,1,3.0,7.0,5.0,1.0,0,0,0,1,1,0,0,1.0,0
16695,178,11,1,1,2,90,5.0,2, , , , ,0.0,0.0,0.0,7,2,1,2.33714890480042,1,16695-178-11-1,90.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16696,18,11,1,1,1,46,9.0,1,3,1,2,3,0.0,8.0,0.0,7,2,2,1.9110095500946,4,16696-18-11-1,46.0,1,1.0,2.0,3.0,0.0,0,1,0,1,1,0,0,0.0,0
16696,35,11,1,1,1,52,1.0, ,2,3, ,1,0.0,0.0,0.0,7,2,1,1.9110095500946,2,16696-35-11-1,52.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16696,53,11,1,1,2,70,4.0,5,2,2, ,1,0.0,8.0,0.0,7,2,1,1.9110095500946,1,16696-53-11-1,70.0,1,2.0,,2.0,0.0,0,1,0,1,1,0,0,0.0,0
16696,102,11,1,1,1,33,5.0,3,2,3, ,1,0.0,0.0,0.0,7,2,1,1.9110095500946,3,16696-102-11-1,33.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16696,134,11,1,1,1,65,6.0,5,3,3,7,1,0.0,0.0,0.0,7,2,1,1.9110095500946,1,16696-134-11-1,65.0,1,3.0,7.0,3.0,1.0,0,0,0,1,1,0,0,1.0,0
16697,23,11,1,1,1,51,5.0,3,4,3,7,1,0.0,0.0,0.0,7,2,1,78.8108367919922,7,16697-23-11-1,51.0,1,3.0,7.0,4.0,1.0,0,0,0,1,1,0,0,1.0,0
16697,55,11,1,1,2,53,4.0,0,2,3, ,1,0.0,8.0,0.0,7,2,2,78.8108367919922,7,16697-55-11-1,53.0,1,3.0,,2.0,1.0,0,1,0,1,1,0,0,1.0,0
16697,71,11,1,1,1,84,10.0,5, , , , ,0.0,0.0,0.0,7,2,1,78.8108367919922,1,16697-71-11-1,84.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16698,15,11,1,1,2,56,1.0, ,2,3, ,1,0.0,0.0,0.0,7,2,1,116.767944335938,2,16698-15-11-1,56.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16698,38,11,1,1,1,44,9.0,3,3,2,7,1,0.0,0.0,0.0,7,2,1,116.767944335938,4,16698-38-11-1,44.0,1,2.0,7.0,3.0,1.0,0,0,0,1,1,0,0,1.0,0
16698,50,11,1,1,1,58,4.0,5,3,3,7,1,0.0,0.0,0.0,7,2,1,116.767944335938,5,16698-50-11-1,58.0,1,3.0,7.0,3.0,1.0,0,0,0,1,1,0,0,1.0,0
16698,72,11,1,1,1,69,3.0,3,2,3, ,1,0.0,0.0,0.0,7,2,2,116.767944335938,3,16698-72-11-1,69.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16699,31,11,1,1,2,63,11.0,2,3, ,2,5,0.0,8.0,0.0,7,2,1,1.52136182785034,2,16699-31-11-1,63.0,1,,2.0,3.0,0.0,0,1,0,1,1,0,0,0.0,0
16699,46,11,1,1,2,58,10.0,5,3,3,7,1,0.0,0.0,0.0,7,2,1,1.52136182785034,1,16699-46-11-1,58.0,1,3.0,7.0,3.0,1.0,0,0,0,1,1,0,0,1.0,0
16699,104,11,1,1,1,40,10.0,5,3,1,2,2,0.0,8.0,0.0,7,2,1,1.52136182785034,4,16699-104-11-1,40.0,1,1.0,2.0,3.0,0.0,0,1,1,1,1,0,1,0.0,1
16699,148,11,1,1,1,47,11.0,2, , , , ,0.0,0.0,0.0,7,2,1,1.52136182785034,5,16699-148-11-1,47.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16700,99,11,1,1,2,64,3.0,2,2,3, ,1,0.0,0.0,0.0,7,2,1,59.1081237792969,2,16700-99-11-1,64.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16701,6,11,1,1,2,52,4.0,0,4,1,7,1,0.0,0.0,0.0,7,2,1,133.546859741211,3,16701-6-11-1,52.0,1,1.0,7.0,4.0,1.0,0,0,0,1,1,0,0,1.0,0
16701,26,11,1,1,1,46,4.0,0,2,3, ,1,0.0,8.0,0.0,7,2,1,133.546859741211,5,16701-26-11-1,46.0,1,3.0,,2.0,1.0,0,1,0,1,1,0,0,1.0,0
16701,46,11,1,1,1,36,6.0,5,2,3, ,1,0.0,0.0,0.0,7,2,1,133.546859741211,3,16701-46-11-1,36.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16701,106,11,1,1,2,69,1.0, , , , , ,0.0,0.0,0.0,7,2,1,133.546859741211,3,16701-106-11-1,69.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16702,6,11,1,1,2,25,7.0,1,2,3, ,1,0.0,8.0,0.0,7,2,1,118.996566772461,2,16702-6-11-1,25.0,1,3.0,,2.0,1.0,0,1,0,1,1,0,0,1.0,0
16702,39,11,1,1,1,59,7.0,1,4,3,7,1,0.0,0.0,0.0,7,2,1,118.996566772461,4,16702-39-11-1,59.0,1,3.0,7.0,4.0,1.0,0,0,0,1,1,0,0,1.0,0
16702,53,11,1,1,1,29,6.0,5,2,3, ,1,0.0,0.0,0.0,7,2,1,118.996566772461,5,16702-53-11-1,29.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16702,64,11,1,1,2,43,1.0, ,2,3, ,1,0.0,0.0,0.0,7,2,1,118.996566772461,3,16702-64-11-1,43.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16702,75,11,1,1,2,60,3.0,0, , , , ,0.0,0.0,0.0,7,2,1,118.996566772461,2,16702-75-11-1,60.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16703,3,11,1,1,2,59,6.0,5,2,3, ,1,0.0,0.0,0.0,7,2,1,49.5345993041992,1,16703-3-11-1,59.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16703,19,11,1,1,1,48,10.0,5,1,1, ,1,0.0,0.0,0.0,7,2,1,49.5345993041992,4,16703-19-11-1,48.0,1,1.0,,1.0,0.0,0,0,0,1,1,0,0,0.0,0
16703,161,11,1,1,1,72,6.0,5, , , , ,0.0,0.0,0.0,7,2,1,49.5345993041992,2,16703-161-11-1,72.0,1,,,,0.0,0,0,1,1,1,0,1,0.0,1
16705,81,11,1,1,1,49,10.0,5,3, ,6,5,0.0,0.0,0.0,7,2,1,57.072093963623,4,16705-81-11-1,49.0,1,,6.0,3.0,0.0,0,0,1,1,1,0,1,0.0,1
16705,116,11,1,1,2,52,8.0,3,4, ,2,5,0.0,0.0,0.0,7,2,1,57.072093963623,3,16705-116-11-1,52.0,1,,2.0,4.0,0.0,0,0,0,1,1,0,0,0.0,0
16705,133,11,1,1,2,59,4.0,5, , , , ,0.0,0.0,0.0,7,2,1,57.072093963623,2,16705-133-11-1,59.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16705,167,11,1,1,1,48,6.0,5, , , , ,0.0,8.0,0.0,7,2,1,57.072093963623,4,16705-167-11-1,48.0,1,,,,0.0,0,1,0,1,1,0,0,0.0,0
16706,18,11,1,1,1,33,6.0,5,4,1,2,5,0.0,0.0,0.0,7,2,2,123.355690002441,3,16706-18-11-1,33.0,1,1.0,2.0,4.0,0.0,0,0,0,1,1,0,0,0.0,0
16706,30,11,1,1,1,82,3.0,0,2,3, ,1,0.0,0.0,0.0,7,2,1,123.355690002441,2,16706-30-11-1,82.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16706,42,11,1,1,2,51,3.0,0, , , , ,0.0,0.0,0.0,7,2,1,123.355690002441,1,16706-42-11-1,51.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16706,54,11,1,1,1,54,6.0,5,2,3, ,1,0.0,0.0,0.0,7,2,1,123.355690002441,3,16706-54-11-1,54.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16706,73,11,1,1,2,52,3.0,0,2,3, ,1,0.0,0.0,0.0,7,2,1,123.355690002441,4,16706-73-11-1,52.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16707,1,11,1,1,1,68,10.0,5,2,2, ,1,0.0,0.0,0.0,7,2, ,2.33714890480042,2,16707-1-11-1,68.0,1,2.0,,2.0,0.0,0,0,1,1,1,0,1,0.0,1
16707,91,11,1,1,2,41,9.0,1,3,2,7,1,0.0,8.0,0.0,7,2, ,2.33714890480042,3,16707-91-11-1,41.0,1,2.0,7.0,3.0,1.0,0,1,0,1,1,0,0,1.0,0
16707,108,11,1,1,1,76,6.0,5,2,3, ,1,0.0,0.0,0.0,7,2, ,2.33714890480042,2,16707-108-11-1,76.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16707,126,11,1,1,2,24,9.0,3,3,1,7,1,0.0,8.0,0.0,7,2, ,2.33714890480042,2,16707-126-11-1,24.0,1,1.0,7.0,3.0,1.0,0,1,1,1,1,0,1,1.0,1
16707,164,11,1,1,2,62,7.0,1, , , , ,0.0,8.0,0.0,7,2, ,2.33714890480042,4,16707-164-11-1,62.0,1,,,,0.0,0,1,1,1,1,0,1,0.0,1
16708,35,11,1,1,1,46,7.0,1,1,3, ,1,0.0,0.0,0.0,7,2, ,59.1081237792969,5,16708-35-11-1,46.0,1,3.0,,1.0,1.0,0,0,0,1,1,0,0,1.0,0
16708,73,11,1,1,2,80,1.0, , , , , ,0.0,0.0,0.0,7,2, ,59.1081237792969,1,16708-73-11-1,80.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16708,93,11,1,1,1,65,10.0,5, , , , ,0.0,0.0,0.0,7,2, ,59.1081237792969,2,16708-93-11-1,65.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16708,167,11,1,1,1,81,6.0,5, , , , ,0.0,0.0,0.0,7,2, ,59.1081237792969,3,16708-167-11-1,81.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16709,13,11,1,1,1,55,3.0,0,4,3,7,1,0.0,0.0,0.0,7,2, ,116.767944335938,2,16709-13-11-1,55.0,1,3.0,7.0,4.0,1.0,0,0,0,1,1,0,0,1.0,0
16709,30,11,1,1,1,27,6.0,5,2,2, ,1,0.0,8.0,0.0,7,2, ,116.767944335938,3,16709-30-11-1,27.0,1,2.0,,2.0,0.0,0,1,1,1,1,0,1,0.0,1
16709,65,11,1,1,2,59,8.0,5,3, ,1,5,0.0,0.0,0.0,7,2, ,116.767944335938,4,16709-65-11-1,59.0,1,,1.0,3.0,0.0,0,0,0,1,1,0,0,0.0,0
16709,100,11,1,1,2,29,6.0,5,3,2,7,1,0.0,0.0,0.0,7,2, ,116.767944335938,3,16709-100-11-1,29.0,1,2.0,7.0,3.0,1.0,0,0,0,1,1,0,0,1.0,0
16709,117,11,1,1,1,49,10.0,5, , , , ,0.0,0.0,0.0,7,2, ,116.767944335938,4,16709-117-11-1,49.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16710,44,11,1,1,2,36,6.0,5,2,3, ,1,0.0,8.0,0.0,7,2, ,133.546859741211,2,16710-44-11-1,36.0,1,3.0,,2.0,1.0,0,1,0,1,1,0,0,1.0,0
16710,71,11,1,1,1,29,6.0,5,4,3,7,1,0.0,8.0,0.0,7,2, ,133.546859741211,4,16710-71-11-1,29.0,1,3.0,7.0,4.0,1.0,0,1,0,1,1,0,0,1.0,0
16710,85,11,1,1,1,38,6.0,5,7,3,7,1,0.0,0.0,0.0,7,2, ,133.546859741211,7,16710-85-11-1,38.0,1,3.0,7.0,7.0,1.0,0,0,0,1,1,0,0,1.0,0
16710,99,11,1,1,2,63,4.0,5, , , , ,0.0,0.0,0.0,7,2, ,133.546859741211,1,16710-99-11-1,63.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16723,4,11,1,1,2,48,1.0, ,4,3,7,1,0.0,0.0,0.0,5,5,1,781.23193359375,2,16723-4-11-1,48.0,1,3.0,7.0,4.0,1.0,0,0,1,1,1,0,1,1.0,1
16723,17,11,1,1,2,55,3.0,0,2,3, ,1,0.0,0.0,0.0,5,5,1,781.23193359375,1,16723-17-11-1,55.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16723,42,11,1,1,1,59,3.0,3,2,3, ,1,0.0,0.0,0.0,5,5,1,781.23193359375,2,16723-42-11-1,59.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16723,79,11,1,1,2,55,6.0,5,2,3, ,1,0.0,0.0,0.0,5,5,1,781.23193359375,2,16723-79-11-1,55.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16724,4,11,1,1,1,36,10.0,5,3, ,2,5,0.0,8.0,0.0,5,5,1,849.50732421875,4,16724-4-11-1,36.0,1,,2.0,3.0,0.0,0,1,0,1,1,0,0,0.0,0
16724,18,11,1,1,1,26,7.0,2,3,2,7,1,0.0,8.0,0.0,5,5,2,849.50732421875,2,16724-18-11-1,26.0,1,2.0,7.0,3.0,1.0,0,1,0,1,1,0,0,1.0,0
16724,62,11,1,1,2,27,5.0,4, , , , ,0.0,0.0,0.0,5,5,1,849.50732421875,4,16724-62-11-1,27.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16724,72,11,1,1,1,20,7.0,2, , , , ,0.0,8.0,0.0,5,5,1,849.50732421875,1,16724-72-11-1,20.0,1,,,,0.0,0,1,0,1,1,0,0,0.0,0
16725,39,11,1,1,2,50,6.0,5,2,2, ,1,0.0,0.0,0.0,5,5,1,504.799530029297,2,16725-39-11-1,50.0,1,2.0,,2.0,0.0,0,0,0,1,1,0,0,0.0,0
16725,99,11,1,1,2,56,4.0,0,2,2, ,1,0.0,0.0,0.0,5,5,1,504.799530029297,2,16725-99-11-1,56.0,1,2.0,,2.0,0.0,0,0,0,1,1,0,0,0.0,0
16725,162,11,1,1,1,51,3.0,0,2,3, ,1,0.0,0.0,0.0,5,5,1,504.799530029297,5,16725-162-11-1,51.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16726,38,11,1,1,1,44,6.0,5,1,3, ,1,0.0,0.0,0.0,5,5,1,849.50732421875,4,16726-38-11-1,44.0,1,3.0,,1.0,1.0,0,0,0,1,1,0,0,1.0,0
16726,66,11,1,1,1,32,6.0,5,2,3, ,1,0.0,0.0,0.0,5,5,1,849.50732421875,6,16726-66-11-1,32.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16726,104,11,1,1,2,80,1.0, , , , , ,0.0,0.0,0.0,5,5,1,849.50732421875,1,16726-104-11-1,80.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16726,117,11,1,1,1,98,1.0, , , , , ,0.0,0.0,0.0,5,5,1,849.50732421875,3,16726-117-11-1,98.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16727,15,11,1,1,2,46,3.0,0,1,3, ,1,0.0,0.0,0.0,5,5,1,768.34814453125,3,16727-15-11-1,46.0,1,3.0,,1.0,1.0,0,0,0,1,1,0,0,1.0,0
16727,47,11,1,1,1,61,3.0,0,2,3, ,1,0.0,0.0,0.0,5,5,1,768.34814453125,2,16727-47-11-1,61.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16727,60,11,1,1,1,36,5.0,2,1,3, ,1,0.0,0.0,0.0,5,5,1,768.34814453125,5,16727-60-11-1,36.0,1,3.0,,1.0,1.0,0,0,0,1,1,0,0,1.0,0
16727,102,11,1,1,1,44,6.0,5,4, ,6,5,0.0,8.0,0.0,5,5,1,768.34814453125,5,16727-102-11-1,44.0,1,,6.0,4.0,0.0,0,1,0,1,1,0,0,0.0,0
16727,115,11,1,1,2,30,3.0,0,2,3, ,1,0.0,0.0,0.0,5,5,1,768.34814453125,3,16727-115-11-1,30.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16728,11,11,1,1,1,64,4.0,5,4,3,7,1,0.0,0.0,0.0,5,5, ,982.355163574219,6,16728-11-11-1,64.0,1,3.0,7.0,4.0,1.0,0,0,0,1,1,0,0,1.0,0
16728,31,11,1,1,1,63,4.0,5,2,3, ,1,0.0,0.0,0.0,5,5, ,982.355163574219,4,16728-31-11-1,63.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16728,41,11,1,1,1,30,6.0,5,4,3,7,1,0.0,8.0,0.0,5,5, ,982.355163574219,3,16728-41-11-1,30.0,1,3.0,7.0,4.0,1.0,0,1,0,1,1,0,0,1.0,0
16728,52,11,1,1,1,40,6.0,5,2,3, ,1,0.0,8.0,0.0,5,5, ,982.355163574219,5,16728-52-11-1,40.0,1,3.0,,2.0,1.0,0,1,1,1,1,0,1,1.0,1
16728,62,11,1,1,2,55,3.0,0, , , , ,0.0,0.0,0.0,5,5, ,982.355163574219,2,16728-62-11-1,55.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16729,19,11,1,1,1,39,8.0,3,2,3, ,1,0.0,0.0,0.0,5,5,1,781.23193359375,5,16729-19-11-1,39.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16729,76,11,1,1,1,60,9.0,2,2,3, ,1,0.0,8.0,0.0,5,5,1,781.23193359375,1,16729-76-11-1,60.0,1,3.0,,2.0,1.0,0,1,0,1,1,0,0,1.0,0
16729,95,11,1,1,1,58,4.0,5,2,3, ,1,0.0,0.0,0.0,5,5,1,781.23193359375,5,16729-95-11-1,58.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16729,115,11,1,1,2,70,3.0,1,2,3, ,1,0.0,0.0,0.0,5,5,1,781.23193359375,1,16729-115-11-1,70.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16729,132,11,1,1,1,65,8.0,5,3, ,1,5,0.0,0.0,0.0,5,5,1,781.23193359375,4,16729-132-11-1,65.0,1,,1.0,3.0,0.0,0,0,0,1,1,0,0,0.0,0
16746,7,11,1,1,2,81,3.0,3, , , , ,0.0,0.0,0.0,7,3,1,3.11619853973389,4,16746-7-11-1,81.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16746,48,11,1,1,1,39,6.0,5, , , , ,0.0,0.0,0.0,7,3,1,3.11619853973389,6,16746-48-11-1,39.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
16746,61,11,1,1,2,66,6.0,5,2,3, ,1,0.0,0.0,0.0,7,3,1,3.11619853973389,3,16746-61-11-1,66.0,1,3.0,,2.0,1.0,0,0,1,1,1,0,1,1.0,1
16746,72,11,1,1,1,43,6.0,5,2,3, ,1,0.0,0.0,0.0,7,3,2,3.11619853973389,1,16746-72-11-1,43.0,1,3.0,,2.0,1.0,0,0,0,1,1,0,0,1.0,0
16746,85,11,1,1,1,59,10.0,5,3, ,1,5,0.0,8.0,0.0,7,3,1,3.11619853973389,3,16746-85-11-1,59.0,1,,1.0,3.0,0.0,0,1,0,1,1,0,0,0.0,0
16747,20,11,1,1,2,87,1.0, , , , , ,0.0,0.0,0.0,7,3,1,116.767944335938,2,16747-20-11-1,87.0,1,,,,0.0,0,0,0,1,1,0,0,0.0,0
