CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,P558G7,P558H1_7,P558H2_7,P558H3_7,P558H4_7,P558H5_7,P558H6_7,P558H7_7,P558H8_7,P558H9_7,P558H10_7,P558H11_7,P558H12_7,DOMINIO,ESTRATO,PANEL,FACTOR07,GASHOG2,MIEPERHO,llave_persona,Edad,P507_num,P510A1_num,P511A_num,Ocupado,Informal,CreditoFormal,TenenciaBilletera,UsoBilletera,CreditoInformal
015009,012,11,01,1,1,45,11,2,3, ,1,5,4.0,8.0,9.0,0,7,0,7,7,0,0,7,0,0,7,0,0,4,4, ,"87,2856903076172","28669,8828125",2,15009-12-11-1,45.0,3.0,,1.0,1,0.0,1,1,1,0
015009,012,11,02,3,2,20,9,2,2,3, ,1,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,7,7,0,4,4, ,"87,2856903076172","28669,8828125",2,15009-12-11-2,20.0,2.0,3.0,,1,1.0,0,1,1,0
015009,025,11,01,1,1,42,6,5,1,2, ,1,0.0,8.0,9.0,0,7,7,7,0,0,7,7,0,0,0,7,0,4,4, ,"87,2856903076172","29714,955078125",6,15009-25-11-1,42.0,1.0,2.0,,1,0.0,1,1,1,0
015009,025,11,02,2,2,36,5,3,2,3, ,1,0.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,"87,2856903076172","29714,955078125",6,15009-25-11-2,36.0,2.0,3.0,,1,1.0,1,1,0,0
015009,025,11,03,3,2,18,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,"87,2856903076172","29714,955078125",6,15009-25-11-3,18.0,,,,0,,0,0,0,0
015009,025,11,04,3,2,16,5,4, , , , ,0.0,0.0,0.0, , , , , , , , , , , , , ,4,4, ,"87,2856903076172","29714,955078125",6,15009-25-11-4,16.0,,,,0,,0,0,0,0
015009,025,11,05,3,2,8,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,"87,2856903076172","29714,955078125",6,15009-25-11-5,8.0,,,,0,,0,0,0,0
015009,025,11,06,3,2,8,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,"87,2856903076172","29714,955078125",6,15009-25-11-6,8.0,,,,0,,0,0,0,0
015009,049,11,01,1,2,44,8,3,3,1,1,2,0.0,8.0,0.0,0,7,7,7,0,0,7,7,0,0,7,7,7,4,4, ,"87,2856903076172","42756,40234375",3,15009-49-11-1,44.0,3.0,1.0,1.0,1,0.0,0,1,1,0
015009,049,11,02,3,1,24,10,5,2,3, ,1,4.0,8.0,9.0,0,7,7,0,7,0,7,7,0,0,0,0,0,4,4, ,"87,2856903076172","42756,40234375",3,15009-49-11-2,24.0,2.0,3.0,,1,1.0,1,1,1,0
015009,049,11,03,3,1,5,2,2,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,"87,2856903076172","42756,40234375",3,15009-49-11-3,5.0,,,,0,,0,0,0,0
015009,061,11,01,1,2,78,1, ,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,"87,2856903076172","10438,8076171875",1,15009-61-11-1,78.0,2.0,3.0,,1,1.0,0,0,0,0
015009,074,11,01,1,2,33,10,5,3, ,5,5,0.0,8.0,9.0,0,7,7,7,7,7,7,7,7,0,7,7,0,4,4, ,"87,2856903076172","43648,7109375",3,15009-74-11-1,33.0,3.0,,5.0,1,0.0,1,1,1,0
015009,074,11,02,2,1,27,10,5,3, ,5,5,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,0,0,0,4,4, ,"87,2856903076172","43648,7109375",3,15009-74-11-2,27.0,3.0,,5.0,1,0.0,0,1,1,0
015009,074,11,03,3,2,0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,"87,2856903076172","43648,7109375",3,15009-74-11-3,0.0,,,,0,,0,0,0,0
015009,086,11,01,1,2,64,6,5,2,3, ,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,"87,2856903076172","34244,4609375",2,15009-86-11-1,64.0,2.0,3.0,,1,1.0,0,1,0,0
015009,086,11,02,3,2,25,8,3,3, ,4,5,0.0,8.0,0.0,7,7,7,7,0,7,7,7,0,0,0,7,0,4,4, ,"87,2856903076172","34244,4609375",2,15009-86-11-2,25.0,3.0,,4.0,1,0.0,0,1,1,1
015009,130,11,01,1,2,76,4,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,"87,2856903076172","21630,546875",1,15009-130-11-1,76.0,,,,0,,0,0,0,0
015024,026,11,01,1,1,68,4,5,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"288,225769042969","23576,802734375",2,15024-26-11-1,68.0,1.0,3.0,,1,0.0,0,0,0,0
015024,026,11,02,2,2,56,1, ,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"288,225769042969","23576,802734375",2,15024-26-11-2,56.0,2.0,3.0,,1,1.0,0,0,0,0
015024,026,11,03,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","23576,802734375",2,15024-26-11-3,,,,,0,,0,0,0,0
015024,039,11,01,1,2,56,4,0,2,3, ,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"288,225769042969","15518,2041015625",2,15024-39-11-1,56.0,2.0,3.0,,1,1.0,0,1,0,0
015024,039,11,02,6,2,90,1, , , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"288,225769042969","15518,2041015625",2,15024-39-11-2,90.0,,,,0,,0,0,0,0
015024,039,11,03,3,2,35,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","15518,2041015625",2,15024-39-11-3,35.0,,,,0,,0,0,0,0
015024,039,11,04,5,2,9,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","15518,2041015625",2,15024-39-11-4,9.0,,,,0,,0,0,0,0
015024,039,11,05,5,1,2,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","15518,2041015625",2,15024-39-11-5,2.0,,,,0,,0,0,0,0
015024,069,11,01,1,2,27,8,3,3,1,7,2,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,7,7,0,4,4,1,"288,225769042969","24431,46875",3,15024-69-11-1,27.0,3.0,1.0,7.0,1,1.0,0,1,1,0
015024,069,11,02,3,1,2,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","24431,46875",3,15024-69-11-2,2.0,,,,0,,0,0,0,0
015024,069,11,03,11,2,18,6,5,6, ,7,1,0.0,8.0,0.0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,4,1,"288,225769042969","24431,46875",3,15024-69-11-3,18.0,6.0,,7.0,1,1.0,0,1,1,0
015024,098,11,01,1,1,37,10,5,3, ,1,5,0.0,8.0,9.0,0,7,7,7,7,7,7,7,7,7,0,0,0,4,4,1,"288,225769042969","73569,6015625",4,15024-98-11-1,37.0,3.0,,1.0,1,0.0,1,1,1,0
015024,098,11,02,2,2,30,8,3,5,2,7,1,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,0,0,0,4,4,1,"288,225769042969","73569,6015625",4,15024-98-11-2,30.0,5.0,2.0,7.0,1,1.0,0,1,1,0
015024,098,11,03,3,2,12,5,1,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","73569,6015625",4,15024-98-11-3,12.0,,,,0,,0,0,0,0
015024,098,11,04,3,2,1,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","73569,6015625",4,15024-98-11-4,1.0,,,,0,,0,0,0,0
015024,123,11,01,1,2,30,8,3,2,3, ,1,0.0,8.0,0.0,0,7,7,7,0,0,0,0,0,0,0,0,0,4,4,1,"288,225769042969","52469,421875",4,15024-123-11-1,30.0,2.0,3.0,,1,1.0,0,1,1,0
015024,123,11,02,2,1,33,8,3,2,3, ,1,0.0,8.0,9.0,0,7,7,7,7,0,7,7,0,0,7,0,0,4,4,1,"288,225769042969","52469,421875",4,15024-123-11-2,33.0,2.0,3.0,,1,1.0,1,1,1,0
015024,123,11,03,3,2,1,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","52469,421875",4,15024-123-11-3,1.0,,,,0,,0,0,0,0
015024,123,11,04,11,2,25,7,2,3,2,2,1,0.0,8.0,9.0,0,7,7,7,7,0,7,7,0,0,0,0,0,4,4,1,"288,225769042969","52469,421875",4,15024-123-11-4,25.0,3.0,2.0,2.0,1,0.0,1,1,1,0
015024,123,11,05,11,1,18,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4,1,"288,225769042969","52469,421875",4,15024-123-11-5,18.0,,,,0,,0,0,0,0
015029,003,11,01,1,2,66,1, ,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","6917,45263671875",1,15029-3-11-1,66.0,2.0,3.0,,1,1.0,0,0,0,0
015029,003,11,02,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,5,1,"288,225769042969","6917,45263671875",1,15029-3-11-2,,,,,0,,0,0,0,0
015029,003,11,03,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,5,1,"288,225769042969","6917,45263671875",1,15029-3-11-3,,,,,0,,0,0,0,0
015029,003,11,04,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,5,1,"288,225769042969","6917,45263671875",1,15029-3-11-4,,,,,0,,0,0,0,0
015029,003,11,05,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,5,1,"288,225769042969","6917,45263671875",1,15029-3-11-5,,,,,0,,0,0,0,0
015029,017,11,01,1,2,63,1, ,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","27684,240234375",5,15029-17-11-1,63.0,2.0,3.0,,1,1.0,0,0,0,0
015029,017,11,02,3,1,41,4,0, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","27684,240234375",5,15029-17-11-2,41.0,,,,0,,0,0,0,0
015029,017,11,03,3,1,21,6,5,4,3,7,1,0.0,8.0,0.0,0,7,7,0,7,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","27684,240234375",5,15029-17-11-3,21.0,4.0,3.0,7.0,1,1.0,0,1,1,0
015029,017,11,04,3,2,19,6,5,6, ,7,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","27684,240234375",5,15029-17-11-4,19.0,6.0,,7.0,1,1.0,0,1,0,0
015029,017,11,05,5,2,4,2,1,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,5,1,"288,225769042969","27684,240234375",5,15029-17-11-5,4.0,,,,0,,0,0,0,0
015029,047,11,01,1,1,59,11,2,3, ,1,5,0.0,8.0,9.0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","59217,01953125",3,15029-47-11-1,59.0,3.0,,1.0,1,0.0,1,1,1,0
015029,047,11,02,2,2,52,11,2,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","59217,01953125",3,15029-47-11-2,52.0,2.0,3.0,,1,1.0,0,0,0,0
015029,047,11,03,3,1,19,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","59217,01953125",3,15029-47-11-3,19.0,,,,0,,0,0,0,0
015029,047,11,04,6,2,84,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,5,1,"288,225769042969","59217,01953125",3,15029-47-11-4,84.0,,,,0,,0,0,0,0
015029,047,11,05,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,5,1,"288,225769042969","59217,01953125",3,15029-47-11-5,,,,,0,,0,0,0,0
015029,068,11,01,1,2,54,11,2,3, ,1,5,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,"288,225769042969","38302,86328125",2,15029-68-11-1,54.0,3.0,,1.0,1,0.0,1,0,0,0
015029,068,11,02,3,2,24,9,3, , , , ,0.0,8.0,0.0,0,0,0,7,7,0,7,7,0,0,7,7,0,4,5,1,"288,225769042969","38302,86328125",2,15029-68-11-2,24.0,,,,0,,0,1,1,0
015040,009,11,01,1,2,78,1, , , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","38825,078125",2,15040-9-11-1,78.0,,,,0,,0,0,0,0
015040,009,11,02,3,1,32,8,3,3,1,5,1,0.0,8.0,0.0,0,7,7,7,7,0,7,7,7,0,0,0,0,7,5, ,"159,204010009766","38825,078125",2,15040-9-11-2,32.0,3.0,1.0,5.0,1,0.0,0,1,1,0
015040,056,11,01,1,2,74,1, ,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","11001,8466796875",1,15040-56-11-1,74.0,2.0,3.0,,1,1.0,0,0,0,0
015040,077,11,01,1,1,25,8,3, , , , ,0.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","26015,4453125",4,15040-77-11-1,25.0,,,,0,,1,1,0,0
015040,077,11,02,2,2,25,6,5,2,3, ,1,0.0,8.0,9.0,0,7,7,7,7,0,7,7,0,0,0,0,0,7,5, ,"159,204010009766","26015,4453125",4,15040-77-11-2,25.0,2.0,3.0,,1,1.0,1,1,1,0
015040,077,11,03,3,1,6,2,3,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,5, ,"159,204010009766","26015,4453125",4,15040-77-11-3,6.0,,,,0,,0,0,0,0
015040,077,11,04,3,1,2,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,5, ,"159,204010009766","26015,4453125",4,15040-77-11-4,2.0,,,,0,,0,0,0,0
015040,099,11,01,1,2,26,8,3,2,3, ,1,0.0,8.0,0.0,0,7,0,7,0,0,7,7,0,0,0,0,0,7,5, ,"159,204010009766","23667,447265625",2,15040-99-11-1,26.0,2.0,3.0,,1,1.0,0,1,1,0
015040,099,11,02,11,1,34,1, , , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","23667,447265625",2,15040-99-11-2,34.0,,,,0,,0,0,0,0
015040,121,11,01,1,2,51,3,0,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","47233,32421875",3,15040-121-11-1,51.0,2.0,3.0,,1,1.0,0,0,0,0
015040,121,11,02,3,2,28,8,3,3, ,5,5,0.0,8.0,9.0,0,7,7,7,7,0,7,7,0,0,0,0,0,7,5, ,"159,204010009766","47233,32421875",3,15040-121-11-2,28.0,3.0,,5.0,1,0.0,1,1,1,0
015040,121,11,03,3,2,22,7,2,3,1,2,2,4.0,8.0,9.0,0,7,7,7,7,0,7,7,0,0,0,0,0,7,5, ,"159,204010009766","47233,32421875",3,15040-121-11-3,22.0,3.0,1.0,2.0,1,0.0,1,1,1,0
015040,142,11,01,1,2,45,8,3,3, ,1,5,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","41685,7421875",5,15040-142-11-1,45.0,3.0,,1.0,1,0.0,1,0,0,0
015040,142,11,02,2,1,46,6,5,4,3,7,1,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","41685,7421875",5,15040-142-11-2,46.0,4.0,3.0,7.0,1,1.0,1,0,0,0
015040,142,11,03,3,1,8,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,5, ,"159,204010009766","41685,7421875",5,15040-142-11-3,8.0,,,,0,,0,0,0,0
015040,142,11,04,6,1,84,3,3, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","41685,7421875",5,15040-142-11-4,84.0,,,,0,,0,0,0,0
015040,142,11,05,6,2,77,3,2, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5, ,"159,204010009766","41685,7421875",5,15040-142-11-5,77.0,,,,0,,0,0,0,0
015052,003,11,01,1,2,69,4,5,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","11203,2412109375",1,15052-3-11-1,69.0,2.0,3.0,,1,1.0,0,0,0,0
015052,014,11,01,1,1,44,10,5,4,1,2,1,0.0,8.0,9.0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","53611,71875",4,15052-14-11-1,44.0,4.0,1.0,2.0,1,0.0,1,1,0,1
015052,014,11,02,2,2,43,5,1,5,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","53611,71875",4,15052-14-11-2,43.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015052,014,11,03,3,2,20,9,3, , , , ,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","53611,71875",4,15052-14-11-3,20.0,,,,0,,0,1,0,0
015052,014,11,04,3,2,13,5,2,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,4, ,"304,644378662109","53611,71875",4,15052-14-11-4,13.0,,,,0,,0,0,0,0
015052,024,11,01,1,1,65,6,5,2,3, ,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","12180,2431640625",1,15052-24-11-1,65.0,2.0,3.0,,1,1.0,0,1,0,0
015052,034,11,01,1,2,53,3,0,6, ,7,1,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","24831,974609375",2,15052-34-11-1,53.0,6.0,,7.0,1,1.0,0,0,0,1
015052,034,11,02,3,1,26,6,5,2,3, ,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","24831,974609375",2,15052-34-11-2,26.0,2.0,3.0,,1,1.0,0,1,0,0
015052,042,11,01,1,1,58,4,5,4,3,7,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","31611,2734375",6,15052-42-11-1,58.0,4.0,3.0,7.0,1,1.0,0,0,0,0
015052,042,11,02,2,2,52,5,4,5,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","31611,2734375",6,15052-42-11-2,52.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015052,042,11,03,3,1,18,6,5,4,3,7,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","31611,2734375",6,15052-42-11-3,18.0,4.0,3.0,7.0,1,1.0,0,1,0,0
015052,042,11,04,3,2,16,5,4, , , , ,0.0,0.0,0.0, , , , , , , , , , , , , ,7,4, ,"304,644378662109","31611,2734375",6,15052-42-11-4,16.0,,,,0,,0,0,0,0
015052,042,11,05,3,1,14,5,2,5,3,7,1,0.0,0.0,0.0, , , , , , , , , , , , , ,7,4, ,"304,644378662109","31611,2734375",6,15052-42-11-5,14.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015052,042,11,06,3,1,11,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,4, ,"304,644378662109","31611,2734375",6,15052-42-11-6,11.0,,,,0,,0,0,0,0
015052,055,11,01,1,1,37,6,5,4,3,7,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","27164,77734375",4,15052-55-11-1,37.0,4.0,3.0,7.0,1,1.0,0,1,0,0
015052,055,11,02,2,2,31,6,5, , , , ,0.0,8.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4, ,"304,644378662109","27164,77734375",4,15052-55-11-2,31.0,,,,0,,0,1,0,1
015052,055,11,03,3,1,11,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,4, ,"304,644378662109","27164,77734375",4,15052-55-11-3,11.0,,,,0,,0,0,0,0
015052,055,11,04,3,1,3,2,1,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,4, ,"304,644378662109","27164,77734375",4,15052-55-11-4,3.0,,,,0,,0,0,0,0
015080,009,11,01,1,1,51,3,0,2,3, ,1,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","11945,12890625",1,15080-9-11-1,51.0,2.0,3.0,,1,1.0,1,0,0,0
015080,009,11,02,10,2,44,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,8, ,"88,37109375","11945,12890625",1,15080-9-11-2,44.0,,,,0,,0,0,0,0
015080,009,11,03,7,2,20,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,8, ,"88,37109375","11945,12890625",1,15080-9-11-3,20.0,,,,0,,0,0,0,0
015080,009,11,04,7,1,18,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,8, ,"88,37109375","11945,12890625",1,15080-9-11-4,18.0,,,,0,,0,0,0,0
015080,010,11,01,1,1,60,6,5,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","11858,357421875",3,15080-10-11-1,60.0,2.0,3.0,,1,1.0,0,0,0,0
015080,010,11,02,2,2,62,1, ,5,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","11858,357421875",3,15080-10-11-2,62.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015080,010,11,03,3,2,24,3,0,5,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","11858,357421875",3,15080-10-11-3,24.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015080,012,11,01,1,2,81,1, ,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","6894,27197265625",1,15080-12-11-1,81.0,1.0,3.0,,1,0.0,0,0,0,0
015080,064,11,01,1,2,69,1, ,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","10417,451171875",1,15080-64-11-1,69.0,1.0,3.0,,1,0.0,0,0,0,0
015080,065,11,01,1,1,80,1, ,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","15320,2861328125",2,15080-65-11-1,80.0,2.0,3.0,,1,1.0,0,0,0,0
015080,065,11,02,2,2,73,1, ,5,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","15320,2861328125",2,15080-65-11-2,73.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015080,066,11,01,1,1,59,3,1,1,3, ,1,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","10248,701171875",2,15080-66-11-1,59.0,1.0,3.0,,1,0.0,1,0,0,0
015080,066,11,02,2,2,52,3,0,5,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","10248,701171875",2,15080-66-11-2,52.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015080,067,11,01,1,1,46,4,0,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","22435,087890625",3,15080-67-11-1,46.0,1.0,3.0,,1,0.0,0,0,0,0
015080,067,11,02,2,2,42,3,0,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","22435,087890625",3,15080-67-11-2,42.0,2.0,3.0,,1,1.0,0,0,0,0
015080,067,11,03,3,1,11,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,8, ,"88,37109375","22435,087890625",3,15080-67-11-3,11.0,,,,0,,0,0,0,0
015080,068,11,01,1,1,42,3,0,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","15785,59375",2,15080-68-11-1,42.0,2.0,3.0,,1,1.0,0,0,0,0
015080,068,11,02,2,2,56,3,0,4,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8, ,"88,37109375","15785,59375",2,15080-68-11-2,56.0,4.0,3.0,7.0,1,1.0,0,0,0,0
015080,068,11,03,10,2,24,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,8, ,"88,37109375","15785,59375",2,15080-68-11-3,24.0,,,,0,,0,0,0,0
015080,068,11,04,10,1,7,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,8, ,"88,37109375","15785,59375",2,15080-68-11-4,7.0,,,,0,,0,0,0,0
015084,069,11,01,1,1,62,4,5,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7, ,"88,37109375","20399,216796875",2,15084-69-11-1,62.0,2.0,3.0,,1,1.0,0,0,0,0
015084,069,11,02,2,2,56,3,0,4,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7, ,"88,37109375","20399,216796875",2,15084-69-11-2,56.0,4.0,3.0,7.0,1,1.0,0,0,0,0
015084,070,11,01,1,1,32,5,2,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7, ,"88,37109375","17813,013671875",4,15084-70-11-1,32.0,1.0,3.0,,1,0.0,0,0,0,0
015084,070,11,02,2,2,27,6,5,5,3,7,1,0.0,8.0,0.0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,7, ,"88,37109375","17813,013671875",4,15084-70-11-2,27.0,5.0,3.0,7.0,1,1.0,0,1,1,0
015084,070,11,03,3,1,12,4,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,7, ,"88,37109375","17813,013671875",4,15084-70-11-3,12.0,,,,0,,0,0,0,0
015084,070,11,04,3,1,6,2,3,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,7, ,"88,37109375","17813,013671875",4,15084-70-11-4,6.0,,,,0,,0,0,0,0
015084,071,11,01,1,1,31,3,0,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7, ,"88,37109375","19849,076171875",3,15084-71-11-1,31.0,1.0,3.0,,1,0.0,0,0,0,0
015084,071,11,02,2,2,25,5,2,5,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7, ,"88,37109375","19849,076171875",3,15084-71-11-2,25.0,5.0,3.0,7.0,1,1.0,0,0,0,0
015084,071,11,03,3,1,8,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,7, ,"88,37109375","19849,076171875",3,15084-71-11-3,8.0,,,,0,,0,0,0,0
015084,072,11,01,1,2,43,4,0,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7, ,"88,37109375","15391,12109375",2,15084-72-11-1,43.0,2.0,3.0,,1,1.0,0,0,0,0
