llave_persona,P203,P207,Edad,Ocupado,Informal,TenenciaBilletera,UsoBilletera,CreditoFormal_2024,FACTOR07,P301A,ESTRATO,DOMINIO,MIEPERHO,CONGLOME,CreditoFormal_2025,CreditoInformal_2025,P203_num,Ocupado_num,CreditoFormal_2024_num,CreditoFormal_2025_num,Informal_num,NuevoCredito
16647-4-11-1,1,1,77.0,1,1.0,0,0,0,149.580154418945,3.0,8,5,6,16647,0,0,1,1,0,0,1.0,0
16647-55-11-1,1,1,55.0,1,1.0,0,0,0,149.580154418945,3.0,8,5,5,16647,0,0,1,1,0,0,1.0,0
16647-56-11-1,1,1,50.0,1,1.0,0,0,0,149.580154418945,5.0,8,5,3,16647,0,0,1,1,0,0,1.0,0
16647-57-11-1,1,1,80.0,1,1.0,0,0,0,149.580154418945,3.0,8,5,5,16647,0,0,1,1,0,0,1.0,0
16647-58-11-1,1,1,53.0,1,1.0,0,0,0,149.580154418945,6.0,8,5,3,16647,0,0,1,1,0,0,1.0,0
16647-59-11-1,1,1,43.0,1,1.0,0,0,0,149.580154418945,4.0,8,5,3,16647,0,0,1,1,0,0,1.0,0
16648-4-11-1,1,1,42.0,1,1.0,0,0,0,156.397872924805,5.0,6,5,5,16648,0,0,1,1,0,0,1.0,0
16648-19-11-1,1,1,45.0,1,1.0,0,0,0,156.397872924805,4.0,6,5,3,16648,0,0,1,1,0,0,1.0,0
16648-27-11-1,1,1,44.0,1,1.0,1,0,0,156.397872924805,6.0,6,5,7,16648,1,0,1,1,0,1,1.0,1
16648-43-11-1,1,2,77.0,1,1.0,0,0,0,156.397872924805,1.0,6,5,1,16648,0,0,1,1,0,0,1.0,0
16648-49-11-1,1,1,66.0,1,1.0,0,0,0,156.397872924805,5.0,6,5,2,16648,0,0,1,1,0,0,1.0,0
16648-79-11-1,1,1,41.0,1,1.0,0,0,0,156.397872924805,3.0,6,5,7,16648,0,0,1,1,0,0,1.0,0
16649-26-11-1,1,1,42.0,1,1.0,0,0,0,163.693298339844,8.0,6,5,3,16649,0,0,1,1,0,0,1.0,0
16649-53-11-1,1,2,38.0,1,1.0,0,0,0,163.693298339844,6.0,6,5,3,16649,0,0,1,1,0,0,1.0,0
16649-80-11-1,1,1,68.0,1,0.0,0,0,0,163.693298339844,3.0,6,5,2,16649,0,0,1,1,0,0,0.0,0
16649-136-11-1,1,2,48.0,1,1.0,0,0,0,163.693298339844,6.0,6,5,2,16649,0,0,1,1,0,0,1.0,0
16651-18-11-1,1,1,46.0,1,1.0,0,0,0,150.620132446289,1.0,7,5,5,16651,0,0,1,1,0,0,1.0,0
16651-20-11-1,1,1,64.0,1,1.0,0,0,0,150.620132446289,3.0,7,5,2,16651,0,0,1,1,0,0,1.0,0
16651-55-11-1,1,1,54.0,1,1.0,0,0,0,150.620132446289,6.0,7,5,5,16651,0,0,1,1,0,0,1.0,0
16651-57-11-1,1,1,42.0,1,1.0,1,1,0,150.620132446289,5.0,7,5,5,16651,0,0,1,1,0,0,1.0,0
16651-59-11-1,1,1,47.0,1,1.0,0,0,0,150.620132446289,4.0,7,5,5,16651,0,0,1,1,0,0,1.0,0
16652-83-11-1,1,1,70.0,1,1.0,0,0,0,149.580154418945,3.0,7,5,3,16652,0,0,1,1,0,0,1.0,0
16652-84-11-1,1,1,41.0,1,1.0,0,0,0,149.580154418945,4.0,7,5,4,16652,1,0,1,1,0,1,1.0,1
16652-174-11-1,1,1,55.0,1,1.0,0,0,0,149.580154418945,3.0,7,5,6,16652,0,0,1,1,0,0,1.0,0
16652-175-11-1,1,1,47.0,1,1.0,0,0,0,149.580154418945,3.0,7,5,7,16652,1,0,1,1,0,1,1.0,1
16652-176-11-1,1,1,39.0,1,1.0,0,0,0,149.580154418945,4.0,7,5,6,16652,0,0,1,1,0,0,1.0,0
16652-179-11-1,1,2,63.0,1,1.0,0,0,0,149.580154418945,1.0,7,5,1,16652,0,0,1,1,0,0,1.0,0
16652-181-11-1,1,2,36.0,1,1.0,0,0,0,149.580154418945,4.0,7,5,3,16652,1,0,1,1,0,1,1.0,1
16653-6-11-1,1,2,77.0,1,1.0,0,0,0,156.397872924805,1.0,7,5,2,16653,0,0,1,1,0,0,1.0,0
16653-7-11-1,1,1,64.0,1,1.0,0,0,0,156.397872924805,1.0,7,5,2,16653,0,0,1,1,0,0,1.0,0
16653-8-11-1,1,1,38.0,1,1.0,1,0,0,156.397872924805,10.0,7,5,5,16653,0,0,1,1,0,0,1.0,0
16653-65-11-1,1,2,55.0,1,1.0,0,0,0,156.397872924805,4.0,7,5,3,16653,1,0,1,1,0,1,1.0,1
16653-66-11-1,1,1,74.0,1,1.0,0,0,0,156.397872924805,3.0,7,5,1,16653,0,0,1,1,0,0,1.0,0
16653-67-11-1,1,1,43.0,1,1.0,0,0,0,156.397872924805,4.0,7,5,5,16653,0,0,1,1,0,0,1.0,0
16653-68-11-1,1,2,43.0,1,1.0,0,0,0,156.397872924805,3.0,7,5,5,16653,0,0,1,1,0,0,1.0,0
16654-29-11-1,1,1,59.0,1,1.0,0,0,0,156.397872924805,6.0,7,5,2,16654,0,0,1,1,0,0,1.0,0
16654-30-11-1,1,1,36.0,1,1.0,1,0,0,156.397872924805,6.0,7,5,4,16654,0,0,1,1,0,0,1.0,0
16654-31-11-1,1,2,82.0,1,1.0,0,0,0,156.397872924805,1.0,7,5,1,16654,0,0,1,1,0,0,1.0,0
16654-32-11-1,1,1,58.0,1,1.0,0,0,0,156.397872924805,6.0,7,5,5,16654,0,0,1,1,0,0,1.0,0
16654-125-11-1,1,1,42.0,1,1.0,0,0,0,156.397872924805,4.0,7,5,6,16654,0,0,1,1,0,0,1.0,0
16654-126-11-1,1,1,69.0,1,1.0,0,0,0,156.397872924805,1.0,7,5,1,16654,0,0,1,1,0,0,1.0,0
16655-13-11-1,1,1,46.0,1,1.0,0,0,0,150.620132446289,3.0,8,5,6,16655,0,0,1,1,0,0,1.0,0
16655-16-11-1,1,1,55.0,1,1.0,0,0,0,150.620132446289,3.0,8,5,5,16655,0,0,1,1,0,0,1.0,0
16655-51-11-1,1,2,78.0,1,1.0,0,0,0,150.620132446289,1.0,8,5,1,16655,0,0,1,1,0,0,1.0,0
16655-58-11-1,1,1,59.0,1,1.0,0,0,0,150.620132446289,3.0,8,5,4,16655,0,0,1,1,0,0,1.0,0
16655-60-11-1,1,2,45.0,1,1.0,0,0,0,150.620132446289,3.0,8,5,3,16655,0,0,1,1,0,0,1.0,0
16655-61-11-1,1,1,44.0,1,1.0,0,0,0,150.620132446289,3.0,8,5,6,16655,0,0,1,1,0,0,1.0,0
16655-62-11-1,1,1,34.0,1,1.0,0,0,0,150.620132446289,4.0,8,5,3,16655,0,0,1,1,0,0,1.0,0
16656-18-11-1,1,1,32.0,1,1.0,0,0,0,163.693298339844,5.0,8,5,5,16656,0,0,1,1,0,0,1.0,0
16656-20-11-1,1,2,68.0,1,1.0,0,0,0,163.693298339844,5.0,8,5,2,16656,0,0,1,1,0,0,1.0,0
16656-36-11-1,1,2,62.0,1,1.0,0,0,0,163.693298339844,4.0,8,5,4,16656,0,0,1,1,0,0,1.0,0
16656-37-11-1,1,1,69.0,1,1.0,0,0,0,163.693298339844,4.0,8,5,2,16656,0,0,1,1,0,0,1.0,0
16656-49-11-1,1,2,93.0,1,1.0,0,0,0,163.693298339844,3.0,8,5,1,16656,0,0,1,1,0,0,1.0,0
16695-144-11-1,1,1,60.0,1,1.0,0,0,0,2.33714890480042,9.0,2,7,3,16695,0,0,1,1,0,0,1.0,0
16696-35-11-1,1,1,52.0,1,1.0,0,0,0,1.9110095500946,1.0,2,7,2,16696,0,0,1,1,0,0,1.0,0
16696-53-11-1,1,2,70.0,1,0.0,1,0,0,1.9110095500946,4.0,2,7,1,16696,0,0,1,1,0,0,0.0,0
16696-102-11-1,1,1,33.0,1,1.0,0,0,0,1.9110095500946,5.0,2,7,3,16696,0,0,1,1,0,0,1.0,0
16696-134-11-1,1,1,65.0,1,1.0,0,0,0,1.9110095500946,6.0,2,7,1,16696,0,0,1,1,0,0,1.0,0
16697-23-11-1,1,1,51.0,1,1.0,0,0,0,78.8108367919922,5.0,2,7,7,16697,0,0,1,1,0,0,1.0,0
16698-15-11-1,1,2,56.0,1,1.0,0,0,0,116.767944335938,1.0,2,7,2,16698,0,0,1,1,0,0,1.0,0
16698-38-11-1,1,1,44.0,1,1.0,0,0,0,116.767944335938,9.0,2,7,4,16698,0,0,1,1,0,0,1.0,0
16698-50-11-1,1,1,58.0,1,1.0,0,0,0,116.767944335938,4.0,2,7,5,16698,0,0,1,1,0,0,1.0,0
16699-31-11-1,1,2,63.0,1,0.0,1,0,0,1.52136182785034,11.0,2,7,2,16699,0,0,1,1,0,0,0.0,0
16699-46-11-1,1,2,58.0,1,1.0,0,0,0,1.52136182785034,10.0,2,7,1,16699,0,0,1,1,0,0,1.0,0
16699-104-11-1,1,1,40.0,1,0.0,1,1,0,1.52136182785034,10.0,2,7,4,16699,1,0,1,1,0,1,0.0,1
16700-99-11-1,1,2,64.0,1,1.0,0,0,0,59.1081237792969,3.0,2,7,2,16700,0,0,1,1,0,0,1.0,0
16701-6-11-1,1,2,52.0,1,1.0,0,0,0,133.546859741211,4.0,2,7,3,16701,0,0,1,1,0,0,1.0,0
16701-26-11-1,1,1,46.0,1,1.0,1,0,0,133.546859741211,4.0,2,7,5,16701,0,0,1,1,0,0,1.0,0
16701-46-11-1,1,1,36.0,1,1.0,0,0,0,133.546859741211,6.0,2,7,3,16701,0,1,1,1,0,0,1.0,0
16702-6-11-1,1,2,25.0,1,1.0,1,1,0,118.996566772461,7.0,2,7,2,16702,0,0,1,1,0,0,1.0,0
16702-39-11-1,1,1,59.0,1,1.0,0,0,0,118.996566772461,7.0,2,7,4,16702,0,0,1,1,0,0,1.0,0
16702-53-11-1,1,1,29.0,1,1.0,0,0,0,118.996566772461,6.0,2,7,5,16702,0,0,1,1,0,0,1.0,0
16702-64-11-1,1,2,43.0,1,1.0,0,0,0,118.996566772461,1.0,2,7,3,16702,0,0,1,1,0,0,1.0,0
16703-3-11-1,1,2,59.0,1,1.0,0,0,0,49.5345993041992,6.0,2,7,1,16703,0,0,1,1,0,0,1.0,0
16703-19-11-1,1,1,48.0,1,0.0,0,0,0,49.5345993041992,10.0,2,7,4,16703,0,0,1,1,0,0,0.0,0
16705-81-11-1,1,1,49.0,1,0.0,0,0,0,57.072093963623,10.0,2,7,4,16705,1,0,1,1,0,1,0.0,1
16705-116-11-1,1,2,52.0,1,0.0,0,0,0,57.072093963623,8.0,2,7,3,16705,0,0,1,1,0,0,0.0,0
16706-30-11-1,1,1,82.0,1,1.0,0,0,0,123.355690002441,3.0,2,7,2,16706,0,0,1,1,0,0,1.0,0
16706-54-11-1,1,1,54.0,1,1.0,0,0,0,123.355690002441,6.0,2,7,3,16706,0,0,1,1,0,0,1.0,0
16706-73-11-1,1,2,52.0,1,1.0,0,0,0,123.355690002441,3.0,2,7,4,16706,0,0,1,1,0,0,1.0,0
16723-4-11-1,1,2,48.0,1,1.0,0,0,0,781.23193359375,1.0,5,5,2,16723,1,0,1,1,0,1,1.0,1
16723-17-11-1,1,2,55.0,1,1.0,0,0,0,781.23193359375,3.0,5,5,1,16723,0,0,1,1,0,0,1.0,0
16723-42-11-1,1,1,59.0,1,1.0,0,0,0,781.23193359375,3.0,5,5,2,16723,0,0,1,1,0,0,1.0,0
16723-79-11-1,1,2,55.0,1,1.0,0,0,0,781.23193359375,6.0,5,5,2,16723,0,0,1,1,0,0,1.0,0
16724-4-11-1,1,1,36.0,1,0.0,1,0,0,849.50732421875,10.0,5,5,4,16724,0,0,1,1,0,0,0.0,0
16725-39-11-1,1,2,50.0,1,0.0,0,0,0,504.799530029297,6.0,5,5,2,16725,0,0,1,1,0,0,0.0,0
16725-99-11-1,1,2,56.0,1,0.0,0,0,0,504.799530029297,4.0,5,5,2,16725,0,0,1,1,0,0,0.0,0
16725-162-11-1,1,1,51.0,1,1.0,0,0,0,504.799530029297,3.0,5,5,5,16725,0,0,1,1,0,0,1.0,0
16726-38-11-1,1,1,44.0,1,0.0,0,0,0,849.50732421875,6.0,5,5,4,16726,0,0,1,1,0,0,0.0,0
16726-66-11-1,1,1,32.0,1,1.0,0,0,0,849.50732421875,6.0,5,5,6,16726,0,0,1,1,0,0,1.0,0
16727-15-11-1,1,2,46.0,1,0.0,0,0,0,768.34814453125,3.0,5,5,3,16727,0,0,1,1,0,0,0.0,0
16727-47-11-1,1,1,61.0,1,1.0,0,0,0,768.34814453125,3.0,5,5,2,16727,0,0,1,1,0,0,1.0,0
16727-60-11-1,1,1,36.0,1,0.0,0,0,0,768.34814453125,5.0,5,5,5,16727,0,0,1,1,0,0,0.0,0
16727-102-11-1,1,1,44.0,1,0.0,1,1,0,768.34814453125,6.0,5,5,5,16727,0,0,1,1,0,0,0.0,0
16727-115-11-1,1,2,30.0,1,1.0,0,0,0,768.34814453125,3.0,5,5,3,16727,0,0,1,1,0,0,1.0,0
16729-19-11-1,1,1,39.0,1,1.0,0,0,0,781.23193359375,8.0,5,5,5,16729,0,0,1,1,0,0,1.0,0
16729-76-11-1,1,1,60.0,1,1.0,1,0,0,781.23193359375,9.0,5,5,1,16729,0,0,1,1,0,0,1.0,0
16729-95-11-1,1,1,58.0,1,1.0,0,0,0,781.23193359375,4.0,5,5,5,16729,0,0,1,1,0,0,1.0,0
16729-115-11-1,1,2,70.0,1,1.0,0,0,0,781.23193359375,3.0,5,5,1,16729,0,0,1,1,0,0,1.0,0
16729-132-11-1,1,1,65.0,1,0.0,0,0,0,781.23193359375,8.0,5,5,4,16729,0,0,1,1,0,0,0.0,0
16746-61-11-1,1,2,66.0,1,1.0,0,0,0,3.11619853973389,6.0,3,7,3,16746,1,0,1,1,0,1,1.0,1
16746-85-11-1,1,1,59.0,1,0.0,1,1,0,3.11619853973389,10.0,3,7,3,16746,0,0,1,1,0,0,0.0,0
16747-39-11-1,1,1,67.0,1,0.0,1,0,0,116.767944335938,6.0,3,7,2,16747,0,0,1,1,0,0,0.0,0
16747-97-11-1,1,2,51.0,1,1.0,0,0,0,116.767944335938,6.0,3,7,3,16747,0,0,1,1,0,0,1.0,0
16747-117-11-1,1,2,46.0,1,1.0,0,0,0,116.767944335938,5.0,3,7,3,16747,0,0,1,1,0,0,1.0,0
16748-2-11-1,1,1,44.0,1,1.0,1,1,0,69.0185699462891,6.0,3,7,6,16748,1,1,1,1,0,1,1.0,1
16748-49-11-1,1,2,30.0,1,1.0,1,0,0,69.0185699462891,9.0,3,7,2,16748,1,0,1,1,0,1,1.0,1
16749-29-11-1,1,2,75.0,1,1.0,0,0,0,123.355690002441,3.0,5,7,2,16749,0,0,1,1,0,0,1.0,0
16749-45-11-1,1,1,52.0,1,1.0,0,0,0,123.355690002441,3.0,5,7,1,16749,0,0,1,1,0,0,1.0,0
16749-61-11-1,1,1,36.0,1,1.0,1,1,0,123.355690002441,7.0,5,7,8,16749,1,0,1,1,0,1,1.0,1
16749-77-11-1,1,2,49.0,1,1.0,0,0,0,123.355690002441,6.0,5,7,1,16749,0,0,1,1,0,0,1.0,0
16749-94-11-1,1,1,58.0,1,1.0,0,0,0,123.355690002441,3.0,5,7,2,16749,0,0,1,1,0,0,1.0,0
16749-126-11-1,1,1,47.0,1,1.0,0,0,0,123.355690002441,5.0,5,7,2,16749,0,0,1,1,0,0,1.0,0
16750-1-11-1,1,1,51.0,1,0.0,0,0,0,133.546859741211,10.0,3,7,4,16750,1,0,1,1,0,1,0.0,1
16750-26-11-1,1,2,60.0,1,0.0,0,0,0,133.546859741211,8.0,3,7,2,16750,0,0,1,1,0,0,0.0,0
16750-60-11-1,1,2,46.0,1,1.0,0,0,0,133.546859741211,6.0,3,7,3,16750,0,0,1,1,0,0,1.0,0
16751-2-11-1,1,2,79.0,1,1.0,0,0,0,118.996566772461,1.0,3,7,5,16751,0,0,1,1,0,0,1.0,0
16751-79-11-1,1,1,69.0,1,1.0,0,0,0,118.996566772461,5.0,3,7,4,16751,0,0,1,1,0,0,1.0,0
16751-91-11-1,1,1,61.0,1,1.0,0,0,0,118.996566772461,4.0,3,7,5,16751,0,0,1,1,0,0,1.0,0
16784-67-11-1,1,1,44.0,1,1.0,1,0,0,276.022735595703,6.0,6,5,7,16784,0,0,1,1,0,0,1.0,0
16784-81-11-1,1,1,65.0,1,1.0,0,0,0,276.022735595703,4.0,6,5,2,16784,0,0,1,1,0,0,1.0,0
16784-95-11-1,1,1,44.0,1,1.0,0,0,0,276.022735595703,6.0,6,5,5,16784,0,0,1,1,0,0,1.0,0
16784-147-11-1,1,1,54.0,1,1.0,0,0,0,276.022735595703,4.0,6,5,4,16784,0,0,1,1,0,0,1.0,0
16803-55-11-1,1,2,74.0,1,1.0,0,0,0,246.752212524414,1.0,6,5,2,16803,0,0,1,1,0,0,1.0,0
16803-74-11-1,1,2,45.0,1,1.0,0,0,0,246.752212524414,6.0,6,5,3,16803,0,0,1,1,0,0,1.0,0
16803-92-11-1,1,2,66.0,1,1.0,0,0,0,246.752212524414,1.0,6,5,2,16803,0,0,1,1,0,0,1.0,0
16803-129-11-1,1,1,42.0,1,1.0,1,0,0,246.752212524414,6.0,6,5,1,16803,0,0,1,1,0,0,1.0,0
16803-148-11-1,1,1,80.0,1,1.0,0,0,0,246.752212524414,5.0,6,5,1,16803,0,0,1,1,0,0,1.0,0
16803-167-11-1,1,1,82.0,1,1.0,0,0,0,246.752212524414,6.0,6,5,3,16803,0,0,1,1,0,0,1.0,0
16804-21-11-1,1,1,73.0,1,0.0,0,0,0,258.749237060547,3.0,7,5,5,16804,0,0,1,1,0,0,0.0,0
16804-24-11-1,1,1,64.0,1,1.0,0,0,0,258.749237060547,1.0,7,5,4,16804,0,0,1,1,0,0,1.0,0
16804-252-11-1,1,2,33.0,1,1.0,1,1,0,258.749237060547,3.0,7,5,4,16804,1,0,1,1,0,1,1.0,1
16804-253-11-1,1,1,36.0,1,1.0,0,0,0,258.749237060547,3.0,7,5,4,16804,0,0,1,1,0,0,1.0,0
16805-125-11-1,1,1,46.0,1,1.0,0,0,0,246.752212524414,4.0,7,5,7,16805,0,0,1,1,0,0,1.0,0
16805-127-11-1,1,2,74.0,1,1.0,0,0,0,246.752212524414,1.0,7,5,1,16805,0,0,1,1,0,0,1.0,0
16805-128-11-1,1,2,52.0,1,1.0,0,0,0,246.752212524414,1.0,7,5,3,16805,0,0,1,1,0,0,1.0,0
16805-285-11-1,1,1,51.0,1,1.0,0,0,0,246.752212524414,3.0,7,5,5,16805,0,0,1,1,0,0,1.0,0
16805-286-11-1,1,1,41.0,1,0.0,0,0,0,246.752212524414,4.0,7,5,8,16805,0,0,1,1,0,0,0.0,0
16805-287-11-1,1,1,75.0,1,1.0,0,0,0,246.752212524414,3.0,7,5,2,16805,0,0,1,1,0,0,1.0,0
16805-289-11-1,1,1,68.0,1,1.0,0,0,0,246.752212524414,3.0,7,5,3,16805,1,0,1,1,0,1,1.0,1
16806-191-11-1,1,2,44.0,1,1.0,0,0,0,276.022735595703,3.0,7,5,2,16806,0,0,1,1,0,0,1.0,0
16806-192-11-1,1,2,60.0,1,1.0,0,0,0,276.022735595703,1.0,7,5,4,16806,0,0,1,1,0,0,1.0,0
16806-194-11-1,1,2,70.0,1,1.0,0,0,0,276.022735595703,1.0,7,5,1,16806,0,0,1,1,0,0,1.0,0
16806-399-11-1,1,1,66.0,1,1.0,0,0,0,276.022735595703,1.0,7,5,10,16806,0,0,1,1,0,0,1.0,0
16806-401-11-1,1,2,68.0,1,1.0,0,0,0,276.022735595703,1.0,7,5,1,16806,0,0,1,1,0,0,1.0,0
16807-65-11-1,1,2,45.0,1,1.0,0,0,0,256.639282226563,1.0,7,5,4,16807,0,0,1,1,0,0,1.0,0
16807-66-11-1,1,2,44.0,1,0.0,0,0,0,256.639282226563,3.0,7,5,4,16807,0,0,1,1,0,0,0.0,0
16807-169-11-1,1,1,36.0,1,1.0,1,1,0,256.639282226563,6.0,7,5,5,16807,0,0,1,1,0,0,1.0,0
16807-170-11-1,1,2,77.0,1,1.0,0,0,0,256.639282226563,1.0,7,5,1,16807,0,0,1,1,0,0,1.0,0
16807-171-11-1,1,2,52.0,1,1.0,0,0,0,256.639282226563,1.0,7,5,1,16807,0,0,1,1,0,0,1.0,0
16807-172-11-1,1,1,32.0,1,1.0,0,0,0,256.639282226563,5.0,7,5,4,16807,0,0,1,1,0,0,1.0,0
16808-36-11-1,1,1,84.0,1,1.0,0,0,0,276.022735595703,1.0,8,5,2,16808,0,0,1,1,0,0,1.0,0
16808-37-11-1,1,2,60.0,1,1.0,0,0,0,276.022735595703,3.0,8,5,1,16808,0,0,1,1,0,0,1.0,0
16808-48-11-1,1,1,49.0,1,1.0,0,0,0,276.022735595703,4.0,8,5,6,16808,0,0,1,1,0,0,1.0,0
16808-55-11-1,1,2,65.0,1,1.0,0,0,0,276.022735595703,6.0,8,5,1,16808,0,1,1,1,0,0,1.0,0
16809-33-11-1,1,1,36.0,1,1.0,0,0,0,258.749237060547,3.0,8,5,7,16809,0,0,1,1,0,0,1.0,0
16809-34-11-1,1,1,47.0,1,1.0,1,1,0,258.749237060547,1.0,8,5,2,16809,0,0,1,1,0,0,1.0,0
16809-35-11-1,1,1,44.0,1,0.0,1,0,0,258.749237060547,3.0,8,5,8,16809,0,0,1,1,0,0,0.0,0
16809-36-11-1,1,2,60.0,1,1.0,0,0,0,258.749237060547,3.0,8,5,2,16809,0,0,1,1,0,0,1.0,0
16809-37-11-1,1,1,70.0,1,1.0,0,0,0,258.749237060547,4.0,8,5,1,16809,0,0,1,1,0,0,1.0,0
16810-2-11-1,1,1,68.0,1,1.0,0,0,0,256.639282226563,5.0,6,5,2,16810,0,0,1,1,0,0,1.0,0
16810-20-11-1,1,1,47.0,1,1.0,1,1,0,256.639282226563,7.0,6,5,1,16810,0,0,1,1,0,0,1.0,0
16810-30-11-1,1,1,44.0,1,0.0,0,0,0,256.639282226563,5.0,6,5,5,16810,0,0,1,1,0,0,0.0,0
16810-48-11-1,1,2,70.0,1,1.0,0,0,0,256.639282226563,3.0,6,5,2,16810,0,0,1,1,0,0,1.0,0
16810-66-11-1,1,1,46.0,1,1.0,0,0,0,256.639282226563,6.0,6,5,3,16810,0,0,1,1,0,0,1.0,0
16810-75-11-1,1,2,67.0,1,1.0,0,0,0,256.639282226563,1.0,6,5,1,16810,0,0,1,1,0,0,1.0,0
16810-94-11-1,1,2,38.0,1,1.0,1,1,0,256.639282226563,6.0,6,5,3,16810,0,1,1,1,0,0,1.0,0
16811-3-11-1,1,1,54.0,1,0.0,0,0,0,256.639282226563,3.0,6,5,6,16811,0,0,1,1,0,0,0.0,0
16811-16-11-1,1,1,63.0,1,0.0,0,0,0,256.639282226563,9.0,6,5,1,16811,0,0,1,1,0,0,0.0,0
16811-36-11-1,1,1,50.0,1,1.0,0,0,0,256.639282226563,4.0,6,5,5,16811,0,0,1,1,0,0,1.0,0
16811-55-11-1,1,2,74.0,1,0.0,0,0,0,256.639282226563,5.0,6,5,2,16811,0,0,1,1,0,0,0.0,0
16811-68-11-1,1,2,80.0,1,1.0,0,0,0,256.639282226563,3.0,6,5,2,16811,0,0,1,1,0,0,1.0,0
16813-73-11-1,1,2,32.0,1,1.0,0,0,0,258.749237060547,6.0,7,5,2,16813,0,0,1,1,0,0,1.0,0
16813-76-11-1,1,1,48.0,1,1.0,0,0,0,258.749237060547,3.0,7,5,2,16813,0,0,1,1,0,0,1.0,0
16813-251-11-1,1,1,64.0,1,1.0,0,0,0,258.749237060547,3.0,7,5,2,16813,0,0,1,1,0,0,1.0,0
16813-253-11-1,1,1,76.0,1,1.0,0,0,0,258.749237060547,3.0,7,5,2,16813,0,0,1,1,0,0,1.0,0
16813-256-11-1,1,1,64.0,1,1.0,0,0,0,258.749237060547,3.0,7,5,6,16813,0,0,1,1,0,0,1.0,0
16814-9-11-1,1,1,75.0,1,1.0,0,0,0,276.022735595703,3.0,7,5,3,16814,0,0,1,1,0,0,1.0,0
16814-12-11-1,1,1,72.0,1,1.0,0,0,0,276.022735595703,4.0,7,5,5,16814,1,0,1,1,0,1,1.0,1
16814-132-11-1,1,2,76.0,1,1.0,1,0,0,276.022735595703,5.0,7,5,2,16814,0,0,1,1,0,0,1.0,0
16814-136-11-1,1,1,66.0,1,0.0,0,0,0,276.022735595703,10.0,7,5,5,16814,1,0,1,1,0,1,0.0,1
16815-130-11-1,1,1,61.0,1,1.0,0,0,0,246.752212524414,1.0,8,5,2,16815,0,0,1,1,0,0,1.0,0
16815-132-11-1,1,1,30.0,1,1.0,0,0,0,246.752212524414,3.0,8,5,6,16815,0,0,1,1,0,0,1.0,0
16816-12-11-1,1,1,58.0,1,1.0,0,0,0,276.022735595703,5.0,6,5,2,16816,0,0,1,1,0,0,1.0,0
16816-31-11-1,1,2,51.0,1,1.0,0,0,0,276.022735595703,4.0,6,5,3,16816,0,0,1,1,0,0,1.0,0
16816-40-11-1,1,2,64.0,1,1.0,0,0,0,276.022735595703,1.0,6,5,1,16816,0,0,1,1,0,0,1.0,0
16816-89-11-1,1,1,23.0,1,1.0,0,0,0,276.022735595703,6.0,6,5,4,16816,0,0,1,1,0,0,1.0,0
16816-97-11-1,1,1,83.0,1,0.0,0,0,0,276.022735595703,4.0,6,5,2,16816,0,0,1,1,0,0,0.0,0
16816-107-11-1,1,1,87.0,1,1.0,0,0,0,276.022735595703,6.0,6,5,3,16816,0,0,1,1,0,0,1.0,0
16817-135-11-1,1,1,51.0,1,1.0,0,0,0,258.749237060547,5.0,7,5,4,16817,0,0,1,1,0,0,1.0,0
16817-136-11-1,1,1,70.0,1,1.0,0,0,0,258.749237060547,4.0,7,5,2,16817,0,0,1,1,0,0,1.0,0
16817-137-11-1,1,1,64.0,1,1.0,0,0,0,258.749237060547,3.0,7,5,2,16817,0,0,1,1,0,0,1.0,0
16817-138-11-1,1,2,30.0,1,1.0,0,0,0,258.749237060547,6.0,7,5,2,16817,0,0,1,1,0,0,1.0,0
16817-139-11-1,1,2,71.0,1,1.0,0,0,0,258.749237060547,3.0,7,5,2,16817,0,0,1,1,0,0,1.0,0
16817-140-11-1,1,1,50.0,1,1.0,0,0,0,258.749237060547,4.0,7,5,5,16817,0,0,1,1,0,0,1.0,0
16817-146-11-1,1,1,57.0,1,1.0,0,0,0,258.749237060547,5.0,7,5,1,16817,0,0,1,1,0,0,1.0,0
16818-1-11-1,1,1,43.0,1,1.0,0,0,0,256.639282226563,3.0,7,5,3,16818,0,0,1,1,0,0,1.0,0
16818-2-11-1,1,1,43.0,1,1.0,0,0,0,256.639282226563,5.0,7,5,4,16818,0,0,1,1,0,0,1.0,0
16818-3-11-1,1,2,61.0,1,1.0,0,0,0,256.639282226563,1.0,7,5,1,16818,0,0,1,1,0,0,1.0,0
16818-4-11-1,1,2,31.0,1,1.0,0,0,0,256.639282226563,3.0,7,5,3,16818,0,0,1,1,0,0,1.0,0
16818-133-11-1,1,1,68.0,1,1.0,0,0,0,256.639282226563,3.0,7,5,4,16818,0,0,1,1,0,0,1.0,0
16818-134-11-1,1,2,32.0,1,1.0,0,0,0,256.639282226563,4.0,7,5,2,16818,0,0,1,1,0,0,1.0,0
16818-135-11-1,1,1,61.0,1,1.0,0,0,0,256.639282226563,1.0,7,5,2,16818,0,0,1,1,0,0,1.0,0
16818-136-11-1,1,1,40.0,1,1.0,0,0,0,256.639282226563,4.0,7,5,4,16818,0,0,1,1,0,0,1.0,0
16819-78-11-1,1,1,50.0,1,1.0,0,0,0,276.022735595703,3.0,7,5,4,16819,0,0,1,1,0,0,1.0,0
16819-80-11-1,1,2,63.0,1,1.0,0,0,0,276.022735595703,3.0,7,5,3,16819,0,0,1,1,0,0,1.0,0
