CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,P558G7,P558H1_7,P558H2_7,P558H3_7,P558H4_7,P558H5_7,P558H6_7,P558H7_7,P558H8_7,P558H9_7,P558H10_7,P558H11_7,P558H12_7,DOMINIO,ESTRATO,PANEL,FACTOR07,GASHOG2,MIEPERHO,llave_persona,Edad,P507_num,P510A1_num,P511A_num,Ocupado,Informal,CreditoFormal,TenenciaBilletera,UsoBilletera,CreditoInformal
010651,055,11,02,2,2,38,8,3,3,1,2,1,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,7,7,0,2,4, ,115.81494140625,"22795,8125",4,10651-55-11-2,38.0,3.0,1.0,2.0,1,0.0,0,1,1,0
010651,055,11,03,3,2,9,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,2,4, ,115.81494140625,"22795,8125",4,10651-55-11-3,9.0,,,,0,,0,0,0,0
010651,055,11,04,6,2,89,4,5, , , , ,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4, ,115.81494140625,"22795,8125",4,10651-55-11-4,89.0,,,,0,,0,1,0,0
010651,069,11,01,1,1,48,6,5,4,3,7,1,0.0,8.0,0.0,0,0,7,7,7,7,7,7,0,0,7,0,0,2,4, ,115.81494140625,"25891,462890625",2,10651-69-11-1,48.0,4.0,3.0,7.0,1,1.0,0,1,1,0
010651,069,11,02,2,2,40,6,5,4,2,2,1,0.0,8.0,0.0,0,7,7,7,7,7,7,7,7,7,7,7,0,2,4, ,115.81494140625,"25891,462890625",2,10651-69-11-2,40.0,4.0,2.0,2.0,1,0.0,0,1,1,0
010651,084,11,01,1,1,45,6,5,5,2,7,1,0.0,8.0,0.0,0,7,0,0,7,0,0,0,0,0,0,0,0,2,4, ,115.81494140625,"30620,609375",4,10651-84-11-1,45.0,5.0,2.0,7.0,1,1.0,0,1,1,0
010651,084,11,02,2,2,42,6,5, , , , ,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,7,7,0,0,2,4, ,115.81494140625,"30620,609375",4,10651-84-11-2,42.0,,,,0,,0,1,1,0
010651,084,11,03,3,2,23,10,5, , , , ,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4, ,115.81494140625,"30620,609375",4,10651-84-11-3,23.0,,,,0,,0,1,0,0
010651,084,11,04,3,2,21,9,4, , , , ,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4, ,115.81494140625,"30620,609375",4,10651-84-11-4,21.0,,,,0,,0,1,0,0
010651,098,11,01,1,2,37,6,5,3,3,7,1,0.0,8.0,0.0,0,0,7,7,7,7,7,7,7,0,7,7,0,2,4, ,115.81494140625,"23826,294921875",3,10651-98-11-1,37.0,3.0,3.0,7.0,1,1.0,0,1,1,0
010651,098,11,02,3,2,18,6,5,3,2,7,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4, ,115.81494140625,"23826,294921875",3,10651-98-11-2,18.0,3.0,2.0,7.0,1,1.0,0,1,0,0
010651,098,11,03,3,2,12,4,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,2,4, ,115.81494140625,"23826,294921875",3,10651-98-11-3,12.0,,,,0,,0,0,0,0
011380,097,11,01,1,1,62,5,2,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"23328,78515625",4,11380-97-11-1,62.0,1.0,3.0,,1,0.0,0,0,0,0
011380,097,11,02,2,2,50,5,2, , , , ,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"23328,78515625",4,11380-97-11-2,50.0,,,,0,,0,1,0,0
011380,097,11,03,3,2,25,10,5,3,1,2,5,0.0,8.0,0.0,0,7,7,7,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"23328,78515625",4,11380-97-11-3,25.0,3.0,1.0,2.0,1,0.0,0,1,1,0
011380,097,11,04,3,1,18,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"23328,78515625",4,11380-97-11-4,18.0,,,,0,,0,0,0,0
011380,098,11,01,1,1,56,4,0,2,3, ,1,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"30741,609375",4,11380-98-11-1,56.0,2.0,3.0,,1,1.0,1,0,0,0
011380,098,11,02,3,2,23,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"30741,609375",4,11380-98-11-2,23.0,,,,0,,0,0,0,0
011380,098,11,03,4,1,35,5,3,4,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"30741,609375",4,11380-98-11-3,35.0,4.0,3.0,7.0,1,1.0,0,0,0,0
011380,098,11,04,5,1,7,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"30741,609375",4,11380-98-11-4,7.0,,,,0,,0,0,0,0
011380,099,11,01,1,1,60,5,1,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"17562,44921875",3,11380-99-11-1,60.0,1.0,3.0,,1,0.0,0,0,0,0
011380,099,11,02,2,2,75,4,5,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"17562,44921875",3,11380-99-11-2,75.0,2.0,3.0,,1,1.0,0,0,0,0
011380,099,11,03,5,1,12,4,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"17562,44921875",3,11380-99-11-3,12.0,,,,0,,0,0,0,0
011380,102,11,01,1,1,48,3,0,4,3,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-1,48.0,4.0,3.0,7.0,1,1.0,0,0,0,0
011380,102,11,02,2,2,47,1, ,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-2,47.0,2.0,3.0,,1,1.0,0,0,0,0
011380,102,11,03,3,2,15,5,2,2,3, ,1,0.0,0.0,0.0, , , , , , , , , , , , , ,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-3,15.0,2.0,3.0,,1,1.0,0,0,0,0
011380,102,11,04,3,1,12,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-4,12.0,,,,0,,0,0,0,0
011380,102,11,05,3,2,6,2,3,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-5,6.0,,,,0,,0,0,0,0
011380,102,11,06,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-6,,,,,0,,0,0,0,0
011380,102,11,07,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-7,,,,,0,,0,0,0,0
011380,102,11,08,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"17750,580078125",5,11380-102-11-8,,,,,0,,0,0,0,0
011380,147,11,01,1,2,58,3,1,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"9322,5458984375",1,11380-147-11-1,58.0,2.0,3.0,,1,1.0,0,0,0,0
011380,150,11,01,1,1,27,5,1,4,2,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"10227,349609375",3,11380-150-11-1,27.0,4.0,2.0,7.0,1,1.0,0,0,0,0
011380,150,11,02,2,2,25,5,3,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"10227,349609375",3,11380-150-11-2,25.0,2.0,3.0,,1,1.0,0,0,0,0
011380,150,11,03,3,2,7,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"10227,349609375",3,11380-150-11-3,7.0,,,,0,,0,0,0,0
011380,173,11,01,1,1,71,3,0,4,2,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"15997,3935546875",1,11380-173-11-1,71.0,4.0,2.0,7.0,1,1.0,0,0,0,0
011380,175,11,01,1,1,56,4,0,2,3, ,1,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-1,56.0,2.0,3.0,,1,1.0,1,0,0,0
011380,175,11,02,2,2,50,4,0,2,3, ,1,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-2,50.0,2.0,3.0,,1,1.0,1,0,0,0
011380,175,11,03,3,2,19,9,1, , , , ,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-3,19.0,,,,0,,0,1,0,0
011380,175,11,04,3,2,9,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-4,9.0,,,,0,,0,0,0,0
011380,175,11,05,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-5,,,,,0,,0,0,0,0
011380,175,11,06,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-6,,,,,0,,0,0,0,0
011380,175,11,07,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-7,,,,,0,,0,0,0,0
011380,175,11,08,0, , ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,7,7,1,130.694778442383,"64644,41796875",4,11380-175-11-8,,,,,0,,0,0,0,0
015001,003,11,01,1,1,39,8,3,1,2, ,1,0.0,8.0,9.0,0,7,7,7,7,7,7,7,0,0,7,7,0,4,4, ,225.326202392578,"31551,13671875",3,15001-3-11-1,39.0,1.0,2.0,,1,0.0,1,1,1,0
015001,003,11,02,2,2,38,6,5,5,2,7,1,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,7,7,7,4,4, ,225.326202392578,"31551,13671875",3,15001-3-11-2,38.0,5.0,2.0,7.0,1,1.0,0,1,1,0
015001,003,11,03,3,2,7,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,225.326202392578,"31551,13671875",3,15001-3-11-3,7.0,,,,0,,0,0,0,0
015001,024,11,01,1,2,49,5,1,1,3, ,1,0.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,225.326202392578,"14979,9873046875",2,15001-24-11-1,49.0,1.0,3.0,,1,0.0,1,1,0,0
015001,024,11,02,3,1,10,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,225.326202392578,"14979,9873046875",2,15001-24-11-2,10.0,,,,0,,0,0,0,0
015001,024,11,03,3,2,24,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,225.326202392578,"14979,9873046875",2,15001-24-11-3,24.0,,,,0,,0,0,0,0
015001,085,11,01,1,1,56,11,2,3, ,1,5,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,225.326202392578,"86583,1875",3,15001-85-11-1,56.0,3.0,,1.0,1,0.0,1,0,0,0
015001,085,11,02,2,2,59,8,3,3, ,1,5,0.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,225.326202392578,"86583,1875",3,15001-85-11-2,59.0,3.0,,1.0,1,0.0,1,1,0,0
015001,085,11,03,3,2,21,9,4, , , , ,0.0,8.0,0.0,0,0,7,0,0,7,0,0,0,0,7,0,0,4,4, ,225.326202392578,"86583,1875",3,15001-85-11-3,21.0,,,,0,,0,1,1,0
015001,085,11,04,10,1,10,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,225.326202392578,"86583,1875",3,15001-85-11-4,10.0,,,,0,,0,0,0,0
015001,126,11,01,1,2,58,5,2,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,225.326202392578,"57224,75",10,15001-126-11-1,58.0,2.0,3.0,,1,1.0,0,0,0,0
015001,126,11,02,2,1,67,6,5,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,225.326202392578,"57224,75",10,15001-126-11-2,67.0,2.0,3.0,,1,1.0,0,0,0,0
015001,126,11,03,3,2,35,10,5,3,1,2,1,0.0,8.0,0.0,0,7,0,7,7,7,7,0,0,0,0,7,0,4,4, ,225.326202392578,"57224,75",10,15001-126-11-3,35.0,3.0,1.0,2.0,1,0.0,0,1,1,0
015001,126,11,04,4,1,32,6,5,4,1,7,1,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,7,0,0,4,4, ,225.326202392578,"57224,75",10,15001-126-11-4,32.0,4.0,1.0,7.0,1,1.0,0,1,1,0
015001,126,11,05,5,2,18,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,225.326202392578,"57224,75",10,15001-126-11-5,18.0,,,,0,,0,0,0,0
015001,126,11,06,5,2,1,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,225.326202392578,"57224,75",10,15001-126-11-6,1.0,,,,0,,0,0,0,0
015001,126,11,07,3,2,25,7,3, , , , ,0.0,8.0,9.0,0,7,7,7,7,7,7,7,0,0,7,7,7,4,4, ,225.326202392578,"57224,75",10,15001-126-11-7,25.0,,,,0,,1,1,1,0
015001,126,11,08,5,1,4,2,1,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,225.326202392578,"57224,75",10,15001-126-11-8,4.0,,,,0,,0,0,0,0
015001,126,11,09,3,2,22,7,2,3,1,7,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4, ,225.326202392578,"57224,75",10,15001-126-11-9,22.0,3.0,1.0,7.0,1,1.0,0,1,1,0
015001,126,11,10,5,2,2,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,225.326202392578,"57224,75",10,15001-126-11-10,2.0,,,,0,,0,0,0,0
015001,163,11,01,1,1,31,10,5,2,2, ,1,4.0,8.0,9.0,0,7,7,0,7,0,0,7,7,0,0,7,0,4,4, ,225.326202392578,"22757,501953125",2,15001-163-11-1,31.0,2.0,2.0,,1,0.0,1,1,1,0
015001,163,11,02,2,2,30,10,5,3, ,5,5,0.0,8.0,0.0,0,7,7,7,7,7,7,7,0,0,0,0,0,4,4, ,225.326202392578,"22757,501953125",2,15001-163-11-2,30.0,3.0,,5.0,1,0.0,0,1,1,0
015003,010,11,01,1,1,60,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"63209,9921875",3,15003-10-11-1,60.0,,,,0,,0,0,0,0
015003,010,11,02,2,2,53,4,0, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"63209,9921875",3,15003-10-11-2,53.0,,,,0,,0,0,0,0
015003,010,11,03,3,1,20,9,3, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"63209,9921875",3,15003-10-11-3,20.0,,,,0,,0,0,0,0
015003,024,11,01,1,2,55,3,0,1,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"42218,109375",4,15003-24-11-1,55.0,1.0,3.0,,1,0.0,0,0,0,0
015003,024,11,02,3,1,21,7,2, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"42218,109375",4,15003-24-11-2,21.0,,,,0,,0,0,0,0
015003,024,11,03,3,1,17,6,5, , , , ,0.0,0.0,0.0, , , , , , , , , , , , , ,4,4, ,69.4570999145508,"42218,109375",4,15003-24-11-3,17.0,,,,0,,0,0,0,0
015003,024,11,04,3,1,15,5,3,5,2,7,1,0.0,0.0,0.0, , , , , , , , , , , , , ,4,4, ,69.4570999145508,"42218,109375",4,15003-24-11-4,15.0,5.0,2.0,7.0,1,1.0,0,0,0,0
015003,054,11,01,1,1,55,10,5,3, ,1,5,0.0,8.0,9.0,0,0,0,0,0,0,7,7,7,0,0,0,0,4,4, ,69.4570999145508,"119875,6015625",4,15003-54-11-1,55.0,3.0,,1.0,1,0.0,1,1,1,0
015003,054,11,02,2,2,54,8,3,3, ,1,5,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"119875,6015625",4,15003-54-11-2,54.0,3.0,,1.0,1,0.0,1,0,0,0
015003,054,11,03,3,2,26,11,1,3,1,2,4,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"119875,6015625",4,15003-54-11-3,26.0,3.0,1.0,2.0,1,0.0,0,1,0,0
015003,054,11,04,3,1,22,9,2, , , , ,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"119875,6015625",4,15003-54-11-4,22.0,,,,0,,0,1,0,0
015003,083,11,01,1,1,64,8,3,4, ,1,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"41545,47265625",4,15003-83-11-1,64.0,4.0,,1.0,1,0.0,0,0,0,0
015003,083,11,02,2,2,57,4,0,2,3, ,1,0.0,8.0,9.0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"41545,47265625",4,15003-83-11-2,57.0,2.0,3.0,,1,1.0,1,1,1,0
015003,083,11,03,3,1,36,9,3,4, ,5,5,0.0,8.0,0.0,0,0,7,0,7,0,0,7,0,0,0,0,0,4,4, ,69.4570999145508,"41545,47265625",4,15003-83-11-3,36.0,4.0,,5.0,1,0.0,0,1,1,0
015003,083,11,04,5,1,9,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,69.4570999145508,"41545,47265625",4,15003-83-11-4,9.0,,,,0,,0,0,0,0
015003,099,11,01,1,2,67,1, , , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"14246,7822265625",3,15003-99-11-1,67.0,,,,0,,0,0,0,0
015003,099,11,02,7,2,37,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"14246,7822265625",3,15003-99-11-2,37.0,,,,0,,0,0,0,0
015003,099,11,03,10,2,12,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,69.4570999145508,"14246,7822265625",3,15003-99-11-3,12.0,,,,0,,0,0,0,0
015003,128,11,01,1,1,42,11,2,1,1, ,1,4.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,69.4570999145508,"36880,2109375",2,15003-128-11-1,42.0,1.0,1.0,,1,0.0,1,0,0,0
015003,128,11,02,11,1,37,9,3,3,1,2,1,4.0,8.0,9.0,0,7,7,7,7,7,7,7,7,7,0,0,0,4,4, ,69.4570999145508,"36880,2109375",2,15003-128-11-2,37.0,3.0,1.0,2.0,1,0.0,1,1,1,0
015003,156,11,01,1,1,29,8,3,4,1,2,1,0.0,8.0,0.0,0,7,7,0,7,7,7,0,0,0,0,0,0,4,4, ,69.4570999145508,"40652,04296875",2,15003-156-11-1,29.0,4.0,1.0,2.0,1,0.0,0,1,1,0
015003,156,11,02,2,2,24,8,3,3,1,7,1,4.0,8.0,0.0,0,7,0,7,0,0,7,0,0,0,0,0,0,4,4, ,69.4570999145508,"40652,04296875",2,15003-156-11-2,24.0,3.0,1.0,7.0,1,1.0,1,1,1,0
015004,012,11,01,1,2,57,6,5,2,2, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"12847,8955078125",1,15004-12-11-1,57.0,2.0,2.0,,1,0.0,0,0,0,0
015004,027,11,01,1,1,63,5,4,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"21254,390625",2,15004-27-11-1,63.0,2.0,3.0,,1,1.0,0,0,0,0
015004,027,11,02,2,2,60,4,5, , , , ,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"21254,390625",2,15004-27-11-2,60.0,,,,0,,1,0,0,0
015004,027,11,03,3,2,29,10,5, , , , ,0.0,8.0,0.0,0,0,7,0,7,0,7,7,0,0,7,7,0,4,4, ,84.0562210083008,"21254,390625",2,15004-27-11-3,29.0,,,,0,,0,1,1,0
015004,027,11,04,5,1,0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,84.0562210083008,"21254,390625",2,15004-27-11-4,0.0,,,,0,,0,0,0,0
015004,042,11,01,1,2,49,5,2,2,3, ,1,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"31593,697265625",3,15004-42-11-1,49.0,2.0,3.0,,1,1.0,0,1,0,0
015004,042,11,02,3,1,28,8,3,4,3,7,1,0.0,8.0,0.0,0,0,7,0,7,0,7,7,0,0,7,0,0,4,4, ,84.0562210083008,"31593,697265625",3,15004-42-11-2,28.0,4.0,3.0,7.0,1,1.0,0,1,1,0
015004,042,11,03,3,2,24,8,3,3,2,7,1,0.0,8.0,0.0,0,0,0,0,7,0,7,7,0,0,7,0,0,4,4, ,84.0562210083008,"31593,697265625",3,15004-42-11-3,24.0,3.0,2.0,7.0,1,1.0,0,1,1,0
015004,058,11,01,1,2,44,6,5,4,2,7,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"28206,40234375",3,15004-58-11-1,44.0,4.0,2.0,7.0,1,1.0,0,0,0,0
015004,058,11,02,3,2,11,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,84.0562210083008,"28206,40234375",3,15004-58-11-2,11.0,,,,0,,0,0,0,0
015004,058,11,03,3,1,3,1, ,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,84.0562210083008,"28206,40234375",3,15004-58-11-3,3.0,,,,0,,0,0,0,0
015004,105,11,01,1,2,61,6,5,2,3, ,1,0.0,8.0,0.0,0,7,7,7,7,7,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"23768,3515625",1,15004-105-11-1,61.0,2.0,3.0,,1,1.0,0,1,1,0
015004,134,11,01,1,2,66,8,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"30199,162109375",4,15004-134-11-1,66.0,,,,0,,0,0,0,0
015004,134,11,02,3,2,41,6,5, , , , ,0.0,8.0,0.0,0,7,7,7,0,0,7,7,0,0,0,0,0,4,4, ,84.0562210083008,"30199,162109375",4,15004-134-11-2,41.0,,,,0,,0,1,1,0
015004,134,11,03,5,2,19,6,5, , , , ,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"30199,162109375",4,15004-134-11-3,19.0,,,,0,,0,0,0,0
015004,134,11,04,5,1,10,3,0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,4,4, ,84.0562210083008,"30199,162109375",4,15004-134-11-4,10.0,,,,0,,0,0,0,0
015004,161,11,01,1,2,69,5,1,2,3, ,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,84.0562210083008,"8328,72265625",1,15004-161-11-1,69.0,2.0,3.0,,1,1.0,0,0,0,0
015005,002,11,01,1,1,65,6,5, , , , ,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,79.8167572021484,"15915,5986328125",1,15005-2-11-1,65.0,,,,0,,1,0,0,0
015005,024,11,01,1,1,61,8,5,2,3, ,1,0.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4, ,79.8167572021484,"61794,1484375",8,15005-24-11-1,61.0,2.0,3.0,,1,1.0,1,1,0,0
